gene_id	gene_symbol	count	tfidf	rank_tfidf
5476	CTSA	38	0.9566910946180442	1
57192	MCOLN1	31	0.8336713033881983	2
427	ASAH1	31	0.8104888694883419	3
728	C5AR1	15	0.29781469018426854	4
5564	PRKAB1	14	0.2703350593901421	5
1201	CLN3	9	0.2457947988237731	6
410	ARSA	9	0.22830604996287854	7
2717	GLA	9	0.20822974470512629	8
2629	GBA	9	0.20038561409802091	9
912	CD1D	8	0.18423730466640592	10
