gene_id	gene_symbol	count	tfidf	rank_tfidf
158	ADSL	140	7.749080862627305	1
471	ATIC	4	0.22712480748847327	2
7511	XPNPEP1	2	0.12350906485050347	3
8458	TTF2	2	0.11433099549221332	4
10606	PAICS	2	0.11376989727363605	5
132	ADK	1	0.05038051539909479	6
353	APRT	1	0.04877000646683893	7
3251	HPRT1	1	0.03930091128873958	8
2752	GLUL	1	0.037523417502729736	9
1356	CP	1	0.03590684014221356	10
