gene_id	gene_symbol	count	tfidf	rank_tfidf
2705	GJB1	55	1.8412363118401567	1
5376	PMP22	43	1.415512453931621	2
4359	MPZ	24	0.8727904107034414	3
9927	MFN2	21	0.6297424148471908	4
4908	NTF3	12	0.3602224226003695	5
23095	KIF1B	8	0.2980290410086574	6
3082	HGF	10	0.2277772818638498	7
818	CAMK2G	7	0.19390968279591048	8
10468	FST	3	0.09893186290182639	9
59341	TRPV4	3	0.09570258895942012	10
