gene_id	gene_symbol	count	tfidf	rank_tfidf
2475	MTOR	35	2.766884655868477	1
7248	TSC1	4	0.5229699107045795	2
7249	TSC2	4	0.5097568627852047	3
2315	MLANA	1	0.13095919161148867	4
5293	PIK3CD	1	0.11825199093955892	5
1674	DES	1	0.11484093872700168	6
7431	VIM	1	0.09043557638714593	7
7294	TXK	1	0.08939446916371516	8
29126	CD274	1	0.08708138933386325	9
207	AKT1	1	0.06689009591376985	10
