gene_id	gene_symbol	count	tfidf	rank_tfidf
5189	PEX1	559	1.3549080162903173	1
5190	PEX6	332	0.8255283382301429	2
5194	PEX13	293	0.742881058306776	3
5191	PEX7	193	0.4674318208097258	4
55670	PEX26	151	0.3942604544626708	5
8443	GNPAT	109	0.26211411751580105	6
8504	PEX3	98	0.2380940858937784	7
5195	PEX14	96	0.2289511487912849	8
3801	KIFC3	69	0.18364344178191327	9
7399	USH2A	87	0.17835254437081555	10
