gene_id	gene_symbol	count	tfidf	rank_tfidf
2153	F5	44	1.476354124648189	1
5624	PROC	13	0.46028439499992635	2
2752	GLUL	10	0.336192468955093	3
2056	EPO	11	0.3198229335955327	4
3717	JAK2	9	0.27263508532863906	5
462	SERPINC1	7	0.22946168935941844	6
2147	F2	9	0.22455382034955226	7
213	ALB	8	0.15970356194016147	8
26503	SLC17A5	5	0.1296541572937374	9
2719	GPC3	3	0.12323005970127095	10
