gene_id	gene_symbol	count	tfidf	rank_tfidf
10479	SLC9A6	833	1.1590796424239809	1
51132	RLIM	568	0.8322778419692473	2
1968	EIF2S3	426	0.5424002382119611	3
84295	PHF6	379	0.4705510004477179	4
8242	KDM5C	267	0.320973160672397	5
8573	CASK	230	0.28837218819662597	6
22866	CNKSR2	163	0.24382149240571716	7
83844	USP26	145	0.2163748818954634	8
1183	CLCN4	123	0.18010843953257266	9
10084	PQBP1	129	0.1793826285956903	10
