gene_id	gene_symbol	count	tfidf	rank_tfidf
2328	FMO3	1145	7.0322323075132696	1
116833	ANIB1	30	0.1989830843228478	2
84795	PYROXD2	19	0.14985050776598358	3
2326	FMO1	22	0.1482836203359847	4
29958	DMGDH	14	0.10145181641308841	5
2177	FANCD2	18	0.09515221277406928	6
56259	CTNNBL1	14	0.08709041014242647	7
23038	WDTC1	13	0.07020970180536579	8
2327	FMO2	9	0.06341696613345812	9
2330	FMO5	6	0.04255155036512192	10
