gene_id	gene_symbol	count	tfidf	rank_tfidf
2517	FUCA1	361	1.3236357402203678	1
5476	CTSA	190	0.5918449214943264	2
3423	IDS	156	0.5227762447688473	3
2548	GAA	132	0.40821002714361593	4
1186	CLCN7	114	0.4027709434291545	5
2760	GM2A	86	0.3181541652847236	6
2629	GBA	84	0.23140327767414373	7
10577	NPC2	68	0.2140893002274529	8
53947	A4GALT	59	0.18164107194784498	9
6448	SGSH	48	0.17826719640757044	10
