gene_id	gene_symbol	count	tfidf	rank_tfidf
3081	HGD	74	6.733849072047316	1
56246	MRAP	5	0.30988107269087806	2
2548	GAA	3	0.23694736575563524	3
5269	SERPINB6	2	0.1897060081770562	4
1118	CHIT1	2	0.17582331147783184	5
3242	HPD	2	0.17108203187780738	6
3048	HBG2	2	0.13968117729314447	7
3105	HLA-A	3	0.13233827907939755	8
6476	SI	2	0.12938446291227595	9
1401	CRP	2	0.06267939736758432	10
