gene_id	gene_symbol	count	tfidf	rank_tfidf
3146	HMGB1	176	0.1744462417876478	1
3075	CFH	136	0.15340240900319374	2
1628	DBP	114	0.14718943076032712	3
3553	IL1B	195	0.12087319199175925	4
7124	TNF	253	0.12065013091662871	5
83733	SLC25A18	69	0.10944624487084213	6
7099	TLR4	129	0.10185808856170303	7
2638	GC	83	0.10123312705008458	8
2889	RAPGEF1	63	0.09458203242059697	9
3569	IL6	173	0.0899309624404329	10
