Metric  Number genes (Mean) Number genes (Mean) Number genes (Mean) Number genes (Mean)	Rank 1	Rank 2	Ranks 3-5	Ranks 6-25	Ranks >25	Rank 1-3	Rank 1-5	No Rank	Rank 1 (%)	Rank 2 (%)	Ranks 3-5 (%)	Ranks 6-25 (%)	Ranks >25 (%)	Rank 1-3 (%)	Rank 1-5 (%)	No Rank (%)	Average Adj P-value (Expected Pathway)	Median Adj P-value (Expected Pathway)	Std Dev Adj P-value (Expected Pathway)
Using all genes 76.86528497409327   35   97.80064574337098  9-633	193	152	21	13	5	2	179	186	0	0.787564766839378	0.10880829015544	0.0673575129533679	0.0259067357512953	0.0103626943005181	0.927461139896373	0.963730569948187	0	0.0011858616983692215	2.3076727656696563e-21	0.013888684972283636
