gene_id	gene_symbol	count	tfidf	rank_tfidf
1956	EGFR	67	2.8171037351780295	1
10908	PNPLA6	7	0.7341380395771075	2
2250	FGF5	5	0.4902876942009034	3
7294	TXK	6	0.3082567902197074	4
7080	NKX2-1	1	0.07619919629510319	5
2688	GH1	1	0.054954852121157007	6
