gene_id	gene_symbol	count	tfidf	rank_tfidf
4882	NPR2	278	3.358107286691062	1
4880	NPPC	70	0.8553779250184443	2
90	ACVR1	47	0.5412625565777538	3
649	BMP1	60	0.48510805676146135	4
659	BMPR2	26	0.2768258139803199	5
94	ACVRL1	23	0.2530426129453792	6
2022	ENG	16	0.16059179856646333	7
83729	INHBE	15	0.15578411248993124	8
2658	GDF2	10	0.11940398455324235	9
657	BMPR1A	10	0.11280982476136317	10
