PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
37180508	PMC10166730	7	1	{'4582': ('MUC1', 7, 9606.0)}	265
37234435	PMC10208543	119	30	{'21821': ('Ift88', 2, 10090.0), '4582': ('MUC1', 6, 9606.0), '7369': ('UMOD', 2, 9606.0), '6928': ('HNF1B', 10, 9606.0), '5972': ('REN', 2, 9606.0), '8481': ('OFD1', 2, 9606.0), '5091': ('PC', 1, 9606.0), '5310': ('PKD1', 10, 9606.0), '5311': ('PKD2', 10, 9606.0), '1499': ('CTNNB1', 2, 9606.0), '79659': ('DYNC2H1', 2, 9606.0), '57560': ('IFT80', 2, 9606.0), '4750': ('NEK1', 2, 9606.0), '91147': ('TMEM67', 4, 9606.0), '5314': ('PKHD1', 14, 9606.0), '80184': ('CEP290', 13, 9606.0), '54903': ('MKS1', 3, 9606.0), '54806': ('AHI1', 5, 9606.0), '4867': ('NPHP1', 7, 9606.0), '23193': ('GANAB', 2, 9606.0), '51726': ('DNAJB11', 1, 9606.0), '1282': ('COL4A1', 3, 9606.0), '27122': ('DKK3', 2, 9606.0), '7248': ('TSC1', 3, 9606.0), '7249': ('TSC2', 3, 9606.0), '6923': ('ELOB', 1, 9606.0), '6921': ('ELOC', 1, 9606.0), '8453': ('CUL2', 2, 9606.0), '16568': ('Kif3a', 1, 10090.0), '55978': ('Ift20', 1, 10090.0)}	42
37283036	PMC10259838	244	20	{'5972': ('REN', 178, 9606.0), '183': ('AGT', 2, 9606.0), '7369': ('UMOD', 9, 9606.0), '4582': ('MUC1', 3, 9606.0), '6928': ('HNF1B', 1, 9606.0), '29927': ('SEC61A1', 11, 9606.0), '6687': ('SPG7', 3, 9606.0), '10469': ('TIMM44', 12, 9606.0), '2597': ('GAPDH', 1, 9606.0), '100145872': ('CHCHD3', 2, 0.0), '3630': ('INS', 5, 9606.0), '1636': ('ACE', 3, 9606.0), '2147': ('F2', 1, 9606.0), '1962': ('EHHADH', 2, 9606.0), '189': ('AGXT', 4, 9606.0), '503542': ('SPRN', 1, 9606.0), '6622': ('SNCA', 2, 9606.0), '443005': ('GAPDH', 1, 9940.0), '3998': ('LMAN1', 2, 9606.0), '2069': ('EREG', 1, 9606.0)}	99
37885358	PMC10701617	691	79	{'281567': ('UMOD', 53, 0.0), '22242': ('Umod', 254, 10090.0), '7369': ('UMOD', 192, 9606.0), '15194': ('Htt', 8, 10090.0), '3309': ('HSPA5', 12, 9606.0), '14828': ('Hspa5', 10, 10090.0), '12501': ('Cd3e', 14, 10090.0), '13645': ('Egf', 3, 10090.0), '11461': ('Actb', 9, 10090.0), '12330': ('Canx', 6, 10090.0), '821': ('CANX', 3, 9606.0), '14433': ('Gapdh', 2, 10090.0), '13733': ('Adgre1', 2, 10090.0), '12514': ('Cd68', 2, 10090.0), '21898': ('Tlr4', 2, 10090.0), '14268': ('Fn1', 2, 10090.0), '21803': ('Tgfb1', 2, 10090.0), '16819': ('Lcn2', 6, 10090.0), '20495': ('Slc12a1', 1, 10090.0), '12842': ('Col1a1', 1, 10090.0), '19264': ('Ptprc', 1, 10090.0), '13666': ('Eif2ak3', 5, 10090.0), '468': ('ATF4', 2, 9606.0), '78943': ('Ern1', 3, 10090.0), '12367': ('Casp3', 1, 10090.0), '10313': ('RTN3', 2, 9606.0), '7095': ('SEC62', 3, 9606.0), '9236': ('CCPG1', 2, 9606.0), '54463': ('RETREG1', 2, 9606.0), '18412': ('Sqstm1', 2, 10090.0), '84557': ('MAP1LC3A', 3, 9606.0), '11793': ('Atg5', 2, 10090.0), '12350': ('Car3', 1, 10090.0), '16476': ('Jun', 2, 10090.0), '12227': ('Btg2', 1, 10090.0), '15936': ('Ier2', 1, 10090.0), '14281': ('Fos', 2, 10090.0), '228775': ('Trib3', 1, 10090.0), '20856': ('Stc2', 1, 10090.0), '56312': ('Nupr1', 1, 10090.0), '15945': ('Cxcl10', 1, 10090.0), '16854': ('Lgals3', 1, 10090.0), '224530': ('Acat3', 1, 0.0), '93732': ('Acox2', 1, 10090.0), '227632': ('Kcnt1', 2, 10090.0), '12733': ('Clcnka', 1, 10090.0), '53881': ('Slc5a3', 1, 10090.0), '56429': ('Dpt', 1, 10090.0), '26570': ('Slc7a11', 1, 10090.0), '15937': ('Ier3', 1, 10090.0), '81489': ('Dnajb1', 1, 10090.0), '15507': ('Hspb1', 1, 10090.0), '12955': ('Cryab', 2, 10090.0), '55466': ('DNAJA4', 3, 9606.0), '15516': ('Hsp90ab1', 2, 10090.0), '21402': ('Skp1a', 1, 10090.0), '26965': ('Cul1', 1, 10090.0), '17311': ('Kitl', 1, 10090.0), '13198': ('Ddit3', 1, 10090.0), '15519': ('Hsp90aa1', 1, 10090.0), '9451': ('EIF2AK3', 3, 9606.0), '83939': ('EIF2A', 3, 9606.0), '1649': ('DDIT3', 1, 9606.0), '7494': ('XBP1', 1, 9606.0), '2081': ('ERN1', 1, 9606.0), '8878': ('SQSTM1', 13, 9606.0), '56717': ('Mtor', 4, 10090.0), '3916': ('LAMP1', 1, 9606.0), '225326': ('Pik3c3', 3, 10090.0), '81631': ('MAP1LC3B', 1, 9606.0), '43392': ('htt', 1, 7227.0), '17829': ('Muc1', 2, 10090.0), '15445': ('Hpd', 1, 10090.0), '280717': ('ALB', 4, 9913.0), '11837': ('Rplp0', 1, 10090.0), '15452': ('Hprt', 1, 10090.0), '268373': ('Ppia', 1, 10090.0), '281120': ('DNTT', 1, 9913.0), '109957': ('P9Ehs1', 1, 10090.0)}	19
21060763	PMC2967011	42	3	{'7369': ('UMOD', 39, 9606.0), '22242': ('Umod', 2, 10090.0), '25128': ('Umod', 1, 10116.0)}	215
23197950	PMC3482064	43	3	{'7369': ('UMOD', 41, 9606.0), '1401': ('CRP', 1, 9606.0), '4867': ('NPHP1', 1, 9606.0)}	143
23826568	PMC3698310	57	3	{'7369': ('UMOD', 52, 9606.0), '6928': ('HNF1B', 2, 9606.0), '1950': ('EGF', 3, 9606.0)}	232
23396133	PMC3901305	48	9	{'4582': ('MUC1', 40, 9606.0), '3782': ('KCNN3', 1, 9606.0), '1944': ('EFNA3', 1, 9606.0), '55870': ('ASH1L', 1, 9606.0), '4209': ('MEF2D', 1, 9606.0), '17829': ('Muc1', 1, 10090.0), '7369': ('UMOD', 1, 9606.0), '5972': ('REN', 1, 9606.0), '338399': ('TAS2R62P', 1, 9606.0)}	193
24886545	PMC4036736	54	8	{'7369': ('UMOD', 22, 9606.0), '19701': ('Ren1', 5, 10090.0), '6928': ('HNF1B', 21, 9606.0), '5076': ('PAX2', 1, 9606.0), '10736': ('SIX2', 2, 9606.0), '6299': ('SALL1', 1, 9606.0), '116085': ('SLC22A12', 1, 9606.0), '3965': ('LGALS9', 1, 9606.0)}	180
25409434	PMC4237372	582	96	{'22242': ('Umod', 110, 10090.0), '654812': ('Angptl7', 43, 10090.0), '7369': ('UMOD', 12, 9606.0), '18033': ('Nfkb1', 8, 10090.0), '20495': ('Slc12a1', 10, 10090.0), '15122': ('Hba-a1', 18, 10090.0), '18263': ('Odc1', 19, 10090.0), '192201': ('Wfdc15b', 9, 0.0), '66945': ('Sdha', 3, 10090.0), '21374': ('Tbp', 4, 10090.0), '22121': ('Rpl13a', 4, 10090.0), '15121': ('Hba', 1, 10090.0), '20249': ('Scd1', 18, 10090.0), '14433': ('Gapdh', 4, 10090.0), '239273': ('Abcc4', 7, 10090.0), '11928': ('Atp1a1', 8, 10090.0), '71093': ('Atoh8', 1, 10090.0), '56365': ('Clcnkb', 1, 10090.0), '12822': ('Col18a1', 6, 10090.0), '80733': ('Car15', 1, 0.0), '17748': ('Mt1', 9, 10090.0), '11770': ('Fabp4', 10, 10090.0), '227753': ('Gsn', 10, 10090.0), '16195': ('Il6st', 8, 10090.0), '17069': ('Ly6e', 3, 10090.0), '19126': ('Prom1', 3, 10090.0), '20315': ('Cxcl12', 9, 10090.0), '15127': ('Hbb', 6, 10090.0), '16410': ('Itgav', 6, 10090.0), '56753': ('Tacstd2', 3, 10090.0), '14164': ('Fgf1', 10, 10090.0), '14629': ('Gclc', 3, 10090.0), '21354': ('Tap1', 5, 10090.0), '433256': ('Acsl5', 4, 10090.0), '11465': ('Actg1', 2, 10090.0), '66395': ('Ahnak', 4, 10090.0), '11674': ('Aldoa', 4, 10090.0), '11747': ('Anxa5', 6, 10090.0), '109697': ('Cpa1', 3, 10090.0), '66861': ('Dnajc10', 1, 10090.0), '269109': ('Dpp10', 1, 10090.0), '13653': ('Egr1', 6, 10090.0), '13806': ('Eno1', 4, 10090.0), '14811': ('Grin2a', 6, 10090.0), '117198': ('Ivns1abp', 3, 10090.0), '13589': ('Mapre1', 2, 10090.0), '17169': ('Mark3', 2, 10090.0), '170762': ('Nup155', 4, 10090.0), '18542': ('Pcolce', 2, 10090.0), '19652': ('Rbm3', 4, 10090.0), '231760': ('Rimbp2', 1, 10090.0), '20195': ('S100a11', 5, 10090.0), '20229': ('Sat1', 4, 10090.0), '67701': ('Wfdc2', 2, 10090.0), '12484': ('Cd24a', 3, 10090.0), '381101': ('Dnph1', 1, 10090.0), '13627': ('Eef1a1', 6, 10090.0), '67731': ('Fbxo32', 4, 10090.0), '22227': ('Ucp1', 4, 10090.0), '12733': ('Clcnka', 2, 10090.0), '14859': ('Gsta3', 2, 10090.0), '16483': ('Kap', 7, 10090.0), '19141': ('Lgmn', 11, 10090.0), '59020': ('Pdzk1', 6, 10090.0), '55961': ('Slc13a1', 1, 10090.0), '227394': ('Slco4c1', 1, 10090.0), '66054': ('Cndp2', 3, 10090.0), '13419': ('Dnase1', 7, 10090.0), '21857': ('Timp1', 6, 10090.0), '11677': ('Akr1b3', 6, 10090.0), '12371': ('Casp9', 6, 10090.0), '17750': ('Mt2', 13, 10090.0), '11430': ('Acox1', 3, 10090.0), '228061': ('Agps', 2, 10090.0), '11733': ('Ank1', 2, 10090.0), '240084': ('Cchcr1', 4, 10090.0), '13121': ('Cyp51', 2, 10090.0), '234267': ('Gpm6a', 3, 10090.0), '108068': ('Grm2', 3, 10090.0), '15233': ('Hgd', 1, 10090.0), '114664': ('Hsd17b11', 1, 10090.0), '16192': ('Il5ra', 4, 10090.0), '21743': ('Inmt', 2, 10090.0), '107227': ('Macrod1', 1, 10090.0), '18478': ('Pah', 2, 10090.0), '75735': ('Pank1', 2, 10090.0), '211347': ('Pank3', 1, 10090.0), '20168': ('Rtn3', 1, 10090.0), '114644': ('Slc13a3', 2, 10090.0), '76742': ('Snx27', 2, 10090.0), '68344': ('Tmem174', 1, 0.0), '22139': ('Ttr', 7, 10090.0), '22209': ('Ube2a', 1, 10090.0), '12387': ('Ctnnb1', 1, 10090.0), '20787': ('Srebf1', 2, 10090.0), '22259': ('Nr1h3', 1, 10090.0)}	279
