PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
37448902	PMC10337233	38	6	{'6521': ('SLC4A1', 25, 9606.0), '3240': ('HP', 2, 9606.0), '2539': ('G6PD', 2, 9606.0), '5741': ('PTH', 4, 9606.0), '525': ('ATP6V1B1', 3, 9606.0), '50617': ('ATP6V0A4', 2, 9606.0)}	802
37845702	PMC10577937	713	79	{'8452': ('CUL3', 161, 9606.0), '9978': ('RBX1', 4, 9606.0), '4738': ('NEDD8', 6, 9606.0), '6559': ('SLC12A3', 44, 9606.0), '27347': ('STK39', 25, 9606.0), '130497': ('OSR1', 19, 9606.0), '26249': ('KLHL3', 44, 9606.0), '65125': ('WNK1', 23, 9606.0), '65266': ('WNK4', 30, 9606.0), '56379': ('Kcnj1', 5, 10090.0), '20497': ('Slc12a3', 12, 10090.0), '23967': ('Osr1', 9, 10090.0), '53416': ('Stk39', 13, 10090.0), '6557': ('SLC12A1', 1, 9606.0), '232341': ('Wnk1', 14, 10090.0), '65268': ('WNK2', 1, 9606.0), '279561': ('Wnk3', 1, 10090.0), '298878': ('Osr1', 1, 0.0), '69847': ('Wnk4', 20, 10090.0), '79594': ('MUL1', 3, 9606.0), '11275': ('KLHL2', 11, 9606.0), '112476': ('PRRT2', 3, 9606.0), '183': ('AGT', 5, 9606.0), '100503085': ('Klhl3', 29, 10090.0), '26554': ('Cul3', 72, 10090.0), '11848': ('Rhoa', 5, 10090.0), '19878': ('Rock2', 2, 10090.0), '77113': ('Klhl2', 1, 0.0), '50868': ('Keap1', 1, 10090.0), '253980': ('KCTD13', 8, 9606.0), '9886': ('RHOBTB1', 3, 9606.0), '387': ('RHOA', 12, 9606.0), '242202': ('Pde5a', 7, 10090.0), '109920': ('Ccd', 3, 10090.0), '498697': ('Klhl3', 1, 0.0), '69288': ('Rhobtb1', 3, 10090.0), '19016': ('Pparg', 1, 10090.0), '117273': ('Rhoa', 1, 10116.0), '18127': ('Nos3', 3, 10090.0), '19052': ('Ppp2ca', 2, 10090.0), '10920': ('COPS8', 2, 9606.0), '143384': ('CACUL1', 23, 9606.0), '11146': ('GLMN', 1, 9606.0), '29761': ('USP25', 1, 9606.0), '55832': ('CAND1', 5, 9606.0), '133396': ('IL31RA', 1, 9606.0), '52323': ('Klhl7', 1, 10090.0), '240756': ('Klhl12', 1, 10090.0), '242521': ('Klhl9', 1, 10090.0), '242785': ('Klhl21', 1, 0.0), '18854': ('Pml', 2, 10090.0), '226541': ('Klhl20', 1, 10090.0), '226823': ('Kctd3', 1, 0.0), '212919': ('Kctd7', 1, 10090.0), '233877': ('Kctd13', 3, 10090.0), '72844': ('Kctd17', 2, 10090.0), '105440': ('Kctd9', 2, 0.0), '15978': ('Ifng', 2, 10090.0), '14939': ('Gzmb', 2, 10090.0), '55975': ('KLHL7', 5, 9606.0), '55958': ('KLHL9', 6, 9606.0), '59349': ('KLHL12', 3, 9606.0), '27252': ('KLHL20', 3, 9606.0), '9903': ('KLHL21', 5, 9606.0), '1815': ('DRD4', 1, 9606.0), '90293': ('KLHL13', 3, 9606.0), '3667': ('IRS1', 3, 9606.0), '9212': ('AURKB', 2, 9606.0), '1612': ('DAPK1', 2, 9606.0), '5371': ('PML', 1, 9606.0), '51133': ('KCTD3', 4, 0.0), '54793': ('KCTD9', 3, 9606.0), '79734': ('KCTD17', 1, 9606.0), '25948': ('KBTBD2', 2, 9606.0), '243574': ('Kbtbd8', 2, 10090.0), '210973': ('Kbtbd2', 2, 0.0), '84541': ('KBTBD8', 1, 9606.0), '5592': ('PRKG1', 1, 9606.0), '29984': ('RHOD', 1, 9606.0)}	111
37908612	PMC10613808	0	0	{}	742
38585522	PMC10994613	0	0	{}	315
19521497	PMC2686152	834	29	{'172249': ('lin-35', 118, 6239.0), '175985': ('ubc-18', 70, 0.0), '172284': ('ari-1.1', 4, 0.0), '176543': ('pha-1', 29, 6239.0), '190015': ('sup-35', 219, 6239.0), '177422': ('sup-36', 39, 0.0), '179257': ('sup-37', 33, 0.0), '176718': ('ubq-2', 5, 6239.0), '177560': ('hcf-1', 5, 0.0), '178001': ('lin-3', 5, 0.0), '5925': ('RB1', 4, 9606.0), '180133': ('efl-1', 3, 6239.0), '6340': ('SCNN1G', 201, 9606.0), '25820': ('ARIH1', 21, 9606.0), '179391': ('rmd-2', 6, 0.0), '176379': ('rmd-1', 5, 0.0), '174732': ('rmd-3', 1, 0.0), '176521': ('vab-7', 6, 6239.0), '176509': ('dpy-28', 1, 0.0), '176569': ('dpy-18', 4, 0.0), '176286': ('glp-1', 3, 6239.0), '179535': ('act-1', 7, 6239.0), '177190': ('ama-1', 3, 6239.0), '3054': ('HCFC1', 28, 9606.0), '174516': ('fzr-1', 2, 0.0), '175696': ('dpy-17', 3, 6239.0), '174397': ('rol-6', 5, 6239.0), '172497': ('unc-13', 2, 6239.0), '177187': ('dpy-13', 2, 6239.0)}	484
19830120	PMC2726488	4	1	{'1401': ('CRP', 4, 9606.0)}	877
19912655	PMC2779785	51	6	{'6340': ('SCNN1G', 41, 9606.0), '4306': ('NR3C2', 3, 9606.0), '6337': ('SCNN1A', 1, 9606.0), '6338': ('SCNN1B', 1, 9606.0), '5443': ('POMC', 4, 9606.0), '5972': ('REN', 1, 9606.0)}	235
21435204	PMC3074556	2	2	{'718': ('C3', 1, 9606.0), '10020': ('GNE', 1, 9606.0)}	645
22247918	PMC3252506	2	2	{'213': ('ALB', 1, 9606.0), '5741': ('PTH', 1, 9606.0)}	644
23569525	PMC3615933	6	5	{'55740': ('ENAH', 2, 9606.0), '3479': ('IGF1', 1, 9606.0), '51727': ('CMPK1', 1, 9606.0), '653590': ('GGTLC5P', 1, 9606.0), '1401': ('CRP', 1, 9606.0)}	124
