PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
37143142	PMC10161553	3	1	{'396625': ('GSR', 3, 9823.0)}	956
37786244	PMC10560793	26	2	{'79581': ('SLC52A2', 15, 9606.0), '113278': ('SLC52A3', 11, 9606.0)}	62
5783869	PMC2107764	0	0	{}	601
19870829	PMC2133728	0	0	{}	905
18416855	PMC2346457	1	1	{'4671': ('NAIP', 1, 9606.0)}	716
19323801	PMC2678121	6	3	{'2936': ('GSR', 3, 9606.0), '7037': ('TFRC', 1, 9606.0), '1401': ('CRP', 2, 9606.0)}	764
21110228	PMC3026695	24	9	{'113278': ('SLC52A3', 7, 9606.0), '2110': ('ETFDH', 8, 9606.0), '113246': ('C12orf57', 1, 9606.0), '2108': ('ETFA', 2, 9606.0), '2109': ('ETFB', 2, 9606.0), '51727': ('CMPK1', 1, 9606.0), '27034': ('ACAD8', 1, 9606.0), '2639': ('GCDH', 1, 9606.0), '728294': ('D2HGDH', 1, 9606.0)}	544
22864630	PMC3470687	70	14	{'79581': ('SLC52A2', 29, 9606.0), '113278': ('SLC52A3', 16, 9606.0), '255104': ('TMCO4', 2, 9606.0), '94233': ('OPN4', 2, 9606.0), '3983': ('ABLIM1', 2, 9606.0), '148109': ('FAM187B', 2, 0.0), '3226': ('HOXC10', 2, 9606.0), '55065': ('SLC52A1', 5, 9606.0), '2110': ('ETFDH', 3, 9606.0), '8463': ('TEAD2', 2, 9606.0), '788': ('SLC25A20', 1, 9606.0), '1376': ('CPT2', 1, 9606.0), '9788': ('MTSS1', 1, 9606.0), '80704': ('SLC19A3', 2, 9606.0)}	543
23107375	PMC3517535	45	4	{'113278': ('SLC52A3', 13, 9606.0), '79581': ('SLC52A2', 20, 9606.0), '55065': ('SLC52A1', 11, 9606.0), '91869': ('RFT1', 1, 9606.0)}	1
23658790	PMC3642060	2	1	{'2936': ('GSR', 2, 9606.0)}	173
23926143	PMC3741268	0	0	{}	505
23926144	PMC3741269	0	0	{}	659
24250848	PMC3829227	9	4	{'51727': ('CMPK1', 1, 9606.0), '6606': ('SMN1', 3, 9606.0), '113278': ('SLC52A3', 3, 9606.0), '4671': ('NAIP', 2, 9606.0)}	15
24470831	PMC3888054	0	0	{}	92
24253200	PMC3891447	153	9	{'79581': ('SLC52A2', 109, 9606.0), '113278': ('SLC52A3', 24, 9606.0), '55065': ('SLC52A1', 12, 9606.0), '91869': ('RFT1', 1, 9606.0), '4976': ('OPA1', 1, 9606.0), '9927': ('MFN2', 1, 9606.0), '5631': ('PRPS1', 1, 9606.0), '26580': ('BSCL2', 2, 9606.0), '2617': ('GARS1', 2, 9606.0)}	106
24139842	PMC4068726	31	4	{'79581': ('SLC52A2', 7, 9606.0), '113278': ('SLC52A3', 10, 9606.0), '55065': ('SLC52A1', 6, 9606.0), '203228': ('C9orf72', 8, 9606.0)}	72
27272163	PMC4897618	205	10	{'113278': ('SLC52A3', 75, 9606.0), '69698': ('Slc52a3', 115, 10090.0), '20216': ('Acsm3', 2, 10090.0), '26926': ('Aifm1', 2, 10090.0), '54391': ('Rfk', 1, 10090.0), '319945': ('Flad1', 1, 10090.0), '17775': ('Laptm4a', 2, 10090.0), '11364': ('Acadm', 4, 10090.0), '11363': ('Acadl', 1, 10090.0), '52710': ('Slc52a2', 2, 10090.0)}	112
26973221	PMC4920840	46	3	{'55065': ('SLC52A1', 3, 9606.0), '113278': ('SLC52A3', 20, 9606.0), '79581': ('SLC52A2', 23, 9606.0)}	38
20998294	PMC5236420	0	0	{}	246
28367977	PMC5377456	171	27	{'2936': ('GSR', 10, 9606.0), '4524': ('MTHFR', 4, 9606.0), '8352': ('H3C3', 3, 9606.0), '6235': ('RPS29', 2, 9606.0), '7296': ('TXNRD1', 9, 9606.0), '1738': ('DLD', 8, 9606.0), '1728': ('NQO1', 4, 9606.0), '4719': ('NDUFS1', 16, 9606.0), '1663': ('DDX11', 6, 9606.0), '4729': ('NDUFV2', 15, 9606.0), '6389': ('SDHA', 18, 9606.0), '8878': ('SQSTM1', 14, 9606.0), '30001': ('ERO1A', 16, 9606.0), '9131': ('AUNX1', 6, 9606.0), '34': ('ACADM', 5, 9606.0), '5352': ('PLOD2', 2, 9606.0), '140809': ('SRXN1', 5, 9606.0), '11231': ('SEC63', 7, 9606.0), '338': ('APOB', 3, 9606.0), '2495': ('FTH1', 2, 9606.0), '8452': ('CUL3', 2, 9606.0), '841': ('CASP8', 2, 9606.0), '6101': ('RP1', 3, 9606.0), '10581': ('IFITM2', 5, 9606.0), '5858': ('PZP', 2, 9606.0), '1666': ('DECR1', 1, 9606.0), '55342': ('STRBP', 1, 9606.0)}	98
28475111	PMC5447943	73	34	{'4051': ('CYP4F3', 1, 9606.0), '55312': ('RFK', 2, 9606.0), '80308': ('FLAD1', 4, 9606.0), '854672': ('FLX1', 1, 0.0), '374291': ('NDUFS7', 1, 9606.0), '6390': ('SDHB', 4, 9606.0), '1374': ('CPT1A', 2, 9606.0), '847': ('CAT', 1, 9606.0), '1376': ('CPT2', 2, 9606.0), '8630': ('HSD17B6', 5, 9606.0), '2110': ('ETFDH', 3, 9606.0), '2108': ('ETFA', 1, 9606.0), '2109': ('ETFB', 1, 9606.0), '3992': ('FADS1', 1, 9606.0), '81034': ('SLC25A32', 2, 9606.0), '113278': ('SLC52A3', 3, 9606.0), '79581': ('SLC52A2', 2, 9606.0), '28976': ('ACAD9', 4, 9606.0), '51103': ('NDUFAF1', 1, 9606.0), '51295': ('ECSIT', 1, 9606.0), '4535': ('ND1', 2, 9606.0), '4538': ('ND4', 2, 9606.0), '4539': ('ND4L', 1, 9606.0), '4541': ('ND6', 2, 9606.0), '54205': ('CYCS', 5, 9606.0), '1351': ('COX8A', 3, 9606.0), '5428': ('POLG', 2, 9606.0), '16193': ('Il6', 2, 10090.0), '12064': ('Bdnf', 1, 10090.0), '6622': ('SNCA', 2, 9606.0), '2936': ('GSR', 2, 9606.0), '4137': ('MAPT', 1, 9606.0), '23604': ('DAPK2', 2, 9606.0), '4524': ('MTHFR', 4, 9606.0)}	45
27777325	PMC5520257	26	4	{'113278': ('SLC52A3', 15, 9606.0), '79581': ('SLC52A2', 8, 9606.0), '55065': ('SLC52A1', 2, 9606.0), '1431': ('CS', 1, 9606.0)}	56
28856173	PMC5570109	25	3	{'113278': ('SLC52A3', 19, 9606.0), '79581': ('SLC52A2', 5, 9606.0), '11331': ('PHB2', 1, 9606.0)}	31
29085589	PMC5651462	72	27	{'2936': ('GSR', 7, 9606.0), '627': ('BDNF', 15, 9606.0), '3569': ('IL6', 7, 9606.0), '12064': ('Bdnf', 8, 10090.0), '3605': ('IL17A', 1, 9606.0), '4790': ('NFKB1', 2, 9606.0), '6772': ('STAT1', 2, 9606.0), '6778': ('STAT6', 1, 9606.0), '79581': ('SLC52A2', 1, 9606.0), '113278': ('SLC52A3', 1, 9606.0), '84506': ('Hamp', 1, 10090.0), '16153': ('Il10', 1, 10090.0), '21803': ('Tgfb1', 1, 10090.0), '18260': ('Ocln', 1, 10090.0), '12739': ('Cldn3', 1, 10090.0), '18024': ('Nfe2l2', 1, 10090.0), '14815': ('Nr3c1', 1, 10090.0), '21926': ('Tnf', 1, 10090.0), '20309': ('Cxcl15', 1, 10090.0), '16176': ('Il1b', 1, 10090.0), '16150': ('Ikbkb', 1, 10090.0), '64945': ('Cldn12', 1, 10090.0), '16193': ('Il6', 9, 10090.0), '847': ('CAT', 1, 9606.0), '6647': ('SOD1', 1, 9606.0), '373156': ('GSTK1', 1, 9606.0), '18049': ('Ngf', 3, 10090.0)}	942
29053833	PMC5808726	124	28	{'79581': ('SLC52A2', 27, 9606.0), '69698': ('Slc52a3', 13, 10090.0), '113278': ('SLC52A3', 36, 9606.0), '55065': ('SLC52A1', 3, 9606.0), '2670': ('GFAP', 1, 9606.0), '4155': ('MBP', 1, 9606.0), '36830': ('Nup62', 1, 7227.0), '20617': ('Snca', 1, 10090.0), '351': ('APP', 2, 9606.0), '4137': ('MAPT', 3, 9606.0), '230908': ('Tardbp', 2, 10090.0), '968': ('CD68', 3, 9606.0), '54474': ('KRT20', 1, 9606.0), '79924': ('ADM2', 7, 9606.0), '1431': ('CS', 4, 9606.0), '54205': ('CYCS', 2, 9606.0), '3726': ('JUNB', 1, 9606.0), '7020': ('TFAP2A', 1, 9606.0), '11774': ('Ap3b1', 1, 10090.0), '7023': ('TFAP4', 1, 9606.0), '223780': ('Adm2', 1, 10090.0), '6622': ('SNCA', 1, 9606.0), '23435': ('TARDBP', 1, 9606.0), '23636': ('NUP62', 1, 9606.0), '6647': ('SOD1', 4, 9606.0), '31579': ('kdn', 1, 7227.0), '147495': ('APCDD1', 2, 9606.0), '4131': ('MAP1B', 2, 9606.0)}	48
29473049	PMC5820599	13	2	{'79581': ('SLC52A2', 4, 9606.0), '113278': ('SLC52A3', 9, 9606.0)}	39
