PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
36974758	PMC10122909	314	32	{'72962': ('Tymp', 194, 10090.0), '17390': ('Mmp2', 5, 10090.0), '11651': ('Akt1', 13, 10090.0), '1890': ('TYMP', 2, 9606.0), '7422': ('VEGFA', 3, 9606.0), '3082': ('HGF', 1, 9606.0), '596': ('BCL2', 2, 9606.0), '3162': ('HMOX1', 1, 9606.0), '315219': ('Tymp', 2, 10116.0), '24451': ('Hmox1', 5, 10116.0), '83571': ('Cdkn1b', 1, 10116.0), '27371': ('Sh2d2a', 16, 10090.0), '18613': ('Pecam1', 4, 10090.0), '12367': ('Casp3', 2, 10090.0), '16399': ('Itga2b', 4, 10090.0), '19264': ('Ptprc', 1, 10090.0), '12490': ('Cd34', 1, 10090.0), '13805': ('Eng', 1, 10090.0), '16412': ('Itgb1', 1, 10090.0), '21926': ('Tnf', 10, 10090.0), '14268': ('Fn1', 7, 10090.0), '67184': ('Ndufa13', 14, 10090.0), '11475': ('Acta2', 1, 10090.0), '16193': ('Il6', 1, 10090.0), '20309': ('Cxcl15', 1, 10090.0), '15978': ('Ifng', 1, 10090.0), '12985': ('Csf3', 2, 10090.0), '12767': ('Cxcr4', 2, 10090.0), '403733': ('MMP2', 8, 9615.0), '403885': ('MMP9', 4, 9615.0), '14061': ('F2', 1, 10090.0), '70839': ('P2ry12', 3, 10090.0)}	65
37168481	PMC10158422	104	31	{'72': ('ACTG2', 56, 9606.0), '79784': ('MYH14', 2, 9606.0), '71': ('ACTG1', 4, 9606.0), '1908': ('EDN3', 1, 9606.0), '1910': ('EDNRB', 1, 9606.0), '6663': ('SOX10', 1, 9606.0), '5979': ('RET', 1, 9606.0), '25802': ('LMOD1', 2, 9606.0), '4629': ('MYH11', 2, 9606.0), '4638': ('MYLK', 2, 9606.0), '10398': ('MYL9', 2, 9606.0), '79031': ('PDCL3', 1, 9606.0), '5428': ('POLG', 1, 9606.0), '1890': ('TYMP', 1, 9606.0), '5885': ('RAD21', 1, 9606.0), '151648': ('SGO1', 1, 9606.0), '2316': ('FLNA', 1, 9606.0), '3897': ('L1CAM', 1, 9606.0), '59': ('ACTA2', 7, 9606.0), '23114': ('NFASC', 2, 9606.0), '590': ('BCHE', 1, 9606.0), '58': ('ACTA1', 2, 9606.0), '70': ('ACTC1', 2, 9606.0), '728378': ('POTEF', 1, 9606.0), '60': ('ACTB', 2, 9606.0), '11459': ('Acta1', 1, 10090.0), '11475': ('Acta2', 1, 10090.0), '11464': ('Actc1', 1, 10090.0), '10020': ('GNE', 1, 9606.0), '1716': ('DGUOK', 1, 9606.0), '538': ('ATP7A', 1, 9606.0)}	19
37288276	PMC10241726	168	16	{'72': ('ACTG2', 59, 9606.0), '59': ('ACTA2', 7, 9606.0), '4629': ('MYH11', 30, 9606.0), '4638': ('MYLK', 11, 9606.0), '25802': ('LMOD1', 6, 9606.0), '1131': ('CHRM3', 7, 9606.0), '10398': ('MYL9', 5, 9606.0), '2316': ('FLNA', 11, 9606.0), '3778': ('KCNMA1', 23, 9606.0), '11468': ('Actg2', 3, 10090.0), '1910': ('EDNRB', 1, 9606.0), '1908': ('EDN3', 1, 9606.0), '6663': ('SOX10', 1, 9606.0), '151648': ('SGO1', 1, 9606.0), '5885': ('RAD21', 1, 9606.0), '3897': ('L1CAM', 1, 9606.0)}	77
37030336	PMC10330198	463	40	{'728264': ('CARMN', 37, 9606.0), '328968': ('Carmn', 160, 10090.0), '20590': ('smc', 112, 10090.0), '107589': ('Mylk', 28, 10090.0), '214384': ('Myocd', 25, 10090.0), '17880': ('Myh11', 19, 10090.0), '4638': ('MYLK', 12, 9606.0), '93689': ('Lmod1', 6, 10090.0), '11468': ('Actg2', 3, 10090.0), '11475': ('Acta2', 2, 10090.0), '98932': ('Myl9', 2, 10090.0), '20807': ('Srf', 16, 10090.0), '16590': ('Kit', 3, 10090.0), '21345': ('Tagln', 1, 10090.0), '1264': ('CNN1', 1, 9606.0), '72289': ('Malat1', 1, 10090.0), '66961': ('Neat1', 1, 10090.0), '641638': ('SNHG6', 1, 9606.0), '14910': ('Gt(ROSA)26Sor', 1, 10090.0), '12638': ('Cftr', 1, 10090.0), '22003': ('Tpm1', 1, 10090.0), '243764': ('Chrm2', 2, 10090.0), '14219': ('Ccn2', 2, 10090.0), '14268': ('Fn1', 2, 10090.0), '13717': ('Eln', 1, 10090.0), '4629': ('MYH11', 1, 9606.0), '18183': ('Nrg3', 4, 10090.0), '1956': ('EGFR', 1, 9606.0), '268859': ('Rbfox1', 2, 10090.0), '14119': ('Fbn2', 1, 10090.0), '12428': ('Ccna2', 1, 10090.0), '21825': ('Thbs1', 1, 10090.0), '21803': ('Tgfb1', 1, 10090.0), '18538': ('Pcna', 1, 10090.0), '1490': ('CCN2', 1, 9606.0), '6722': ('SRF', 1, 9606.0), '93649': ('MYOCD', 3, 9606.0), '13400': ('Dmpk', 1, 10090.0), '25802': ('LMOD1', 2, 9606.0), '283131': ('NEAT1', 2, 9606.0)}	20
37643495	PMC10509821	21	2	{'72': ('ACTG2', 20, 9606.0), '2247': ('FGF2', 1, 9606.0)}	98
37650948	PMC10517037	205	46	{'72': ('ACTG2', 46, 9606.0), '59': ('ACTA2', 3, 9606.0), '60': ('ACTB', 4, 9606.0), '71': ('ACTG1', 4, 9606.0), '70': ('ACTC1', 3, 9606.0), '58': ('ACTA1', 3, 9606.0), '4638': ('MYLK', 3, 9606.0), '11468': ('Actg2', 16, 10090.0), '2316': ('FLNA', 6, 9606.0), '10398': ('MYL9', 6, 9606.0), '4629': ('MYH11', 12, 9606.0), '79784': ('MYH14', 7, 9606.0), '25802': ('LMOD1', 5, 9606.0), '3980': ('LIG3', 3, 9606.0), '5428': ('POLG', 2, 9606.0), '5885': ('RAD21', 4, 9606.0), '1890': ('TYMP', 2, 9606.0), '151648': ('SGO1', 2, 9606.0), '6663': ('SOX10', 2, 9606.0), '5156': ('PDGFRA', 9, 9606.0), '54808': ('DYM', 1, 9606.0), '6722': ('SRF', 5, 9606.0), '2002': ('ELK1', 2, 9606.0), '10413': ('YAP1', 8, 9606.0), '4790': ('NFKB1', 4, 9606.0), '93649': ('MYOCD', 6, 9606.0), '11475': ('Acta2', 2, 10090.0), '12797': ('Cnn1', 1, 10090.0), '1264': ('CNN1', 2, 9606.0), '167410': ('LIX1', 7, 9606.0), '374264': ('LIX1', 2, 0.0), '395906': ('DES', 1, 9031.0), '427790': ('MYOCD', 1, 0.0), '6901': ('TAZ', 1, 9606.0), '17880': ('Myh11', 2, 10090.0), '16590': ('Kit', 1, 10090.0), '3815': ('KIT', 5, 9606.0), '8929': ('PHOX2B', 1, 9606.0), '40444': ('Act79B', 3, 7227.0), '17260': ('Mef2c', 1, 10090.0), '6863': ('TAC1', 1, 9606.0), '196': ('AHR', 1, 9606.0), '4295': ('MLN', 1, 9606.0), '9971': ('NR1H4', 1, 9606.0), '151306': ('GPBAR1', 2, 9606.0), '139760': ('GPR119', 1, 9606.0)}	3
37543914	PMC10685842	3	1	{'1890': ('TYMP', 3, 9606.0)}	33
22061077	PMC3298655	4	2	{'3360': ('HTR4', 3, 9606.0), '3359': ('HTR3A', 1, 9606.0)}	183
22606588	PMC3350017	1	1	{'1401': ('CRP', 1, 9606.0)}	71
23738185	PMC3657428	0	0	{}	10
