PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
36979350	PMC10046037	346	10	{'2566': ('GABRG2', 99, 9606.0), '7453': ('WARS1', 93, 9606.0), '14406': ('Gabrg2', 107, 10090.0), '28908': ('IGKV4-1', 18, 9606.0), '597': ('BCL2A1', 16, 9606.0), '2554': ('GABRA1', 2, 9606.0), '2562': ('GABRB3', 5, 9606.0), '1137': ('CHRNA4', 2, 9606.0), '6332': ('SCN7A', 2, 9606.0), '1769': ('DNAH8', 2, 9606.0)}	23
36715146	PMC10162429	262	10	{'6323': ('SCN1A', 157, 9606.0), '20265': ('Scn1a', 21, 10090.0), '6622': ('SNCA', 2, 9606.0), '7015': ('TERT', 5, 9606.0), '3024': ('H1-1', 14, 9606.0), '3009': ('H1-5', 15, 9606.0), '3006': ('H1-2', 13, 9606.0), '7739': ('ZNF185', 17, 9606.0), '7033': ('TFF3', 16, 9606.0), '3785': ('KCNQ2', 2, 9606.0)}	348
37192002	PMC10266792	449	22	{'20265': ('Scn1a', 176, 10090.0), '6323': ('SCN1A', 35, 9606.0), '20264': ('Scn10a', 4, 10090.0), '529590': ('SCN1A', 18, 0.0), '20266': ('Scn1b', 3, 10090.0), '20273': ('Scn8a', 5, 10090.0), '403772': ('CXADR', 3, 9615.0), '728378': ('POTEF', 1, 9606.0), '3043': ('HBB', 1, 9606.0), '13807': ('Eno2', 17, 10090.0), '13395': ('Dlx5', 1, 10090.0), '13396': ('Dlx6', 1, 10090.0), '12352': ('Car5a', 168, 10090.0), '19293': ('Pvalb', 5, 10090.0), '110876': ('Scn2a', 1, 10090.0), '20269': ('Scn3a', 1, 10090.0), '72821': ('Scn2b', 1, 10090.0), '235281': ('Scn3b', 1, 10090.0), '13390': ('Dlx1', 2, 10090.0), '52897': ('Rbfox3', 2, 10090.0), '14580': ('Gfap', 2, 10090.0), '13417': ('Dnah8', 1, 10090.0)}	708
37467479	PMC10689919	159	22	{'6323': ('SCN1A', 106, 9606.0), '20265': ('Scn1a', 20, 10090.0), '19293': ('Pvalb', 3, 10090.0), '20604': ('Sst', 2, 10090.0), '1506': ('CTRL', 4, 9606.0), '5460': ('POU5F1', 1, 9606.0), '4609': ('MYC', 1, 9606.0), '6657': ('SOX2', 1, 9606.0), '9314': ('KLF4', 1, 9606.0), '63973': ('NEUROG2', 4, 9606.0), '5630': ('PRPH', 2, 9606.0), '23314': ('SATB2', 1, 9606.0), '4133': ('MAP2', 1, 9606.0), '57030': ('SLC17A7', 2, 9606.0), '288': ('ANK3', 1, 9606.0), '836': ('CASP3', 1, 9606.0), '2597': ('GAPDH', 1, 9606.0), '20269': ('Scn3a', 1, 10090.0), '110876': ('Scn2a', 2, 10090.0), '20266': ('Scn1b', 2, 10090.0), '13666': ('Eif2ak3', 1, 10090.0), '14405': ('Gabrg1', 1, 10090.0)}	13
37418349	PMC10690644	14	2	{'6323': ('SCN1A', 12, 9606.0), '57526': ('PCDH19', 2, 9606.0)}	404
37819378	PMC10697872	224	33	{'20265': ('Scn1a', 56, 10090.0), '13869': ('Erbb4', 6, 10090.0), '13645': ('Egf', 1, 10090.0), '13390': ('Dlx1', 11, 10090.0), '22348': ('Slc32a1', 5, 10090.0), '6323': ('SCN1A', 43, 9606.0), '2066': ('ERBB4', 20, 9606.0), '19293': ('Pvalb', 6, 10090.0), '20604': ('Sst', 3, 10090.0), '11461': ('Actb', 1, 10090.0), '3043': ('HBB', 1, 9606.0), '20980': ('Syt2', 1, 10090.0), '140679': ('SLC32A1', 12, 9606.0), '13807': ('Eno2', 1, 10090.0), '2026': ('ENO2', 5, 9606.0), '6854': ('SYN2', 8, 9606.0), '653108': ('CXADRP1', 8, 9606.0), '1950': ('EGF', 5, 9606.0), '13419': ('Dnase1', 3, 10090.0), '12064': ('Bdnf', 1, 10090.0), '12981': ('Csf2', 2, 10090.0), '2572': ('GAD2', 2, 9606.0), '14580': ('Gfap', 3, 10090.0), '57030': ('SLC17A7', 1, 9606.0), '794': ('CALB2', 1, 9606.0), '22673': ('Zfp185', 3, 10090.0), '55635': ('DEPDC1', 1, 9606.0), '3084': ('NRG1', 1, 9606.0), '12355': ('Nr1i3', 3, 10090.0), '72961': ('Slc17a7', 1, 10090.0), '12308': ('Calb2', 2, 10090.0), '14149': ('Fdxr', 4, 10090.0), '23269': ('MGA', 3, 9606.0)}	641
37955180	PMC10772300	168	11	{'6323': ('SCN1A', 117, 9606.0), '11280': ('SCN11A', 2, 9606.0), '6326': ('SCN2A', 3, 9606.0), '6328': ('SCN3A', 1, 9606.0), '6334': ('SCN8A', 3, 9606.0), '930': ('CD19', 2, 9606.0), '1283': ('CTD', 17, 9606.0), '403497': ('SCN5A', 7, 9615.0), '801': ('CALM1', 6, 9606.0), '818': ('CAMK2G', 4, 9606.0), '6331': ('SCN5A', 6, 9606.0)}	420
19214208	PMC2633044	159	11	{'57526': ('PCDH19', 92, 9606.0), '6323': ('SCN1A', 41, 9606.0), '6792': ('CDKL5', 7, 9606.0), '170302': ('ARX', 1, 9606.0), '27286': ('SRPX2', 2, 9606.0), '4204': ('MECP2', 1, 9606.0), '83259': ('PCDH11Y', 1, 9606.0), '27328': ('PCDH11X', 1, 9606.0), '13641': ('Efnb1', 7, 10090.0), '13835': ('Epha1', 2, 10090.0), '279653': ('Pcdh19', 4, 10090.0)}	765
21858011	PMC3157479	255	65	{'6323': ('SCN1A', 8, 9606.0), '6326': ('SCN2A', 49, 9606.0), '6335': ('SCN9A', 6, 9606.0), '2566': ('GABRG2', 7, 9606.0), '2563': ('GABRD', 4, 9606.0), '6324': ('SCN1B', 4, 9606.0), '84059': ('ADGRV1', 10, 9606.0), '110789': ('Adgrv1', 6, 10090.0), '10565': ('ARFGEF1', 2, 9606.0), '80124': ('VCPIP1', 2, 9606.0), '56961': ('SHD', 1, 9606.0), '60680': ('CELF5', 3, 9606.0), '79187': ('FSD1', 1, 9606.0), '2745': ('GLRX', 6, 9606.0), '1946': ('EFNA5', 1, 9606.0), '9315': ('NREP', 5, 9606.0), '814': ('CAMK4', 1, 9606.0), '9465': ('AKAP7', 8, 9606.0), '114801': ('TMEM200A', 1, 9606.0), '8774': ('NAPG', 6, 9606.0), '3763': ('KCNJ6', 3, 9606.0), '7074': ('TIAM1', 5, 9606.0), '7342': ('UBP1', 1, 9606.0), '25827': ('FBXL2', 1, 9606.0), '5290': ('PIK3CA', 7, 9606.0), '57552': ('NCEH1', 5, 9606.0), '7447': ('VSNL1', 7, 9606.0), '18484': ('Pam', 8, 10090.0), '286097': ('MICU3', 2, 9606.0), '7259': ('TSPYL1', 3, 9606.0), '81648': ('Crh', 11, 10116.0), '1392': ('CRH', 2, 9606.0), '85300': ('ATCAY', 6, 9606.0), '663': ('BNIP2', 2, 9606.0), '2744': ('GLS', 2, 9606.0), '16467': ('Atcay', 2, 10090.0), '538': ('ATP7A', 2, 9606.0), '540': ('ATP7B', 2, 9606.0), '27528': ('Nrep', 2, 10090.0), '8417': ('STX7', 2, 9606.0), '9038': ('TAAR5', 2, 9606.0), '9288': ('TAAR3P', 4, 0.0), '3613': ('IMPA2', 4, 9606.0), '3753': ('KCNE1', 2, 9606.0), '9992': ('KCNE2', 2, 9606.0), '54102': ('CLIC6', 2, 9606.0), '9498': ('SLC4A8', 1, 9606.0), '23171': ('GPD1L', 3, 9606.0), '6331': ('SCN5A', 4, 9606.0), '112476': ('PRRT2', 2, 9606.0), '10242': ('KCNMB2', 1, 9606.0), '27094': ('KCNMB3', 1, 9606.0), '207': ('AKT1', 1, 9606.0), '25608': ('Lep', 2, 10116.0), '298947': ('Pik3cg', 2, 10116.0), '3790': ('KCNS3', 1, 9606.0), '5957': ('RCVRN', 1, 9606.0), '1137': ('CHRNA4', 3, 9606.0), '66036': ('MTMR9', 3, 9606.0), '157285': ('PRAG1', 3, 9606.0), '9108': ('MTMR7', 1, 9606.0), '1508': ('CTSB', 1, 9606.0), '137868': ('SGCZ', 1, 9606.0), '3841': ('KPNA5', 1, 9606.0), '23270': ('TSPYL4', 1, 9606.0)}	525
21719429	PMC3187538	305	21	{'6323': ('SCN1A', 88, 9606.0), '6324': ('SCN1B', 2, 9606.0), '2566': ('GABRG2', 2, 9606.0), '57526': ('PCDH19', 2, 9606.0), '6326': ('SCN2A', 4, 9606.0), '6717': ('SRI', 2, 9606.0), '20265': ('Scn1a', 40, 10090.0), '2697': ('GJA1', 21, 9606.0), '8834': ('TMEM11', 24, 9606.0), '5443': ('POMC', 2, 9606.0), '793': ('CALB1', 19, 9606.0), '794': ('CALB2', 14, 9606.0), '3105': ('HLA-A', 2, 9606.0), '4852': ('NPY', 22, 9606.0), '7450': ('VWF', 10, 9606.0), '5816': ('PVALB', 24, 9606.0), '2670': ('GFAP', 21, 9606.0), '968': ('CD68', 3, 9606.0), '2571': ('GAD1', 1, 9606.0), '146713': ('RBFOX3', 1, 9606.0), '6622': ('SNCA', 1, 9606.0)}	238
