PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
36984616	PMC10058039	39	2	{'3048': ('HBG2', 24, 9606.0), '1727': ('CYB5R3', 15, 9606.0)}	103
37367083	PMC10298695	14	3	{'3048': ('HBG2', 9, 9606.0), '1727': ('CYB5R3', 1, 9606.0), '2539': ('G6PD', 4, 9606.0)}	879
37465138	PMC10332666	5	1	{'3048': ('HBG2', 5, 9606.0)}	796
38222741	PMC10783301	16	3	{'3048': ('HBG2', 13, 9606.0), '2539': ('G6PD', 2, 9606.0), '3042': ('HBM', 1, 9606.0)}	620
12611672	PMC1241408	0	0	{}	764
10379005	PMC1566680	0	0	{}	831
21814377	PMC3145296	4	2	{'3048': ('HBG2', 3, 9606.0), '2539': ('G6PD', 1, 9606.0)}	794
26029594	PMC3920444	15	1	{'3048': ('HBG2', 15, 9606.0)}	949
24574600	PMC3927300	3	1	{'3048': ('HBG2', 3, 9606.0)}	847
24678157	PMC3943119	21	2	{'3048': ('HBG2', 19, 9606.0), '2539': ('G6PD', 2, 9606.0)}	110
24872659	PMC4033863	4	3	{'2936': ('GSR', 1, 9606.0), '847': ('CAT', 1, 9606.0), '3042': ('HBM', 2, 9606.0)}	897
25484537	PMC4244723	13	2	{'3048': ('HBG2', 11, 9606.0), '1528': ('CYB5A', 2, 9606.0)}	639
27239625	PMC4882214	15	1	{'3048': ('HBG2', 15, 9606.0)}	795
25145387	PMC4895586	95	10	{'476167': ('CYB5A', 27, 9615.0), '3048': ('HBG2', 29, 9606.0), '474479': ('CYB5R3', 25, 9615.0), '54205': ('CYCS', 1, 9606.0), '1727': ('CYB5R3', 3, 9606.0), '475258': ('CYCS', 1, 9615.0), '1528': ('CYB5A', 5, 9606.0), '100052210': ('CYB5A', 1, 0.0), '488405': ('SP3', 1, 0.0), '3569': ('IL6', 2, 9606.0)}	272
29356095	PMC5787195	100	3	{'474479': ('CYB5R3', 50, 9615.0), '3048': ('HBG2', 25, 9606.0), '1727': ('CYB5R3', 25, 9606.0)}	518
30767280	PMC6430872	44	4	{'1727': ('CYB5R3', 16, 9606.0), '476167': ('CYB5A', 10, 9615.0), '474479': ('CYB5R3', 16, 9615.0), '100855616': ('HBM', 2, 9615.0)}	501
31497516	PMC6712357	39	1	{'3048': ('HBG2', 39, 9606.0)}	985
32193811	PMC7467467	44	4	{'3048': ('HBG2', 38, 9606.0), '2539': ('G6PD', 3, 9606.0), '4051': ('CYP4F3', 1, 9606.0), '4128': ('MAOA', 2, 9606.0)}	6
33342963	PMC7972884	111	4	{'474479': ('CYB5R3', 83, 9615.0), '476167': ('CYB5A', 12, 9615.0), '1727': ('CYB5R3', 13, 9606.0), '1510': ('CTSE', 3, 9606.0)}	819
33903840	PMC8063654	17	3	{'3048': ('HBG2', 12, 9606.0), '5286': ('PIK3C2A', 1, 9606.0), '1727': ('CYB5R3', 4, 9606.0)}	46
33984321	PMC8107044	7	1	{'3048': ('HBG2', 7, 9606.0)}	13
33987056	PMC8110197	11	2	{'3048': ('HBG2', 7, 9606.0), '2539': ('G6PD', 4, 9606.0)}	896
34221748	PMC8237922	9	2	{'3048': ('HBG2', 7, 9606.0), '2539': ('G6PD', 2, 9606.0)}	841
34822617	PMC8622875	22	5	{'3048': ('HBG2', 15, 9606.0), '26503': ('SLC17A5', 2, 9606.0), '51727': ('CMPK1', 2, 9606.0), '250': ('ALPP', 2, 9606.0), '2875': ('GPT', 1, 9606.0)}	569
34881122	PMC8643242	7	2	{'3048': ('HBG2', 6, 9606.0), '3042': ('HBM', 1, 9606.0)}	36
35494903	PMC9035485	22	3	{'2539': ('G6PD', 11, 9606.0), '1401': ('CRP', 3, 9606.0), '3048': ('HBG2', 8, 9606.0)}	895
35725643	PMC9210596	18	3	{'3048': ('HBG2', 14, 9606.0), '1738': ('DLD', 1, 9606.0), '2539': ('G6PD', 3, 9606.0)}	132
35875039	PMC9300930	11	4	{'3048': ('HBG2', 2, 9606.0), '79811': ('SLTM', 5, 9606.0), '26503': ('SLC17A5', 2, 9606.0), '51727': ('CMPK1', 2, 9606.0)}	589
35940623	PMC9365429	38	4	{'3048': ('HBG2', 19, 9606.0), '3240': ('HP', 2, 9606.0), '2539': ('G6PD', 15, 9606.0), '11093': ('ADAMTS13', 2, 9606.0)}	163
