PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
37726850	PMC10510273	280	20	{'2395': ('FXN', 157, 9606.0), '2548': ('GAA', 50, 9606.0), '5460': ('POU5F1', 2, 9606.0), '6657': ('SOX2', 2, 9606.0), '4609': ('MYC', 2, 9606.0), '9314': ('KLF4', 2, 9606.0), '4436': ('MSH2', 9, 9606.0), '4437': ('MSH3', 4, 9606.0), '57817': ('HAMP', 3, 9606.0), '2956': ('MSH6', 5, 9606.0), '9734': ('HDAC9', 23, 9606.0), '2175': ('FANCA', 8, 9606.0), '9241': ('NOG', 1, 9606.0), '4264': ('MHS2', 1, 9606.0), '2641': ('GCG', 2, 9606.0), '2740': ('GLP1R', 2, 9606.0), '3065': ('HDAC1', 2, 9606.0), '8841': ('HDAC3', 2, 9606.0), '14297': ('Fxn', 1, 10090.0), '6423': ('SFRP2', 2, 9606.0)}	552
38041144	PMC10693098	81	4	{'2395': ('FXN', 52, 9606.0), '2548': ('GAA', 27, 9606.0), '8395': ('PIP5K1B', 1, 9606.0), '5568': ('PRKACG', 1, 9606.0)}	572
38264384	PMC10805122	0	0	{}	127
20808827	PMC2924884	362	19	{'2395': ('FXN', 125, 9606.0), '6722': ('SRF', 77, 9606.0), '7020': ('TFAP2A', 84, 9606.0), '1960': ('EGR3', 20, 9606.0), '14297': ('Fxn', 19, 10090.0), '9734': ('HDAC9', 2, 9606.0), '20807': ('Srf', 6, 10090.0), '21418': ('Tfap2a', 2, 10090.0), '20683': ('Sp1', 4, 10090.0), '6667': ('SP1', 11, 9606.0), '6898': ('TAT', 1, 9606.0), '7157': ('TP53', 1, 9606.0), '1958': ('EGR1', 1, 9606.0), '2597': ('GAPDH', 2, 9606.0), '7021': ('TFAP2B', 1, 9606.0), '83741': ('TFAP2D', 1, 9606.0), '339488': ('TFAP2E', 1, 9606.0), '13655': ('Egr3', 3, 10090.0), '13653': ('Egr1', 1, 10090.0)}	921
20979606	PMC2987979	1	1	{'2395': ('FXN', 1, 9606.0)}	237
22016819	PMC3189234	273	18	{'2395': ('FXN', 164, 9606.0), '847': ('CAT', 33, 9606.0), '2876': ('GPX1', 19, 9606.0), '2548': ('GAA', 14, 9606.0), '5788': ('PTPRC', 1, 9606.0), '214': ('ALCAM', 1, 9606.0), '960': ('CD44', 1, 9606.0), '3630': ('INS', 1, 9606.0), '7018': ('TF', 1, 9606.0), '2056': ('EPO', 17, 9606.0), '14433': ('Gapdh', 1, 10090.0), '12359': ('Cat', 1, 10090.0), '14775': ('Gpx1', 2, 10090.0), '2597': ('GAPDH', 10, 9606.0), '9734': ('HDAC9', 3, 9606.0), '5295': ('PIK3R1', 1, 9606.0), '207': ('AKT1', 2, 9606.0), '1432': ('MAPK14', 1, 9606.0)}	774
21985033	PMC3198887	116	9	{'2395': ('FXN', 86, 9606.0), '23479': ('ISCU', 7, 9606.0), '9054': ('NFS1', 4, 9606.0), '51218': ('GLRX5', 7, 9606.0), '4780': ('NFE2L2', 4, 9606.0), '10891': ('PPARGC1A', 1, 9606.0), '7019': ('TFAM', 2, 9606.0), '9131': ('AUNX1', 2, 9606.0), '2056': ('EPO', 3, 9606.0)}	966
22085827	PMC3226643	23	4	{'2548': ('GAA', 13, 9606.0), '2395': ('FXN', 5, 9606.0), '505694': ('FXN', 3, 0.0), '5428': ('POLG', 2, 9606.0)}	119
22152284	PMC3261233	178	9	{'7200': ('TRH', 79, 9606.0), '5617': ('PRL', 34, 9606.0), '25569': ('Trh', 21, 10116.0), '24683': ('Prl', 29, 10116.0), '2796': ('GNRH1', 5, 9606.0), '81668': ('Gnrhr', 3, 10116.0), '1813': ('DRD2', 1, 9606.0), '5594': ('MAPK1', 3, 9606.0), '112476': ('PRRT2', 3, 9606.0)}	210
22447512	PMC3373236	177	12	{'15978': ('Ifng', 44, 10090.0), '2395': ('FXN', 47, 9606.0), '14297': ('Fxn', 31, 10090.0), '3458': ('IFNG', 39, 9606.0), '5720': ('PSME1', 3, 9606.0), '19186': ('Psme1', 2, 10090.0), '16059': ('Igh-V7183', 3, 10090.0), '22042': ('Tfrc', 2, 10090.0), '84506': ('Hamp', 2, 10090.0), '11428': ('Aco1', 1, 10090.0), '18173': ('Slc11a1', 2, 10090.0), '18126': ('Nos2', 1, 10090.0)}	125
20373285	PMC3377279	250	8	{'2548': ('GAA', 85, 9606.0), '2395': ('FXN', 143, 9606.0), '23468': ('CBX5', 1, 9606.0), '4609': ('MYC', 5, 9606.0), '2597': ('GAPDH', 4, 9606.0), '3176': ('HNMT', 6, 9606.0), '10919': ('EHMT2', 4, 9606.0), '9734': ('HDAC9', 2, 9606.0)}	666
