PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
37523092	PMC10390395	2	2	{'3990': ('LIPC', 1, 9606.0), '23209': ('MLC1', 1, 9606.0)}	34
37685476	PMC10487730	10	4	{'5564': ('PRKAB1', 4, 9606.0), '5295': ('PIK3R1', 1, 9606.0), '207': ('AKT1', 2, 9606.0), '2475': ('MTOR', 3, 9606.0)}	173
37730803	PMC10511687	18	1	{'1161': ('ERCC8', 18, 9606.0)}	946
38148897	PMC10749963	0	0	{}	148
38156065	PMC10753835	1	1	{'281239': ('IGF1', 1, 9913.0)}	27
38318102	PMC10838632	222	8	{'25193': ('Ccnd3', 94, 10116.0), '29148': ('Myog', 58, 10116.0), '24525': ('Kras', 38, 10116.0), '58919': ('Ccnd1', 2, 10116.0), '362817': ('Cdk2', 1, 10116.0), '361432': ('Cdh15', 13, 0.0), '24907': ('Dmd', 5, 10116.0), '25737': ('Pcna', 11, 10116.0)}	302
39036345	PMC11258545	0	0	{}	318
17181869	PMC1766935	218	57	{'11555': ('Adrb2', 2, 10090.0), '16000': ('Igf1', 19, 10090.0), '16002': ('Igf2', 1, 10090.0), '56378': ('Arpc3', 8, 10090.0), '22330': ('Vcl', 6, 10090.0), '74318': ('Hopx', 18, 10090.0), '14433': ('Gapdh', 9, 10090.0), '12575': ('Cdkn1a', 1, 10090.0), '21807': ('Tsc22d1', 2, 10090.0), '14600': ('Ghr', 11, 10090.0), '12566': ('Cdk2', 1, 10090.0), '14599': ('Gh', 8, 10090.0), '262': ('AMD1', 4, 9606.0), '4953': ('ODC1', 5, 9606.0), '54498': ('SMOX', 3, 9606.0), '18263': ('Odc1', 3, 10090.0), '9057': ('SLC7A6', 3, 9606.0), '6542': ('SLC7A2', 1, 9606.0), '8140': ('SLC7A5', 1, 9606.0), '8894': ('EIF2S2', 10, 9606.0), '4563': ('TRNG', 2, 9606.0), '8890': ('EIF2B4', 3, 9606.0), '8892': ('EIF2B2', 3, 9606.0), '1967': ('EIF2B1', 4, 9606.0), '154': ('ADRB2', 1, 9606.0), '1983': ('EIF5', 2, 9606.0), '8672': ('EIF4G3', 2, 9606.0), '22632': ('Yy1', 10, 10090.0), '17260': ('Mef2c', 5, 10090.0), '17928': ('Myog', 5, 10090.0), '20807': ('Srf', 4, 10090.0), '23882': ('Gadd45g', 3, 10090.0), '26398': ('Map2k4', 3, 10090.0), '26399': ('Map2k6', 3, 10090.0), '242083': ('Ppm1l', 2, 10090.0), '16011': ('Igfbp5', 2, 10090.0), '117590': ('Asb10', 2, 0.0), '142687': ('Asb14', 2, 0.0), '78910': ('Asb15', 5, 0.0), '22222': ('Ubr1', 3, 10090.0), '20439': ('Siah2', 1, 10090.0), '19170': ('Psmb1', 2, 10090.0), '17912': ('Myo1b', 3, 10090.0), '60595': ('Actn4', 3, 10090.0), '360013': ('Myo18a', 3, 10090.0), '7414': ('VCL', 8, 9606.0), '16423': ('Cd47', 1, 10090.0), '1026': ('CDKN1A', 4, 9606.0), '12700': ('Cish', 3, 10090.0), '8848': ('TSC22D1', 1, 9606.0), '27283': ('TINAG', 1, 9606.0), '2010': ('EMD', 1, 9606.0), '3569': ('IL6', 1, 9606.0), '4758': ('NEU1', 1, 9606.0), '16004': ('Igf2r', 1, 10090.0), '102641436': ('LOC102641436', 1, 0.0), '228608': ('Smox', 1, 10090.0)}	794
18157088	PMC2168395	376	40	{'84676': ('TRIM63', 47, 9606.0), '433766': ('Trim63', 62, 10090.0), '381485': ('Trim55', 62, 10090.0), '67731': ('Fbxo32', 5, 10090.0), '114907': ('FBXO32', 5, 9606.0), '22138': ('Ttn', 10, 10090.0), '18091': ('Nkx2-5', 2, 10090.0), '84675': ('TRIM55', 38, 9606.0), '14200': ('Fhl2', 6, 10090.0), '58529': ('MYOZ1', 15, 9606.0), '64975': ('MRPL41', 14, 9606.0), '1937': ('EEF1G', 5, 9606.0), '85476': ('GFM1', 7, 9606.0), '59011': ('Myoz1', 1, 10090.0), '57159': ('TRIM54', 4, 9606.0), '2274': ('FHL2', 4, 9606.0), '79594': ('MUL1', 1, 9606.0), '8878': ('SQSTM1', 7, 9606.0), '19017': ('Ppargc1a', 2, 10090.0), '4878': ('NPPA', 6, 9606.0), '8048': ('CSRP3', 7, 9606.0), '230899': ('Nppa', 7, 10090.0), '11938': ('Atp2a2', 2, 10090.0), '20807': ('Srf', 1, 10090.0), '26416': ('Mapk14', 1, 10090.0), '26413': ('Mapk1', 2, 10090.0), '13009': ('Csrp3', 8, 10090.0), '21393': ('Tcap', 1, 10090.0), '68350': ('Mul1', 1, 10090.0), '16341': ('Eif3e', 5, 10090.0), '67160': ('Eef1g', 6, 10090.0), '28030': ('Gfm1', 2, 10090.0), '72508': ('Rps6kb1', 8, 10090.0), '11651': ('Akt1', 2, 10090.0), '56717': ('Mtor', 3, 10090.0), '17927': ('Myod1', 2, 10090.0), '17877': ('Myf5', 1, 10090.0), '58522': ('Trim54', 6, 10090.0), '2720': ('GLB1', 1, 9606.0), '4155': ('MBP', 7, 9606.0)}	796
18045476	PMC2217562	81	17	{'3569': ('IL6', 25, 9606.0), '5743': ('PTGS2', 1, 9606.0), '26503': ('SLC17A5', 3, 9606.0), '2875': ('GPT', 1, 9606.0), '51727': ('CMPK1', 3, 9606.0), '102724197': ('LOC102724197', 3, 9606.0), '213': ('ALB', 3, 9606.0), '250': ('ALPP', 5, 9606.0), '3107': ('HLA-C', 19, 9606.0), '728378': ('POTEF', 6, 9606.0), '5293': ('PIK3CD', 2, 9606.0), '6198': ('RPS6KB1', 1, 9606.0), '5594': ('MAPK1', 1, 9606.0), '2475': ('MTOR', 4, 9606.0), '1981': ('EIF4G1', 2, 9606.0), '9415': ('FADS2', 1, 9606.0), '3992': ('FADS1', 1, 9606.0)}	310
