PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
37048743	PMC10095332	103	7	{'1832': ('DSP', 89, 9606.0), '5318': ('PKP2', 1, 9606.0), '6191': ('RPS4X', 4, 9606.0), '2318': ('FLNC', 5, 9606.0), '4000': ('LMNA', 2, 9606.0), '5350': ('PLN', 1, 9606.0), '282996': ('RBM20', 1, 9606.0)}	10
37143080	PMC10158133	42	5	{'1832': ('DSP', 33, 9606.0), '1674': ('DES', 4, 9606.0), '64388': ('GREM2', 1, 9606.0), '6426': ('SRSF1', 2, 9606.0), '5578': ('PRKCA', 2, 9606.0)}	119
37250009	PMC10213094	21	2	{'1832': ('DSP', 20, 9606.0), '1674': ('DES', 1, 9606.0)}	94
37799505	PMC10547600	67	4	{'1832': ('DSP', 63, 9606.0), '23590': ('PDSS1', 1, 9606.0), '538': ('ATP7A', 1, 9606.0), '1747': ('DLX3', 2, 9606.0)}	38
16722579	PMC1435994	7	2	{'1832': ('DSP', 6, 9606.0), '1674': ('DES', 1, 9606.0)}	13
16943947	PMC1502077	11	3	{'1832': ('DSP', 8, 9606.0), '2697': ('GJA1', 1, 9606.0), '1674': ('DES', 2, 9606.0)}	7
21188028	PMC3002416	1	1	{'1832': ('DSP', 1, 9606.0)}	39
21977247	PMC3184660	127	20	{'7043': ('TGFB3', 19, 9606.0), '6262': ('RYR2', 42, 9606.0), '3728': ('JUP', 1, 9606.0), '1832': ('DSP', 27, 9606.0), '67451': ('Pkp2', 9, 10090.0), '5318': ('PKP2', 7, 9606.0), '79026': ('AHNAK', 1, 9606.0), '79784': ('MYH14', 1, 9606.0), '154': ('ADRB2', 2, 9606.0), '112476': ('PRRT2', 2, 9606.0), '109620': ('Dsp', 1, 10090.0), '5339': ('PLEC', 1, 9606.0), '2125': ('EVPL', 1, 9606.0), '5493': ('PPL', 1, 9606.0), '29954': ('POMT2', 1, 9606.0), '23357': ('ANGEL1', 1, 9606.0), '22846': ('VASH1', 1, 9606.0), '64207': ('IRF2BPL', 1, 9606.0), '145501': ('ISM2', 2, 9606.0), '7040': ('TGFB1', 6, 9606.0)}	118
21789513	PMC3222824	41	7	{'1832': ('DSP', 33, 9606.0), '3728': ('JUP', 2, 9606.0), '2597': ('GAPDH', 1, 9606.0), '2697': ('GJA1', 1, 9606.0), '7414': ('VCL', 1, 9606.0), '1674': ('DES', 2, 9606.0), '87': ('ACTN1', 1, 9606.0)}	77
22450909	PMC3349860	95	12	{'1824': ('DSC2', 10, 9606.0), '1829': ('DSG2', 13, 9606.0), '1832': ('DSP', 16, 9606.0), '6734': ('SRPRA', 1, 9606.0), '3728': ('JUP', 1, 9606.0), '5318': ('PKP2', 25, 9606.0), '79188': ('TMEM43', 7, 9606.0), '6262': ('RYR2', 5, 9606.0), '1674': ('DES', 7, 9606.0), '6801': ('STRN', 3, 9606.0), '7273': ('TTN', 3, 9606.0), '7043': ('TGFB3', 4, 9606.0)}	11
23559728	PMC3610453	2	1	{'1832': ('DSP', 2, 9606.0)}	100
26396705	PMC4575803	1	1	{'1832': ('DSP', 1, 9606.0)}	34
26894046	PMC4757920	44	10	{'1832': ('DSP', 11, 9606.0), '1674': ('DES', 8, 9606.0), '1000': ('CDH2', 2, 9606.0), '1739': ('DLG1', 7, 9606.0), '2697': ('GJA1', 8, 9606.0), '5318': ('PKP2', 3, 9606.0), '1829': ('DSG2', 1, 9606.0), '1824': ('DSC2', 1, 9606.0), '3172': ('HNF4A', 1, 9606.0), '1499': ('CTNNB1', 2, 9606.0)}	107
27038780	PMC4818879	143	33	{'114487': ('Wnt2', 12, 10116.0), '1499': ('CTNNB1', 6, 9606.0), '3728': ('JUP', 10, 9606.0), '1829': ('DSG2', 12, 9606.0), '1832': ('DSP', 5, 9606.0), '5318': ('PKP2', 18, 9606.0), '1824': ('DSC2', 7, 9606.0), '6262': ('RYR2', 3, 9606.0), '7043': ('TGFB3', 2, 9606.0), '79188': ('TMEM43', 6, 9606.0), '4000': ('LMNA', 4, 9606.0), '29119': ('CTNNA3', 7, 9606.0), '7273': ('TTN', 5, 9606.0), '1674': ('DES', 5, 9606.0), '5350': ('PLN', 4, 9606.0), '306871': ('Dsp', 7, 0.0), '1495': ('CTNNA1', 1, 9606.0), '5592': ('PRKG1', 1, 9606.0), '51347': ('TAOK3', 1, 9606.0), '81679': ('Jup', 3, 0.0), '109620': ('Dsp', 2, 10090.0), '12387': ('Ctnnb1', 2, 10090.0), '16480': ('Jup', 3, 10090.0), '16590': ('Kit', 1, 10090.0), '10413': ('YAP1', 3, 9606.0), '84353': ('Ctnnb1', 1, 10116.0), '5468': ('PPARG', 1, 9606.0), '2697': ('GJA1', 2, 9606.0), '6331': ('SCN5A', 2, 9606.0), '287925': ('Pkp2', 3, 0.0), '1739': ('DLG1', 1, 9606.0), '25665': ('Scn5a', 2, 10116.0), '29712': ('Kcnj2', 1, 10116.0)}	2
27127386	PMC4830183	5	1	{'1832': ('DSP', 5, 9606.0)}	3
27617069	PMC4987763	6	1	{'1832': ('DSP', 6, 9606.0)}	35
28649555	PMC5471549	48	11	{'1832': ('DSP', 33, 9606.0), '1824': ('DSC2', 2, 9606.0), '5318': ('PKP2', 2, 9606.0), '1829': ('DSG2', 1, 9606.0), '79188': ('TMEM43', 2, 9606.0), '6262': ('RYR2', 2, 9606.0), '1674': ('DES', 1, 9606.0), '4000': ('LMNA', 1, 9606.0), '6801': ('STRN', 1, 9606.0), '7273': ('TTN', 1, 9606.0), '7043': ('TGFB3', 2, 9606.0)}	30
29096685	PMC5667512	27	10	{'306871': ('Dsp', 2, 0.0), '57027': ('Adam17', 3, 10116.0), '291760': ('Dsc2', 2, 0.0), '304822': ('Pkp1', 3, 0.0), '293621': ('Hras', 3, 10116.0), '294260': ('Skiv2l', 3, 0.0), '100361376': ('Kank2', 4, 10116.0), '683613': ('Krt71', 3, 0.0), '294595': ('Ttc37', 3, 0.0), '23038': ('WDTC1', 1, 9606.0)}	51
25430408	PMC5779178	14	1	{'1832': ('DSP', 14, 9606.0)}	66
29747658	PMC5946438	7	4	{'1674': ('DES', 2, 9606.0), '1499': ('CTNNB1', 1, 9606.0), '1832': ('DSP', 3, 9606.0), '117581': ('TWIST2', 1, 9606.0)}	4
29256881	PMC6282890	18	2	{'1832': ('DSP', 16, 9606.0), '3728': ('JUP', 2, 9606.0)}	78
30944905	PMC6416697	23	4	{'1832': ('DSP', 19, 9606.0), '8834': ('TMEM11', 1, 9606.0), '5540': ('NPY4R', 2, 9606.0), '89873': ('PPH2', 1, 0.0)}	68
33531750	PMC7832164	2	2	{'51176': ('LEF1', 1, 9606.0), '4609': ('MYC', 1, 9606.0)}	49
33132336	PMC8079904	69	5	{'1832': ('DSP', 54, 9606.0), '4879': ('NPPB', 3, 9606.0), '1308': ('COL17A1', 1, 9606.0), '3728': ('JUP', 5, 9606.0), '1824': ('DSC2', 6, 9606.0)}	12
34026522	PMC8134784	7	1	{'1832': ('DSP', 7, 9606.0)}	90
34317383	PMC8302052	20	3	{'1832': ('DSP', 17, 9606.0), '9997': ('SCO2', 2, 9606.0), '1351': ('COX8A', 1, 9606.0)}	19
34343150	PMC8367056	230	31	{'1832': ('DSP', 116, 9606.0), '2936': ('GSR', 3, 9606.0), '1828': ('DSG1', 4, 9606.0), '1825': ('DSC3', 5, 9606.0), '1674': ('DES', 6, 9606.0), '2697': ('GJA1', 13, 9606.0), '6331': ('SCN5A', 4, 9606.0), '109620': ('Dsp', 3, 10090.0), '1499': ('CTNNB1', 19, 9606.0), '324': ('APC', 1, 9606.0), '8312': ('AXIN1', 1, 9606.0), '1452': ('CSNK1A1', 1, 9606.0), '2932': ('GSK3B', 3, 9606.0), '4041': ('LRP5', 1, 9606.0), '4040': ('LRP6', 1, 9606.0), '6934': ('TCF7L2', 5, 9606.0), '6925': ('TCF4', 1, 9606.0), '4609': ('MYC', 1, 9606.0), '595': ('CCND1', 1, 9606.0), '51176': ('LEF1', 2, 9606.0), '3728': ('JUP', 1, 9606.0), '10413': ('YAP1', 15, 9606.0), '6901': ('TAZ', 4, 9606.0), '4771': ('NF2', 1, 9606.0), '6657': ('SOX2', 2, 9606.0), '6591': ('SNAI2', 2, 9606.0), '3172': ('HNF4A', 1, 9606.0), '22919': ('MAPRE1', 5, 9606.0), '4000': ('LMNA', 2, 9606.0), '5318': ('PKP2', 4, 9606.0), '1829': ('DSG2', 2, 9606.0)}	31
