PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
37288218	PMC10243387	16	4	{'1401': ('CRP', 1, 9606.0), '5903': ('RANBP2', 10, 9606.0), '3569': ('IL6', 4, 9606.0), '7124': ('TNF', 1, 9606.0)}	872
37404398	PMC10316458	12	7	{'3552': ('IL1A', 1, 9606.0), '3569': ('IL6', 1, 9606.0), '7124': ('TNF', 2, 9606.0), '3570': ('IL6R', 1, 9606.0), '1401': ('CRP', 1, 9606.0), '5903': ('RANBP2', 5, 9606.0), '4340': ('MOG', 1, 9606.0)}	577
37602239	PMC10433176	87	18	{'3586': ('IL10', 11, 9606.0), '7124': ('TNF', 10, 9606.0), '3458': ('IFNG', 18, 9606.0), '1401': ('CRP', 6, 9606.0), '920': ('CD4', 5, 9606.0), '925': ('CD8A', 2, 9606.0), '973': ('CD79A', 4, 9606.0), '3565': ('IL4', 4, 9606.0), '3569': ('IL6', 13, 9606.0), '7389': ('UROD', 2, 9606.0), '3558': ('IL2', 3, 9606.0), '2875': ('GPT', 2, 9606.0), '1636': ('ACE', 1, 9606.0), '59272': ('ACE2', 2, 9606.0), '3593': ('IL12B', 1, 9606.0), '3600': ('IL15', 1, 9606.0), '4283': ('CXCL9', 1, 9606.0), '3627': ('CXCL10', 1, 9606.0)}	685
37455513	PMC10622717	37	4	{'1401': ('CRP', 26, 9606.0), '2244': ('FGB', 5, 9606.0), '3569': ('IL6', 5, 9606.0), '51727': ('CMPK1', 1, 9606.0)}	992
38046586	PMC10690583	129	4	{'5903': ('RANBP2', 121, 9606.0), '9648': ('GCC2', 2, 9606.0), '23521': ('RPL13A', 4, 9606.0), '4594': ('MMUT', 2, 9606.0)}	675
38050538	PMC10693665	51	4	{'5903': ('RANBP2', 43, 9606.0), '3569': ('IL6', 6, 9606.0), '4340': ('MOG', 1, 9606.0), '5902': ('RANBP1', 1, 9606.0)}	716
38055760	PMC10727434	287	17	{'23569': ('PADI4', 69, 9606.0), '11240': ('PADI2', 16, 9606.0), '51702': ('PADI3', 96, 9606.0), '3439': ('IFNA1', 7, 9606.0), '3434': ('IFIT1', 30, 9606.0), '3433': ('IFIT2', 27, 9606.0), '820': ('CAMP', 1, 9606.0), '728378': ('POTEF', 13, 9606.0), '2597': ('GAPDH', 9, 9606.0), '3456': ('IFNB1', 5, 9606.0), '22926': ('ATF6', 2, 9606.0), '3437': ('IFIT3', 4, 9606.0), '4599': ('MX1', 1, 9606.0), '2703365': ('UL41', 2, 10298.0), '29943': ('PADI1', 1, 9606.0), '3458': ('IFNG', 3, 9606.0), '100862690': ('ERVK-1', 1, 9606.0)}	553
38259458	PMC10800422	34	12	{'402665': ('IGLON5', 19, 9606.0), '1401': ('CRP', 1, 9606.0), '9211': ('LGI1', 2, 9606.0), '2572': ('GAD2', 1, 9606.0), '26047': ('CNTNAP2', 1, 9606.0), '57628': ('DPP10', 1, 9606.0), '84656': ('GLYR1', 1, 9606.0), '2915': ('GRM5', 1, 9606.0), '1813': ('DRD2', 1, 9606.0), '3123': ('HLA-DRB1', 3, 9606.0), '3105': ('HLA-A', 2, 9606.0), '3119': ('HLA-DQB1', 1, 9606.0)}	548
17069644	PMC1635054	7	1	{'121916': ('CYCSP35', 7, 9606.0)}	921
20191046	PMC2826728	27	5	{'3123': ('HLA-DRB1', 9, 9606.0), '3119': ('HLA-DQB1', 9, 9606.0), '3125': ('HLA-DRB3', 3, 9606.0), '4155': ('MBP', 3, 9606.0), '3105': ('HLA-A', 3, 9606.0)}	693
