PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
37767431	PMC10521835	31	1	{'10625': ('IVNS1ABP', 31, 9606.0)}	217
17352825	PMC1828048	0	0	{}	807
18598656	PMC2600340	0	0	{}	383
11266303	PMC2631674	0	0	{}	176
11585522	PMC2631743	0	0	{}	645
11585532	PMC2631772	0	0	{}	755
19471588	PMC2686175	0	0	{}	291
20467477	PMC2867002	33	15	{'920': ('CD4', 2, 9606.0), '925': ('CD8A', 5, 9606.0), '81897': ('Tlr9', 1, 10090.0), '7100': ('TLR5', 1, 9606.0), '728378': ('POTEF', 3, 9606.0), '1158': ('CKM', 1, 9606.0), '1917': ('EEF1A2', 2, 9606.0), '5230': ('PGK1', 2, 9606.0), '7015': ('TERT', 2, 9606.0), '5327': ('PLAT', 5, 9606.0), '2688': ('GH1', 2, 9606.0), '54106': ('TLR9', 1, 9606.0), '3560': ('IL2RB', 1, 9606.0), '10625': ('IVNS1ABP', 2, 9606.0), '117198': ('Ivns1abp', 3, 10090.0)}	598
20706628	PMC2919378	0	0	{}	347
21124804	PMC2991366	167	15	{'32191': ('Pkcdelta', 11, 7227.0), '5581': ('PRKCE', 51, 9606.0), '42446': ('Pi3K92E', 2, 7227.0), '5584': ('PRKCI', 34, 9606.0), '2801': ('GOLGA2', 1, 9606.0), '5293': ('PIK3CD', 4, 9606.0), '36897': ('inaC', 33, 7227.0), '40444': ('Act79B', 9, 7227.0), '18754': ('Prkce', 9, 10090.0), '5580': ('PRKCD', 4, 9606.0), '14473': ('Gc', 1, 10090.0), '9538296': ('RVFV_sM_gp1', 3, 11588.0), '42186': ('14-3-3epsilon', 2, 7227.0), '43428': ('Pkc98E', 2, 7227.0), '37524': ('GM130', 1, 7227.0)}	994
12781022	PMC3000146	1	1	{'1401': ('CRP', 1, 9606.0)}	404
14519243	PMC3016768	0	0	{}	967
12890327	PMC3023419	0	0	{}	197
12890318	PMC3023428	0	0	{}	616
21358811	PMC3039688	212	80	{'5781': ('PTPN11', 8, 9606.0), '951475': ('POLY', 12, 41856.0), '929': ('CD14', 3, 9606.0), '3309': ('HSPA5', 7, 9606.0), '3921': ('RPSA', 2, 9606.0), '7329': ('UBE2I', 2, 9606.0), '3320': ('HSP90AA1', 5, 9606.0), '3308': ('HSPA4', 2, 9606.0), '30835': ('CD209', 1, 9606.0), '1616': ('DAXX', 1, 9606.0), '6741': ('SSB', 6, 9606.0), '7082': ('TJP1', 1, 9606.0), '6773': ('STAT2', 9, 9606.0), '5725': ('PTBP1', 4, 9606.0), '821': ('CANX', 4, 9606.0), '811': ('CALR', 5, 9606.0), '5578520': ('LOC5578520', 2, 7159.0), '10971': ('YWHAQ', 4, 9606.0), '1499': ('CTNNB1', 2, 9606.0), '4888': ('NPY6R', 1, 9606.0), '9451': ('EIF2AK3', 3, 9606.0), '22926': ('ATF6', 4, 9606.0), '2081': ('ERN1', 1, 9606.0), '8894': ('EIF2S2', 5, 9606.0), '468': ('ATF4', 1, 9606.0), '23645': ('PPP1R15A', 4, 9606.0), '1649': ('DDIT3', 1, 9606.0), '4800': ('NFYA', 1, 9606.0), '26918': ('Ern2', 1, 10090.0), '7494': ('XBP1', 3, 9606.0), '5599': ('MAPK8', 1, 9606.0), '596': ('BCL2', 2, 9606.0), '10018': ('BCL2L11', 1, 9606.0), '598': ('BCL2L1', 3, 9606.0), '10017': ('BCL2L10', 3, 9606.0), '581': ('BAX', 1, 9606.0), '578': ('BAK1', 1, 9606.0), '841': ('CASP8', 3, 9606.0), '7157': ('TP53', 1, 9606.0), '5888': ('RAD51', 4, 9606.0), '7083': ('TK1', 2, 9606.0), '1655': ('DDX5', 3, 9606.0), '25': ('ABL1', 1, 9606.0), '836': ('CASP3', 1, 9606.0), '840': ('CASP7', 1, 9606.0), '317': ('APAF1', 2, 9606.0), '355': ('FAS', 2, 9606.0), '3439': ('IFNA1', 14, 9606.0), '3454': ('IFNAR1', 2, 9606.0), '3716': ('JAK1', 5, 9606.0), '7297': ('TYK2', 6, 9606.0), '6772': ('STAT1', 10, 9606.0), '10379': ('IRF9', 1, 9606.0), '3665': ('IRF7', 1, 9606.0), '3458': ('IFNG', 1, 9606.0), '1154': ('CISH', 1, 9606.0), '6774': ('STAT3', 2, 9606.0), '3455': ('IFNAR2', 2, 9606.0), '3717': ('JAK2', 2, 9606.0), '5771': ('PTPN2', 1, 9606.0), '5777': ('PTPN6', 1, 9606.0), '5610': ('EIF2AK2', 8, 9606.0), '3456': ('IFNB1', 1, 9606.0), '8651': ('SOCS1', 1, 9606.0), '167227': ('DCP2', 1, 9606.0), '3184': ('HNRNPD', 1, 9606.0), '3185': ('HNRNPF', 1, 9606.0), '4670': ('HNRNPM', 1, 9606.0), '65109': ('UPF3B', 1, 9606.0), '79084': ('WDR77', 1, 9606.0), '4116': ('MAGOH', 1, 9606.0), '22916': ('NCBP2', 1, 9606.0), '8106': ('PABPN1', 1, 9606.0), '10914': ('PAPOLA', 1, 9606.0), '10419': ('PRMT5', 1, 9606.0), '6627': ('SNRPA1', 1, 9606.0), '23450': ('SF3B3', 1, 9606.0), '6606': ('SMN1', 1, 9606.0), '3190': ('HNRNPK', 1, 9606.0), '3183': ('HNRNPC', 1, 9606.0)}	747
21629727	PMC3101185	55	1	{'9538292': ('NSs', 55, 11588.0)}	417
21835036	PMC3170302	92	12	{'10625': ('IVNS1ABP', 2, 9606.0), '5894': ('RAF1', 4, 9606.0), '117198': ('Ivns1abp', 6, 10090.0), '15978': ('Ifng', 10, 10090.0), '16193': ('Il6', 7, 10090.0), '16153': ('Il10', 12, 10090.0), '17224': ('Mcpt1', 13, 10090.0), '20304': ('Ccl5', 10, 10090.0), '16163': ('Il13', 7, 10090.0), '16176': ('Il1b', 7, 10090.0), '16183': ('Il2', 7, 10090.0), '21926': ('Tnf', 7, 10090.0)}	644
22014111	PMC3215679	251	83	{'5894': ('RAF1', 47, 9606.0), '10625': ('IVNS1ABP', 4, 9606.0), '64343': ('AZI2', 2, 9606.0), '4792': ('NFKBIA', 7, 9606.0), '9618': ('TRAF4', 3, 9606.0), '3960': ('LGALS4', 6, 9606.0), '23125': ('CAMTA2', 3, 9606.0), '11190': ('CEP250', 4, 9606.0), '6741': ('SSB', 3, 9606.0), '2023': ('ENO1', 2, 9606.0), '79632': ('FAM184A', 2, 9606.0), '23513': ('SCRIB', 2, 9606.0), '54518': ('APBB1IP', 2, 9606.0), '196528': ('ARID2', 1, 9606.0), '80254': ('CEP63', 3, 9606.0), '79083': ('MLPH', 3, 9606.0), '4627': ('MYH9', 3, 9606.0), '4832': ('NME3', 1, 9606.0), '8148': ('TAF15', 2, 9606.0), '406': ('ARNTL', 2, 9606.0), '79370': ('BCL2L14', 1, 9606.0), '54908': ('SPDL1', 2, 9606.0), '30836': ('DNTTIP2', 1, 9606.0), '26088': ('GGA1', 4, 9606.0), '2896': ('GRN', 1, 9606.0), '182': ('JAG1', 1, 9606.0), '3913': ('LAMB2', 1, 9606.0), '10133': ('OPTN', 4, 9606.0), '26986': ('PABPC1', 5, 9606.0), '9659': ('PDE4DIP', 2, 9606.0), '1912': ('PHC2', 1, 9606.0), '653583': ('PHLDB3', 1, 9606.0), '10401': ('PIAS3', 1, 9606.0), '54941': ('RNF125', 1, 9606.0), '51808': ('PHAX', 4, 9606.0), '6626': ('SNRPA', 3, 9606.0), '10040': ('TOM1L1', 4, 9606.0), '6737': ('TRIM21', 2, 9606.0), '10190': ('TXNDC9', 1, 9606.0), '7431': ('VIM', 7, 9606.0), '1984': ('EIF5A', 3, 9606.0), '3185': ('HNRNPF', 4, 9606.0), '3189': ('HNRNPH3', 2, 9606.0), '3609': ('ILF3', 2, 9606.0), '9782': ('MATR3', 1, 9606.0), '55052': ('MRPL20', 2, 9606.0), '23082': ('PPRC1', 1, 9606.0), '8575': ('PRKRA', 1, 9606.0), '6224': ('RPS20', 3, 9606.0), '7514': ('XPO1', 4, 9606.0), '51538': ('ZCCHC17', 2, 9606.0), '60': ('ACTB', 6, 9606.0), '71': ('ACTG1', 3, 9606.0), '636': ('BICD1', 3, 9606.0), '3880': ('KRT19', 2, 9606.0), '3837': ('KPNB1', 5, 9606.0), '10524': ('KAT5', 4, 9606.0), '29079': ('MED4', 1, 9606.0), '1822': ('ATN1', 1, 9606.0), '51132': ('RLIM', 1, 9606.0), '6478': ('SIAH2', 1, 9606.0), '7251': ('TSG101', 5, 9606.0), '59': ('ACTA2', 1, 9606.0), '72': ('ACTG2', 1, 9606.0), '8312': ('AXIN1', 3, 9606.0), '841': ('CASP8', 1, 9606.0), '80184': ('CEP290', 2, 9606.0), '1107': ('CHD3', 2, 9606.0), '6249': ('CLIP1', 1, 9606.0), '1785': ('DNM2', 4, 9606.0), '57120': ('GOPC', 5, 9606.0), '7297': ('TYK2', 4, 9606.0), '3326': ('HSP90AB1', 2, 9606.0), '3455': ('IFNAR2', 3, 9606.0), '6773': ('STAT2', 2, 9606.0), '10906': ('TRAFD1', 1, 9606.0), '5478': ('PPIA', 1, 9606.0), '6598': ('SMARCB1', 3, 9606.0), '29959': ('NRBP1', 2, 9606.0), '9371': ('KIF3B', 3, 9606.0), '4000': ('LMNA', 2, 9606.0), '10419': ('PRMT5', 1, 9606.0), '2122': ('MECOM', 1, 9606.0)}	325
22162833	PMC3244041	105	29	{'613': ('BCR', 3, 9606.0), '19264': ('Ptprc', 1, 10090.0), '20969': ('Sdc1', 2, 10090.0), '16065': ('Igh-VS107', 17, 10090.0), '930': ('CD19', 9, 9606.0), '12478': ('Cd19', 7, 10090.0), '1235': ('CCR6', 7, 9606.0), '12519': ('Cd80', 5, 10090.0), '941': ('CD80', 4, 9606.0), '10673': ('TNFSF13B', 2, 9606.0), '959': ('CD40LG', 1, 9606.0), '238447': ('Igha', 2, 10090.0), '16019': ('Ighm', 6, 10090.0), '380797': ('Ighd', 5, 10090.0), '12458': ('Ccr6', 2, 10090.0), '12482': ('Ms4a1', 7, 10090.0), '54474': ('KRT20', 3, 9606.0), '3700': ('ITIH4', 2, 9606.0), '19373': ('Rag1', 3, 10090.0), '380793': ('Ighg2a', 1, 10090.0), '920': ('CD4', 3, 9606.0), '925': ('CD8A', 2, 9606.0), '5788': ('PTPRC', 2, 9606.0), '6382': ('SDC1', 3, 9606.0), '12259': ('C1qa', 1, 10090.0), '68713': ('Ifitm1', 1, 10090.0), '21947': ('Cd40lg', 2, 10090.0), '24099': ('Tnfsf13b', 1, 10090.0), '17869': ('Myc', 1, 10090.0)}	953
15211999	PMC3323081	4	2	{'4591': ('TRIM37', 3, 9606.0), '968': ('CD68', 1, 9606.0)}	420
22516366	PMC3358061	0	0	{}	187
