PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
36974075	PMC10038782	8	4	{'5160': ('PDHA1', 2, 9606.0), '3135': ('HLA-G', 3, 9606.0), '10724': ('OGA', 2, 9606.0), '4669': ('NAGLU', 1, 9606.0)}	60
36225105	PMC10108131	5	1	{'5160': ('PDHA1', 5, 9606.0)}	226
37468200	PMC10410542	2	2	{'1629': ('DBT', 1, 9606.0), '5967': ('REG1A', 1, 9606.0)}	93
37701333	PMC10494496	51	8	{'1738': ('DLD', 32, 9606.0), '54704': ('PDP1', 5, 9606.0), '1629': ('DBT', 1, 9606.0), '55526': ('DHTKD1', 3, 9606.0), '27247': ('NFU1', 2, 9606.0), '11019': ('LIAS', 3, 9606.0), '51166': ('AADAT', 1, 9606.0), '4967': ('OGDH', 4, 9606.0)}	14
37688338	PMC10767461	48	12	{'5160': ('PDHA1', 21, 9606.0), '5162': ('PDHB', 2, 9606.0), '1737': ('DLAT', 3, 9606.0), '8050': ('PDHX', 5, 9606.0), '54704': ('PDP1', 2, 9606.0), '8802': ('SUCLG1', 2, 9606.0), '4508': ('ATP6', 1, 9606.0), '6834': ('SURF1', 1, 9606.0), '2875': ('GPT', 1, 9606.0), '593': ('BCKDHA', 2, 9606.0), '51083': ('GAL', 5, 9606.0), '4493': ('MT1E', 3, 9606.0)}	121
17043409	PMC2721986	32	5	{'5160': ('PDHA1', 16, 9606.0), '1738': ('DLD', 1, 9606.0), '8050': ('PDHX', 2, 9606.0), '593': ('BCKDHA', 11, 9606.0), '594': ('BCKDHB', 2, 9606.0)}	330
23840713	PMC3694023	131	13	{'18597': ('Pdha1', 20, 10090.0), '54704': ('PDP1', 35, 9606.0), '13382': ('Dld', 1, 10090.0), '5160': ('PDHA1', 8, 9606.0), '5161': ('PDHA2', 1, 9606.0), '18598': ('Pdha2', 1, 0.0), '21423': ('Tcf3', 2, 10090.0), '16159': ('Il12a', 28, 10090.0), '52897': ('Rbfox3', 4, 10090.0), '12308': ('Calb2', 1, 10090.0), '12307': ('Calb1', 7, 10090.0), '146713': ('RBFOX3', 19, 9606.0), '17196': ('Mbp', 4, 10090.0)}	113
26053019	PMC4460090	3	1	{'4967': ('OGDH', 3, 9606.0)}	387
25601413	PMC4551558	155	15	{'5166': ('PDK4', 18, 9606.0), '7320': ('UBE2B', 2, 9606.0), '8050': ('PDHX', 4, 9606.0), '1738': ('DLD', 2, 9606.0), '593': ('BCKDHA', 21, 9606.0), '5163': ('PDK1', 16, 9606.0), '5164': ('PDK2', 39, 9606.0), '5165': ('PDK3', 30, 9606.0), '54704': ('PDP1', 1, 9606.0), '57546': ('PDP2', 1, 9606.0), '3320': ('HSP90AA1', 1, 9606.0), '10295': ('BCKDK', 5, 9606.0), '5131': ('PDB1', 11, 0.0), '5160': ('PDHA1', 3, 9606.0), '594': ('BCKDHB', 1, 9606.0)}	104
27144126	PMC4840431	127	19	{'5160': ('PDHA1', 50, 9606.0), '5162': ('PDHB', 2, 9606.0), '1737': ('DLAT', 2, 9606.0), '1738': ('DLD', 17, 9606.0), '8050': ('PDHX', 3, 9606.0), '54704': ('PDP1', 15, 9606.0), '593': ('BCKDHA', 23, 9606.0), '594': ('BCKDHB', 2, 9606.0), '4508': ('ATP6', 1, 9606.0), '4567': ('TRNL1', 1, 9606.0), '6834': ('SURF1', 3, 9606.0), '28976': ('ACAD9', 1, 9606.0), '9997': ('SCO2', 1, 9606.0), '1716': ('DGUOK', 1, 9606.0), '26235': ('FBXL4', 1, 9606.0), '4535': ('ND1', 1, 9606.0), '4540': ('ND5', 1, 9606.0), '27315': ('PGAP2', 1, 9606.0), '4566': ('TRNK', 1, 9606.0)}	133
27331005	PMC4901178	93	8	{'18597': ('Pdha1', 18, 10090.0), '54704': ('PDP1', 45, 9606.0), '1738': ('DLD', 1, 9606.0), '5160': ('PDHA1', 5, 9606.0), '406702': ('pdha1a', 1, 0.0), '324201': ('dlat', 1, 0.0), '21423': ('Tcf3', 3, 10090.0), '3592': ('IL12A', 19, 9606.0)}	177
27317552	PMC4912540	20	5	{'8050': ('PDHX', 15, 9606.0), '5160': ('PDHA1', 2, 9606.0), '5162': ('PDHB', 1, 9606.0), '1737': ('DLAT', 1, 9606.0), '1401': ('CRP', 1, 9606.0)}	163
27656664	PMC5021711	79	6	{'5160': ('PDHA1', 41, 9606.0), '5161': ('PDHA2', 29, 9606.0), '8050': ('PDHX', 2, 9606.0), '7986': ('GPDS1', 3, 9606.0), '389840': ('MAP3K15', 1, 9606.0), '5053': ('PAH', 3, 9606.0)}	514
27896107	PMC5121342	19	3	{'4967': ('OGDH', 3, 9606.0), '54704': ('PDP1', 5, 9606.0), '1738': ('DLD', 11, 9606.0)}	48
27896109	PMC5121365	42	4	{'5160': ('PDHA1', 31, 9606.0), '593': ('BCKDHA', 5, 9606.0), '594': ('BCKDHB', 5, 9606.0), '18597': ('Pdha1', 1, 10090.0)}	496
28101805	PMC5306430	0	0	{}	38
