PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
37188686	PMC10185571	126	16	{'15931': ('Ids', 29, 10090.0), '3423': ('IDS', 58, 9606.0), '3643': ('INSR', 2, 9606.0), '105373366': ('IDS2', 2, 0.0), '285362': ('SUMF1', 7, 9606.0), '58911': ('Sumf1', 1, 10090.0), '11605': ('Gla', 1, 10090.0), '2717': ('GLA', 1, 9606.0), '6476': ('SI', 1, 9606.0), '2548': ('GAA', 1, 9606.0), '3425': ('IDUA', 1, 9606.0), '2629': ('GBA', 1, 9606.0), '20597': ('Smpd1', 2, 10090.0), '14420': ('Galc', 2, 10090.0), '347527': ('ARSH', 15, 9606.0), '410': ('ARSA', 2, 9606.0)}	720
37670899	PMC10475840	95	2	{'3423': ('IDS', 89, 9606.0), '3497': ('IGHE', 6, 9606.0)}	840
37794029	PMC10550979	279	38	{'4669': ('NAGLU', 40, 9606.0), '27419': ('Naglu', 114, 10090.0), '14580': ('Gfap', 7, 10090.0), '12514': ('Cd68', 1, 10090.0), '16409': ('Itgam', 1, 10090.0), '668542': ('Ighv1-62', 13, 10090.0), '20304': ('Ccl5', 3, 10090.0), '67474': ('Snap29', 4, 10090.0), '14585': ('Gfra1', 4, 10090.0), '16175': ('Il1a', 4, 10090.0), '11545': ('Parp1', 7, 10090.0), '18591': ('Pdgfb', 6, 10090.0), '13856': ('Epo', 5, 10090.0), '18383': ('Tnfrsf11b', 3, 10090.0), '12751': ('Tpp1', 8, 10090.0), '11622': ('Ahr', 2, 10090.0), '14313': ('Fst', 1, 10090.0), '56458': ('Foxo1', 2, 10090.0), '12876': ('Cpe', 2, 10090.0), '13386': ('Dlk1', 2, 10090.0), '13388': ('Dll1', 2, 10090.0), '16153': ('Il10', 2, 10090.0), '12587': ('Mia', 2, 10090.0), '18131': ('Notch3', 2, 10090.0), '233878': ('Sez6l2', 2, 10090.0), '20296': ('Ccl2', 2, 10090.0), '14825': ('Cxcl1', 2, 10090.0), '15234': ('Hgf', 2, 10090.0), '20198': ('S100a4', 1, 10090.0), '21944': ('Tnfsf12', 5, 10090.0), '6348': ('CCL3', 3, 9606.0), '20302': ('Ccl3', 7, 10090.0), '5641': ('LGMN', 3, 9606.0), '19141': ('Lgmn', 6, 10090.0), '6352': ('CCL5', 1, 9606.0), '53612': ('Vti1b', 3, 10090.0), '14573': ('Gdnf', 2, 10090.0), '21898': ('Tlr4', 3, 10090.0)}	980
37811045	PMC10553017	25	3	{'411': ('ARSB', 17, 9606.0), '2875': ('GPT', 2, 9606.0), '238': ('ALK', 6, 9606.0)}	997
38053935	PMC10694755	15	1	{'3423': ('IDS', 15, 9606.0)}	105
18038146	PMC2234442	30	3	{'3423': ('IDS', 28, 9606.0), '2332': ('FMR1', 1, 9606.0), '2334': ('AFF2', 1, 9606.0)}	24
20504305	PMC2890619	1	1	{'3423': ('IDS', 1, 9606.0)}	38
20637096	PMC2914668	87	18	{'16183': ('Il2', 9, 10090.0), '16189': ('Il4', 6, 10090.0), '16191': ('Il5', 7, 10090.0), '16171': ('Il17a', 7, 10090.0), '21926': ('Tnf', 4, 10090.0), '111654': ('Ifna', 2, 10090.0), '65972': ('Ifi30', 3, 10090.0), '27419': ('Naglu', 3, 10090.0), '12501': ('Cd3e', 11, 10090.0), '12504': ('Cd4', 7, 10090.0), '16184': ('Il2ra', 1, 10090.0), '19264': ('Ptprc', 5, 10090.0), '16153': ('Il10', 4, 10090.0), '15978': ('Ifng', 6, 10090.0), '14433': ('Gapdh', 3, 10090.0), '12514': ('Cd68', 3, 10090.0), '14580': ('Gfap', 3, 10090.0), '12525': ('Cd8a', 3, 10090.0)}	674
22059643	PMC3223498	86	9	{'3423': ('IDS', 60, 9606.0), '105373366': ('IDS2', 2, 0.0), '2147': ('F2', 3, 9606.0), '2688': ('GH1', 14, 9606.0), '1009': ('CDH11', 2, 9606.0), '1595': ('CYP51A1', 2, 9606.0), '51727': ('CMPK1', 1, 9606.0), '54751': ('FBLIM1', 1, 9606.0), '1431': ('CS', 1, 9606.0)}	77
22474463	PMC3315624	49	1	{'3423': ('IDS', 49, 9606.0)}	302
