PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
36980989	PMC10048568	86	14	{'26154': ('ABCA12', 60, 9606.0), '242': ('ALOX12B', 2, 9606.0), '59344': ('ALOXE3', 2, 9606.0), '204219': ('CERS3', 2, 9606.0), '126410': ('CYP4F22', 2, 9606.0), '348938': ('NIPAL4', 2, 9606.0), '285848': ('PNPLA1', 2, 9606.0), '121214': ('SDR9C7', 2, 9606.0), '6820': ('SULT2B1', 2, 9606.0), '7051': ('TGM1', 3, 9606.0), '3605': ('IL17A', 4, 9606.0), '51561': ('IL23A', 1, 9606.0), '57110': ('PLAAT1', 1, 9606.0), '51761': ('ATP8A2', 1, 9606.0)}	83
37200664	PMC10188215	7	4	{'26154': ('ABCA12', 4, 9606.0), '3593': ('IL12B', 1, 9606.0), '27178': ('IL37', 1, 9606.0), '3578': ('IL9', 1, 9606.0)}	155
37700957	PMC10495033	11	1	{'26154': ('ABCA12', 11, 9606.0)}	162
37762265	PMC10530436	84	13	{'26154': ('ABCA12', 32, 9606.0), '2707': ('GJB3', 7, 9606.0), '127534': ('GJB4', 5, 9606.0), '2697': ('GJA1', 5, 9606.0), '3861': ('KRT14', 3, 9606.0), '3858': ('KRT10', 6, 9606.0), '8626': ('TP63', 14, 9606.0), '7157': ('TP53', 1, 9606.0), '3848': ('KRT1', 6, 9606.0), '2709': ('GJB5', 1, 9606.0), '3857': ('KRT9', 1, 9606.0), '3868': ('KRT16', 1, 9606.0), '3990': ('LIPC', 2, 9606.0)}	153
37779732	PMC10538354	0	0	{}	42
37355352	PMC10589490	21	1	{'26154': ('ABCA12', 21, 9606.0)}	46
38061711	PMC10727856	52	13	{'7051': ('TGM1', 30, 9606.0), '26154': ('ABCA12', 3, 9606.0), '242': ('ALOX12B', 2, 9606.0), '59344': ('ALOXE3', 2, 9606.0), '204219': ('CERS3', 2, 9606.0), '126410': ('CYP4F22', 2, 9606.0), '643418': ('LIPN', 2, 9606.0), '348938': ('NIPAL4', 3, 9606.0), '285848': ('PNPLA1', 2, 9606.0), '121214': ('SDR9C7', 1, 9606.0), '10999': ('SLC27A4', 1, 9606.0), '6820': ('SULT2B1', 1, 9606.0), '6768': ('ST14', 1, 9606.0)}	157
38186783	PMC10771169	15	11	{'242': ('ALOX12B', 5, 9606.0), '26154': ('ABCA12', 1, 9606.0), '59344': ('ALOXE3', 1, 9606.0), '23581': ('CASP14', 1, 9606.0), '126410': ('CYP4F22', 1, 9606.0), '643418': ('LIPN', 1, 9606.0), '348938': ('NIPAL4', 1, 9606.0), '285848': ('PNPLA1', 1, 9606.0), '121214': ('SDR9C7', 1, 9606.0), '10999': ('SLC27A4', 1, 9606.0), '7051': ('TGM1', 1, 9606.0)}	40
37491629	PMC10894122	3	1	{'26154': ('ABCA12', 3, 9606.0)}	137
38455615	PMC10919709	7	1	{'26154': ('ABCA12', 7, 9606.0)}	53
18802465	PMC2529452	161	18	{'74591': ('Abca12', 52, 10090.0), '26154': ('ABCA12', 34, 9606.0), '11303': ('Abca1', 26, 10090.0), '2629': ('GBA', 1, 9606.0), '19': ('ABCA1', 1, 9606.0), '14246': ('Flg', 7, 10090.0), '16939': ('Lor', 3, 10090.0), '260423': ('H3c7', 3, 10090.0), '2312': ('FLG', 3, 9606.0), '16664': ('Krt14', 5, 10090.0), '16661': ('Krt10', 2, 10090.0), '17345': ('Mki67', 1, 10090.0), '5111': ('PCNA', 1, 9606.0), '3861': ('KRT14', 1, 9606.0), '22259': ('Nr1h3', 7, 10090.0), '11806': ('Apoa1', 11, 10090.0), '111978': ('El2', 1, 10090.0), '335': ('APOA1', 2, 9606.0)}	154
21475604	PMC3072175	1	1	{'26154': ('ABCA12', 1, 9606.0)}	164
21695020	PMC3117010	143	18	{'26154': ('ABCA12', 62, 9606.0), '74591': ('Abca12', 47, 10090.0), '27410': ('Abca3', 6, 10090.0), '19': ('ABCA1', 3, 9606.0), '11305': ('Abca2', 2, 10090.0), '27403': ('Abca7', 1, 10090.0), '7051': ('TGM1', 4, 9606.0), '2801': ('GOLGA2', 2, 9606.0), '10618': ('TGOLN2', 2, 9606.0), '19015': ('Ppard', 1, 10090.0), '3848': ('KRT1', 1, 9606.0), '14246': ('Flg', 5, 10090.0), '2312': ('FLG', 1, 9606.0), '68668': ('Klk5', 2, 10090.0), '13033': ('Ctsd', 1, 10090.0), '16939': ('Lor', 1, 10090.0), '21816': ('Tgm1', 1, 10090.0), '11303': ('Abca1', 1, 10090.0)}	142
21816950	PMC3209647	171	15	{'558335': ('abca12', 57, 0.0), '553460': ('snap29', 27, 0.0), '26154': ('ABCA12', 39, 9606.0), '74591': ('Abca12', 14, 10090.0), '9342': ('SNAP29', 16, 9606.0), '424011': ('ABCA12', 3, 0.0), '89845': ('ABCC10', 1, 9606.0), '27421': ('Abcc6', 1, 10090.0), '402117': ('VWC2L', 1, 9606.0), '580': ('BARD1', 1, 9606.0), '57934': ('actb1', 4, 7955.0), '67474': ('Snap29', 2, 10090.0), '393279': ('ap1s1', 3, 0.0), '421456': ('ABCC10', 1, 0.0), '368': ('ABCC6', 1, 9606.0)}	245
24278723	PMC3820470	54	9	{'26154': ('ABCA12', 31, 9606.0), '59344': ('ALOXE3', 3, 9606.0), '242': ('ALOX12B', 3, 9606.0), '7051': ('TGM1', 3, 9606.0), '126410': ('CYP4F22', 3, 9606.0), '348938': ('NIPAL4', 3, 9606.0), '424011': ('ABCA12', 3, 0.0), '558335': ('abca12', 2, 0.0), '51761': ('ATP8A2', 3, 9606.0)}	236
24520234	PMC3906774	6	1	{'26154': ('ABCA12', 6, 9606.0)}	60
24926185	PMC4011414	5	1	{'26154': ('ABCA12', 5, 9606.0)}	67
25093584	PMC4198921	234	64	{'26154': ('ABCA12', 34, 9606.0), '7051': ('TGM1', 1, 9606.0), '348938': ('NIPAL4', 1, 9606.0), '242': ('ALOX12B', 1, 9606.0), '59344': ('ALOXE3', 1, 9606.0), '126410': ('CYP4F22', 1, 9606.0), '2312': ('FLG', 17, 9606.0), '74591': ('Abca12', 1, 10090.0), '1475': ('CSTA', 17, 9606.0), '209294': ('Csta1', 2, 10090.0), '102': ('ADAM10', 2, 9606.0), '362': ('AQP5', 2, 9606.0), '23086': ('EXPH5', 2, 9606.0), '3229': ('HOXC13', 2, 9606.0), '25959': ('KANK2', 2, 9606.0), '51360': ('MBTPS2', 17, 9606.0), '23509': ('POFUT1', 2, 9606.0), '56983': ('POGLUT1', 2, 9606.0), '8710': ('SERPINB7', 2, 9606.0), '162514': ('TRPV3', 17, 9606.0), '246788': ('Trpv3', 4, 10090.0), '21802': ('Tgfa', 1, 10090.0), '13649': ('Egfr', 2, 10090.0), '8720': ('MBTPS1', 1, 9606.0), '22926': ('ATF6', 2, 9606.0), '3107': ('HLA-C', 5, 9606.0), '54535': ('CCHCR1', 2, 9606.0), '1041': ('CDSN', 2, 9606.0), '3593': ('IL12B', 8, 9606.0), '3605': ('IL17A', 2, 9606.0), '149233': ('IL23R', 3, 9606.0), '83430': ('Il23a', 4, 10090.0), '64135': ('IFIH1', 1, 9606.0), '55905': ('RNF114', 1, 9606.0), '7297': ('TYK2', 1, 9606.0), '4790': ('NFKB1', 6, 9606.0), '79092': ('CARD14', 8, 9606.0), '5966': ('REL', 1, 9606.0), '4792': ('NFKBIA', 1, 9606.0), '7128': ('TNFAIP3', 1, 9606.0), '51561': ('IL23A', 4, 9606.0), '920': ('CD4', 1, 9606.0), '16160': ('Il12b', 2, 10090.0), '50929': ('Il22', 1, 10090.0), '3578': ('IL9', 3, 9606.0), '26525': ('IL36RN', 4, 9606.0), '8808': ('IL1RL2', 1, 9606.0), '3552': ('IL1A', 1, 9606.0), '3569': ('IL6', 1, 9606.0), '3576': ('CXCL8', 1, 9606.0), '14246': ('Flg', 9, 10090.0), '56946': ('EMSY', 1, 9606.0), '2615': ('LRRC32', 1, 9606.0), '18426': ('Ovol1', 5, 10090.0), '284382': ('ACTL9', 2, 9606.0), '16568': ('Kif3a', 2, 10090.0), '16939': ('Lor', 1, 10090.0), '11127': ('KIF3A', 1, 9606.0), '3596': ('IL13', 2, 9606.0), '3565': ('IL4', 1, 9606.0), '10111': ('RAD50', 1, 9606.0), '6868': ('ADAM17', 3, 9606.0), '79651': ('RHBDF2', 2, 9606.0), '1832': ('DSP', 2, 9606.0)}	79
25386243	PMC4211474	5	1	{'3858': ('KRT10', 5, 9606.0)}	131
26451124	PMC4590349	26	8	{'7051': ('TGM1', 15, 9606.0), '348938': ('NIPAL4', 1, 9606.0), '242': ('ALOX12B', 3, 9606.0), '59344': ('ALOXE3', 2, 9606.0), '26154': ('ABCA12', 1, 9606.0), '126410': ('CYP4F22', 1, 9606.0), '285848': ('PNPLA1', 2, 9606.0), '204219': ('CERS3', 1, 9606.0)}	130
21928690	PMC4831217	173	19	{'26154': ('ABCA12', 52, 9606.0), '242': ('ALOX12B', 12, 9606.0), '126410': ('CYP4F22', 4, 9606.0), '348938': ('NIPAL4', 10, 9606.0), '7051': ('TGM1', 12, 9606.0), '2312': ('FLG', 31, 9606.0), '412': ('STS', 4, 9606.0), '3848': ('KRT1', 9, 9606.0), '3858': ('KRT10', 10, 9606.0), '3849': ('KRT2', 7, 9606.0), '59344': ('ALOXE3', 5, 9606.0), '21': ('ABCA3', 3, 9606.0), '74591': ('Abca12', 2, 10090.0), '16447': ('Ivl', 1, 10090.0), '16939': ('Lor', 1, 10090.0), '21816': ('Tgm1', 5, 10090.0), '11686': ('Alox12b', 3, 10090.0), '8529': ('CYP4F2', 1, 9606.0), '4051': ('CYP4F3', 1, 9606.0)}	41
27536717	PMC4976614	16	4	{'26154': ('ABCA12', 9, 9606.0), '820': ('CAMP', 2, 9606.0), '1673': ('DEFB4A', 3, 9606.0), '5650': ('KLK7', 2, 9606.0)}	114
27551807	PMC4994956	189	27	{'74591': ('Abca12', 21, 10090.0), '26154': ('ABCA12', 70, 9606.0), '1041': ('CDSN', 7, 9606.0), '1832': ('DSP', 1, 9606.0), '7357': ('UGCG', 1, 9606.0), '9622': ('KLK4', 15, 9606.0), '16664': ('Krt14', 2, 10090.0), '3861': ('KRT14', 3, 9606.0), '4014': ('LORICRIN', 1, 9606.0), '126638': ('RPTN', 1, 9606.0), '3848': ('KRT1', 2, 9606.0), '3868': ('KRT16', 3, 9606.0), '140807': ('KRT72', 1, 9606.0), '109620': ('Dsp', 5, 10090.0), '13507': ('Dsc3', 4, 10090.0), '16447': ('Ivl', 8, 10090.0), '386463': ('Cdsn', 8, 10090.0), '13648': ('Klk1b9', 5, 10090.0), '25818': ('KLK5', 8, 9606.0), '23993': ('Klk7', 5, 10090.0), '5650': ('KLK7', 8, 9606.0), '68668': ('Klk5', 2, 10090.0), '14027': ('Evpl', 2, 10090.0), '19041': ('Ppl', 2, 10090.0), '14433': ('Gapdh', 2, 10090.0), '14246': ('Flg', 1, 10090.0), '16939': ('Lor', 1, 10090.0)}	209
28913151	PMC5558415	5	1	{'26154': ('ABCA12', 5, 9606.0)}	24
28774589	PMC5646945	126	25	{'505558': ('KDSR', 13, 9913.0), '2531': ('KDSR', 60, 9606.0), '204219': ('CERS3', 4, 9606.0), '6785': ('ELOVL4', 2, 9606.0), '2312': ('FLG', 3, 9606.0), '3713': ('IVL', 2, 9606.0), '3858': ('KRT10', 2, 9606.0), '3861': ('KRT14', 1, 9606.0), '4014': ('LORICRIN', 2, 9606.0), '2149': ('F2R', 7, 9606.0), '9002': ('F2RL3', 3, 9606.0), '1401': ('CRP', 1, 9606.0), '1844': ('DUSP2', 4, 9606.0), '6403': ('SELP', 4, 9606.0), '308': ('ANXA5', 3, 9606.0), '2152': ('F3', 2, 9606.0), '2811': ('GP1BA', 1, 9606.0), '2815': ('GP9', 1, 9606.0), '3690': ('ITGB3', 1, 9606.0), '3673': ('ITGA2', 1, 9606.0), '2147': ('F2', 2, 9606.0), '26154': ('ABCA12', 3, 9606.0), '851570': ('TRP1', 1, 559292.0), '2597': ('GAPDH', 2, 9606.0), '16059': ('Igh-V7183', 1, 10090.0)}	201
30648059	PMC6318104	3	1	{'26154': ('ABCA12', 3, 9606.0)}	61
31041289	PMC6482787	2	1	{'26154': ('ABCA12', 2, 9606.0)}	92
