PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
37274386	PMC10236182	2	1	{'2006': ('ELN', 2, 9606.0)}	44
37800821	PMC10552949	60	9	{'1281': ('COL3A1', 22, 9606.0), '2317': ('FLNB', 14, 9606.0), '7249': ('TSC2', 17, 9606.0), '1401': ('CRP', 1, 9606.0), '2200': ('FBN1', 1, 9606.0), '875': ('CBS', 1, 9606.0), '5265': ('SERPINA1', 1, 9606.0), '7248': ('TSC1', 2, 9606.0), '201163': ('FLCN', 1, 9606.0)}	974
16388346	PMC3452297	1	1	{'2006': ('ELN', 1, 9606.0)}	640
22943506	PMC3504533	0	0	{}	567
23971021	PMC3736514	1	1	{'1311': ('COMP', 1, 9606.0)}	346
26316810	PMC4548768	0	0	{}	36
27057491	PMC4804577	12	3	{'368': ('ABCC6', 4, 9606.0), '10058': ('ABCB6', 6, 9606.0), '416600': ('ABCC6', 2, 0.0)}	317
28942401	PMC5747760	6	2	{'1281': ('COL3A1', 4, 9606.0), '1289': ('COL5A1', 2, 9606.0)}	675
29344653	PMC5802218	48	10	{'1277': ('COL1A1', 29, 9606.0), '1278': ('COL1A2', 11, 9606.0), '4948': ('OCA2', 1, 9606.0), '10491': ('CRTAP', 1, 9606.0), '64175': ('P3H1', 1, 9606.0), '5479': ('PPIB', 1, 9606.0), '60681': ('FKBP10', 1, 9606.0), '5176': ('SERPINF1', 1, 9606.0), '7471': ('WNT1', 1, 9606.0), '4594': ('MMUT', 1, 9606.0)}	266
29511428	PMC5832156	38	10	{'1277': ('COL1A1', 5, 9606.0), '1278': ('COL1A2', 5, 9606.0), '5176': ('SERPINF1', 4, 9606.0), '5741': ('PTH', 13, 9606.0), '2006': ('ELN', 4, 9606.0), '8600': ('TNFSF11', 3, 9606.0), '1289': ('COL5A1', 1, 9606.0), '1290': ('COL5A2', 1, 9606.0), '55033': ('FKBP14', 1, 9606.0), '7148': ('TNXB', 1, 9606.0)}	151
29955635	PMC6020398	22	10	{'1277': ('COL1A1', 5, 9606.0), '1278': ('COL1A2', 3, 9606.0), '8600': ('TNFSF11', 1, 9606.0), '5741': ('PTH', 7, 9606.0), '1513': ('CTSK', 1, 9606.0), '2688': ('GH1', 1, 9606.0), '50964': ('SOST', 1, 9606.0), '7040': ('TGFB1', 1, 9606.0), '213': ('ALB', 1, 9606.0), '1401': ('CRP', 1, 9606.0)}	153
30082390	PMC6112716	243	16	{'1277': ('COL1A1', 7, 9606.0), '1278': ('COL1A2', 43, 9606.0), '337158': ('col1a1a', 75, 7955.0), '336471': ('col1a2', 27, 7955.0), '325675': ('col1a1b', 60, 0.0), '572452': ('bmp1a', 5, 0.0), '5352': ('PLOD2', 1, 9606.0), '100036767': ('plod2', 4, 7955.0), '2069': ('EREG', 8, 9606.0), '597': ('BCL2A1', 6, 9606.0), '170589': ('GPHA2', 2, 9606.0), '4709': ('NDUFB3', 1, 0.0), '28905': ('NDUFB3', 1, 0.0), '28907': ('NDUFB3', 1, 0.0), '335509': ('335509', 1, 0.0), '28883': ('IGKV2D-28', 1, 9606.0)}	225
