PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
37621391	PMC10445440	10	5	{'947': ('CD34', 4, 9606.0), '1674': ('DES', 1, 9606.0), '1113': ('CHGA', 1, 9606.0), '6855': ('SYP', 1, 9606.0), '5972': ('REN', 3, 9606.0)}	376
37861490	PMC10589542	3	3	{'3630': ('INS', 1, 9606.0), '5972': ('REN', 1, 9606.0), '3952': ('LEP', 1, 9606.0)}	65
38025107	PMC10666686	109	4	{'3630': ('INS', 102, 9606.0), '351': ('APP', 2, 9606.0), '3991': ('LIPE', 1, 9606.0), '9370': ('ADIPOQ', 4, 9606.0)}	49
38003907	PMC10672673	0	0	{}	74
38013303	PMC10681548	17	7	{'5972': ('REN', 8, 9606.0), '6324': ('SCN1B', 4, 9606.0), '5443': ('POMC', 1, 9606.0), '6337': ('SCNN1A', 1, 9606.0), '6338': ('SCNN1B', 1, 9606.0), '6340': ('SCNN1G', 1, 9606.0), '23327': ('NEDD4L', 1, 9606.0)}	111
38131148	PMC10748638	0	0	{}	203
14975135	PMC1866505	0	0	{}	308
19698178	PMC2736927	3	1	{'5327': ('PLAT', 3, 9606.0)}	288
20482833	PMC2889888	89	4	{'5972': ('REN', 77, 9606.0), '4306': ('NR3C2', 2, 9606.0), '6277': ('S100A6', 3, 9606.0), '5443': ('POMC', 7, 9606.0)}	201
21490943	PMC3072741	14	2	{'183': ('AGT', 12, 9606.0), '4051': ('CYP4F3', 2, 9606.0)}	699
22802927	PMC3388992	8	1	{'213': ('ALB', 8, 9606.0)}	138
21107496	PMC3721827	12	3	{'6338': ('SCNN1B', 7, 9606.0), '6340': ('SCNN1G', 1, 9606.0), '5972': ('REN', 4, 9606.0)}	337
25120474	PMC4127544	0	0	{}	720
25419489	PMC4236913	0	0	{}	867
25419656	PMC4242611	39	6	{'3630': ('INS', 9, 9606.0), '2875': ('GPT', 3, 9606.0), '26503': ('SLC17A5', 8, 9606.0), '2678': ('GGT1', 13, 9606.0), '102724197': ('LOC102724197', 4, 9606.0), '5972': ('REN', 2, 9606.0)}	901
25636949	PMC4327952	0	0	{}	90
25750771	PMC4345826	0	0	{}	909
25991719	PMC4463818	179	9	{'20454': ('St3gal5', 18, 10090.0), '83814': ('Nedd4l', 81, 10090.0), '20276': ('Scnn1a', 39, 10090.0), '11606': ('Agt', 14, 10090.0), '110784': ('Nr3c2', 6, 10090.0), '24179': ('Agt', 6, 10116.0), '17999': ('Nedd4', 6, 10090.0), '110834': ('Chrna3', 5, 10090.0), '11610': ('Agtrap', 4, 10090.0)}	448
27462616	PMC4944606	0	0	{}	311
20286979	PMC5283557	0	0	{}	926
28141860	PMC5283678	0	0	{}	761
