PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
36175366	PMC10091968	58	5	{'383': ('ARG1', 10, 9606.0), '435': ('ASL', 1, 9606.0), '445': ('ASS1', 2, 9606.0), '10166': ('SLC25A15', 2, 9606.0), '11846': ('Arg1', 43, 10090.0)}	970
37761452	PMC10529868	15	2	{'445': ('ASS1', 12, 9606.0), '213': ('ALB', 3, 9606.0)}	338
38027652	PMC10663841	89	14	{'5244': ('ABCB4', 25, 9606.0), '10165': ('SLC25A13', 46, 9606.0), '250': ('ALPP', 3, 9606.0), '2678': ('GGT1', 2, 9606.0), '2875': ('GPT', 1, 9606.0), '26503': ('SLC17A5', 3, 9606.0), '1356': ('CP', 1, 9606.0), '3880': ('KRT19', 1, 9606.0), '3855': ('KRT7', 1, 9606.0), '1244': ('ABCC2', 1, 9606.0), '54658': ('UGT1A1', 1, 9606.0), '28234': ('SLCO1B3', 1, 9606.0), '10599': ('SLCO1B1', 1, 9606.0), '445': ('ASS1', 2, 9606.0)}	186
38020658	PMC10665474	47	3	{'445': ('ASS1', 16, 9606.0), '111': ('ADCY5', 29, 9606.0), '28882': ('IGKV2D-29', 2, 9606.0)}	430
18162705	PMC2694627	51	3	{'10165': ('SLC25A13', 49, 9606.0), '102724197': ('LOC102724197', 1, 9606.0), '174': ('AFP', 1, 9606.0)}	190
23067347	PMC3483206	48	10	{'615470': ('SLC25A13', 3, 0.0), '10165': ('SLC25A13', 19, 9606.0), '250': ('ALPP', 8, 9606.0), '174': ('AFP', 8, 9606.0), '2875': ('GPT', 1, 9606.0), '653590': ('GGTLC5P', 2, 9606.0), '26503': ('SLC17A5', 3, 9606.0), '2678': ('GGT1', 1, 9606.0), '78830': ('Slc25a12', 1, 10090.0), '8604': ('SLC25A12', 2, 9606.0)}	139
22642865	PMC3495011	245	8	{'56922': ('MCCC1', 102, 9606.0), '64087': ('MCCC2', 129, 9606.0), '31': ('ACACA', 2, 9606.0), '5091': ('PC', 3, 9606.0), '6262': ('RYR2', 4, 9606.0), '728378': ('POTEF', 3, 9606.0), '4163': ('MCC', 1, 9606.0), '83878': ('USHBP1', 1, 9606.0)}	21
24721342	PMC4015418	108	12	{'10166': ('SLC25A15', 77, 9606.0), '854297': ('ORT1', 13, 0.0), '4999': ('ORC2', 2, 9606.0), '1178': ('CLC', 1, 9606.0), '788': ('SLC25A20', 2, 9606.0), '60386': ('SLC25A19', 2, 9606.0), '79751': ('SLC25A22', 2, 9606.0), '383': ('ARG1', 2, 9606.0), '435': ('ASL', 2, 9606.0), '445': ('ASS1', 2, 9606.0), '1373': ('CPS1', 2, 9606.0), '5009': ('OTC', 1, 9606.0)}	611
25289380	PMC4183080	0	0	{}	284
25216257	PMC4199400	122	8	{'10165': ('SLC25A13', 102, 9606.0), '8604': ('SLC25A12', 1, 9606.0), '856132': ('AGC1', 2, 559292.0), '102724197': ('LOC102724197', 7, 9606.0), '8647': ('ABCB11', 3, 9606.0), '250': ('ALPP', 2, 9606.0), '26503': ('SLC17A5', 2, 9606.0), '213': ('ALB', 3, 9606.0)}	848
