PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
37181588	PMC10167752	24	3	{'6737': ('TRIM21', 11, 9606.0), '6741': ('SSB', 11, 9606.0), '760': ('CA2', 2, 9606.0)}	165
37283101	PMC10293781	77	22	{'353': ('APRT', 7, 9606.0), '3251': ('HPRT1', 5, 9606.0), '189': ('AGXT', 6, 9606.0), '9380': ('GRHPR', 5, 9606.0), '112817': ('HOGA1', 2, 9606.0), '6519': ('SLC3A1', 1, 9606.0), '11136': ('SLC7A9', 1, 9606.0), '1184': ('CLCN5', 2, 9606.0), '4952': ('OCRL', 3, 9606.0), '10686': ('CLDN16', 3, 9606.0), '149461': ('CLDN19', 4, 9606.0), '6557': ('SLC12A1', 2, 9606.0), '3758': ('KCNJ1', 2, 9606.0), '1188': ('CLCNKB', 4, 9606.0), '1178': ('CLC', 5, 9606.0), '10916': ('MAGED2', 1, 9606.0), '50617': ('ATP6V0A4', 3, 9606.0), '525': ('ATP6V1B1', 3, 9606.0), '6521': ('SLC4A1', 2, 9606.0), '1591': ('CYP24A1', 7, 9606.0), '6569': ('SLC34A1', 6, 9606.0), '142680': ('SLC34A3', 3, 9606.0)}	877
37403069	PMC10318630	9	3	{'3135': ('HLA-G', 5, 9606.0), '6382': ('SDC1', 2, 9606.0), '952': ('CD38', 2, 9606.0)}	841
37448902	PMC10337233	38	6	{'6521': ('SLC4A1', 25, 9606.0), '3240': ('HP', 2, 9606.0), '2539': ('G6PD', 2, 9606.0), '5741': ('PTH', 4, 9606.0), '525': ('ATP6V1B1', 3, 9606.0), '50617': ('ATP6V0A4', 2, 9606.0)}	234
37224266	PMC10357242	3	3	{'403579': ('AVP', 1, 9615.0), '477830': ('PNLIP', 1, 9615.0), '11998': ('Avp', 1, 10090.0)}	846
37582721	PMC10426178	13	6	{'3135': ('HLA-G', 5, 9606.0), '5972': ('REN', 2, 9606.0), '359': ('AQP2', 2, 9606.0), '24223': ('B2m', 1, 10116.0), '6521': ('SLC4A1', 1, 9606.0), '5172': ('SLC26A4', 2, 9606.0)}	90
37637659	PMC10460263	14	5	{'6737': ('TRIM21', 5, 9606.0), '6741': ('SSB', 4, 9606.0), '250': ('ALPP', 2, 9606.0), '6521': ('SLC4A1', 1, 9606.0), '5172': ('SLC26A4', 2, 9606.0)}	608
37781558	PMC10503580	6	3	{'1356': ('CP', 3, 9606.0), '540': ('ATP7B', 2, 9606.0), '5741': ('PTH', 1, 9606.0)}	669
37727491	PMC10506016	1	1	{'5972': ('REN', 1, 9606.0)}	773
38054114	PMC10695414	2	2	{'5741': ('PTH', 1, 9606.0), '760': ('CA2', 1, 9606.0)}	928
19830120	PMC2726488	4	1	{'1401': ('CRP', 4, 9606.0)}	179
22247918	PMC3252506	2	2	{'213': ('ALB', 1, 9606.0), '5741': ('PTH', 1, 9606.0)}	96
22567455	PMC3335714	0	0	{}	152
22787347	PMC3391841	4	2	{'100338759': ('BCHE', 1, 9986.0), '1769': ('DNAH8', 3, 9606.0)}	980
22966473	PMC3433113	21	4	{'50617': ('ATP6V0A4', 6, 9606.0), '525': ('ATP6V1B1', 8, 9606.0), '6521': ('SLC4A1', 6, 9606.0), '5741': ('PTH', 1, 9606.0)}	122
23569525	PMC3615933	6	5	{'55740': ('ENAH', 2, 9606.0), '3479': ('IGF1', 1, 9606.0), '51727': ('CMPK1', 1, 9606.0), '653590': ('GGTLC5P', 1, 9606.0), '1401': ('CRP', 1, 9606.0)}	196
24339526	PMC3841516	6	6	{'5972': ('REN', 1, 9606.0), '265': ('AMELX', 1, 9606.0), '10117': ('ENAM', 1, 9606.0), '1747': ('DLX3', 1, 9606.0), '9622': ('KLK4', 1, 9606.0), '9313': ('MMP20', 1, 9606.0)}	58
24829833	PMC4010021	8	6	{'51727': ('CMPK1', 1, 9606.0), '1401': ('CRP', 2, 9606.0), '4151': ('MB', 2, 9606.0), '213': ('ALB', 1, 9606.0), '653590': ('GGTLC5P', 1, 9606.0), '470': ('ATHS', 1, 9606.0)}	164
24904870	PMC4027071	13	5	{'5741': ('PTH', 1, 9606.0), '760': ('CA2', 4, 9606.0), '6521': ('SLC4A1', 4, 9606.0), '50617': ('ATP6V0A4', 2, 9606.0), '525': ('ATP6V1B1', 2, 9606.0)}	42
25250276	PMC4154290	4	2	{'250': ('ALPP', 2, 9606.0), '26503': ('SLC17A5', 2, 9606.0)}	67
25210282	PMC4157190	9	5	{'29216': ('Lrp2', 2, 10116.0), '80848': ('Cubn', 2, 10116.0), '4952': ('OCRL', 1, 9606.0), '4036': ('LRP2', 2, 9606.0), '8029': ('CUBN', 2, 9606.0)}	311
