PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
36902777	PMC10004689	78	7	{'6710': ('SPTB', 30, 9606.0), '212': ('ALAS2', 30, 9606.0), '211': ('ALAS1', 14, 9606.0), '3043': ('HBB', 1, 9606.0), '7018': ('TF', 1, 9606.0), '7037': ('TFRC', 1, 9606.0), '6708': ('SPTA1', 1, 9606.0)}	120
38028395	PMC10631716	16	3	{'212': ('ALAS2', 14, 9606.0), '7018': ('TF', 1, 9606.0), '57817': ('HAMP', 1, 9606.0)}	653
38084360	PMC10710374	3	2	{'920': ('CD4', 2, 9606.0), '1356': ('CP', 1, 9606.0)}	631
19747406	PMC2784368	1	1	{'1431': ('CS', 1, 9606.0)}	797
23519835	PMC3631343	64	6	{'838305': ('AT1G17340', 49, 0.0), '100281141': ('LOC100281141', 10, 4577.0), '835274': ('CBF4', 1, 0.0), '100283284': ('LOC100283284', 1, 0.0), '829841': ('CP1', 1, 3702.0), '542759': ('LOC542759', 2, 0.0)}	930
24406632	PMC3913447	0	0	{}	553
24624355	PMC3948832	27	7	{'212': ('ALAS2', 21, 9606.0), '966': ('CD59', 1, 9606.0), '54977': ('SLC25A38', 1, 9606.0), '22': ('ABCB7', 1, 9606.0), '51218': ('GLRX5', 1, 9606.0), '80324': ('PUS1', 1, 9606.0), '7018': ('TF', 1, 9606.0)}	196
25406304	PMC4294433	0	0	{}	219
25985931	PMC4490691	116	33	{'1161': ('ERCC8', 17, 9606.0), '212': ('ALAS2', 15, 9606.0), '54977': ('SLC25A38', 17, 9606.0), '23451': ('SF3B1', 3, 9606.0), '10560': ('SLC19A2', 1, 9606.0), '51218': ('GLRX5', 1, 9606.0), '22': ('ABCB7', 1, 9606.0), '51067': ('YARS2', 2, 9606.0), '4819': ('NKS1', 1, 9606.0), '4512': ('COX1', 1, 9606.0), '4508': ('ATP6', 4, 9606.0), '5979': ('RET', 2, 9606.0), '5493': ('PPL', 3, 9606.0), '7018': ('TF', 1, 9606.0), '4509': ('ATP8', 1, 9606.0), '4537': ('ND3', 4, 9606.0), '4539': ('ND4L', 4, 9606.0), '4538': ('ND4', 4, 9606.0), '4540': ('ND5', 4, 9606.0), '4563': ('TRNG', 11, 9606.0), '4514': ('COX3', 4, 9606.0), '4573': ('TRNR', 1, 0.0), '4564': ('TRNH', 1, 9606.0), '4575': ('TRNS2', 1, 0.0), '4568': ('TRNL2', 1, 9606.0), '5079': ('PAX5', 1, 9606.0), '973': ('CD79A', 2, 9606.0), '54474': ('KRT20', 1, 9606.0), '4311': ('MME', 1, 9606.0), '1791': ('DNTT', 1, 9606.0), '921': ('CD5', 1, 9606.0), '596': ('BCL2', 1, 9606.0), '51095': ('TRNT1', 3, 9606.0)}	152
26605136	PMC4615937	45	1	{'212': ('ALAS2', 45, 9606.0)}	143
