PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
35609925	PMC10111244	70	14	{'7015': ('TERT', 19, 9606.0), '2149': ('F2R', 4, 9606.0), '55596': ('ZCCHC8', 4, 9606.0), '80169': ('CTC1', 5, 9606.0), '79991': ('STN1', 3, 9606.0), '106478911': ('CST12P', 1, 9606.0), '25913': ('POT1', 7, 9606.0), '22059': ('Trp53', 2, 10090.0), '1200': ('TPP1', 7, 9606.0), '54386': ('TERF2IP', 6, 9606.0), '26277': ('TINF2', 5, 9606.0), '21752': ('Tert', 1, 10090.0), '65057': ('ACD', 4, 9606.0), '2120': ('ETV6', 2, 9606.0)}	6
21573082	PMC3090284	3	3	{'351': ('APP', 1, 9606.0), '6530': ('SLC6A2', 1, 9606.0), '3630': ('INS', 1, 9606.0)}	74
21340693	PMC3178759	151	18	{'652': ('BMP4', 100, 9606.0), '5015': ('OTX2', 13, 9606.0), '12159': ('Bmp4', 2, 10090.0), '5308': ('PITX2', 12, 9606.0), '54331': ('GNG2', 2, 9606.0), '22795': ('NID2', 2, 9606.0), '51637': ('RTRAF', 2, 9606.0), '5729': ('PTGDR', 2, 9606.0), '5732': ('PTGER2', 2, 9606.0), '57544': ('TXNDC16', 2, 9606.0), '283554': ('GPR137C', 2, 9606.0), '30001': ('ERO1A', 1, 9606.0), '5706': ('PSMC6', 1, 9606.0), '6815': ('STYX', 1, 9606.0), '10979': ('FERMT2', 1, 9606.0), '80821': ('DDHD1', 1, 9606.0), '2296': ('FOXC1', 2, 9606.0), '7040': ('TGFB1', 3, 9606.0)}	65
22876067	PMC3410248	18	6	{'9056': ('SLC7A7', 10, 9606.0), '5009': ('OTC', 1, 9606.0), '26503': ('SLC17A5', 1, 9606.0), '2244': ('FGB', 2, 9606.0), '3135': ('HLA-G', 2, 9606.0), '10724': ('OGA', 2, 9606.0)}	73
24886349	PMC4022398	32	5	{'5295': ('PIK3R1', 27, 9606.0), '92822': ('ZNF276', 2, 9606.0), '207': ('AKT1', 1, 9606.0), '2475': ('MTOR', 1, 9606.0), '1611': ('DAP', 1, 9606.0)}	57
27766312	PMC5070960	463	24	{'5295': ('PIK3R1', 144, 9606.0), '9370': ('ADIPOQ', 71, 9606.0), '3643': ('INSR', 23, 9606.0), '208': ('AKT2', 12, 9606.0), '18708': ('Pik3r1', 23, 10090.0), '207': ('AKT1', 14, 9606.0), '3630': ('INS', 102, 9606.0), '3667': ('IRS1', 13, 9606.0), '100616443': ('ERVK-15', 1, 9606.0), '5290': ('PIK3CA', 19, 9606.0), '5291': ('PIK3CB', 8, 9606.0), '5293': ('PIK3CD', 1, 9606.0), '5296': ('PIK3R2', 12, 9606.0), '3952': ('LEP', 4, 9606.0), '8503': ('PIK3R3', 2, 9606.0), '4609': ('MYC', 2, 9606.0), '5728': ('PTEN', 1, 9606.0), '11651': ('Akt1', 3, 10090.0), '18709': ('Pik3r2', 1, 10090.0), '19211': ('Pten', 3, 10090.0), '16367': ('Irs1', 1, 10090.0), '7294': ('TXK', 1, 9606.0), '821': ('CANX', 1, 9606.0), '728378': ('POTEF', 1, 9606.0)}	46
28143957	PMC5350601	578	22	{'5295': ('PIK3R1', 163, 9606.0), '18708': ('Pik3r1', 16, 10090.0), '100616443': ('ERVK-15', 50, 9606.0), '5290': ('PIK3CA', 194, 9606.0), '11651': ('Akt1', 11, 10090.0), '18706': ('Pik3ca', 12, 10090.0), '13601': ('Ecm1', 5, 10090.0), '1443': ('CSH2', 9, 9606.0), '5728': ('PTEN', 19, 9606.0), '852308': ('GAL1', 2, 559292.0), '5291': ('PIK3CB', 41, 9606.0), '207': ('AKT1', 9, 9606.0), '74769': ('Pik3cb', 1, 10090.0), '5296': ('PIK3R2', 4, 9606.0), '8503': ('PIK3R3', 4, 9606.0), '23533': ('PIK3R5', 4, 9606.0), '18707': ('Pik3cd', 10, 10090.0), '5294': ('PIK3CG', 11, 9606.0), '5970': ('RELA', 4, 9606.0), '5293': ('PIK3CD', 3, 9606.0), '4609': ('MYC', 5, 9606.0), '30955': ('Pik3cg', 1, 10090.0)}	49
28472977	PMC5418728	58	5	{'5295': ('PIK3R1', 45, 9606.0), '5290': ('PIK3CA', 4, 9606.0), '207': ('AKT1', 4, 9606.0), '2475': ('MTOR', 2, 9606.0), '3630': ('INS', 3, 9606.0)}	21
28632845	PMC5482242	77	19	{'5295': ('PIK3R1', 24, 9606.0), '18708': ('Pik3r1', 20, 10090.0), '11651': ('Akt1', 1, 10090.0), '56717': ('Mtor', 1, 10090.0), '16367': ('Irs1', 2, 10090.0), '100125849': ('Sh3', 1, 10090.0), '20779': ('Src', 4, 10090.0), '75404': ('Arhgap36', 1, 10090.0), '18776': ('Prl3b1', 2, 10090.0), '16000': ('Igf1', 2, 10090.0), '13645': ('Egf', 2, 10090.0), '7422': ('VEGFA', 2, 9606.0), '207': ('AKT1', 4, 9606.0), '56637': ('Gsk3b', 1, 10090.0), '12159': ('Bmp4', 2, 10090.0), '5308': ('PITX2', 2, 9606.0), '2296': ('FOXC1', 2, 9606.0), '1282': ('COL4A1', 2, 9606.0), '2475': ('MTOR', 2, 9606.0)}	44
31583022	PMC6771105	53	6	{'3630': ('INS', 29, 9606.0), '5295': ('PIK3R1', 15, 9606.0), '5617': ('PRL', 2, 9606.0), '5741': ('PTH', 3, 9606.0), '2688': ('GH1', 3, 9606.0), '6462': ('SHBG', 1, 9606.0)}	28
31781101	PMC6859795	128	14	{'973': ('CD79A', 3, 9606.0), '712': ('C1QA', 59, 9606.0), '5295': ('PIK3R1', 34, 9606.0), '920': ('CD4', 2, 9606.0), '925': ('CD8A', 3, 9606.0), '714': ('C1QC', 3, 9606.0), '713': ('C1QB', 3, 9606.0), '3458': ('IFNG', 4, 9606.0), '5293': ('PIK3CD', 9, 9606.0), '5728': ('PTEN', 2, 9606.0), '5163': ('PDK1', 1, 9606.0), '10000': ('AKT3', 2, 9606.0), '2475': ('MTOR', 2, 9606.0), '1401': ('CRP', 1, 9606.0)}	59
32546215	PMC7298762	211	24	{'3481': ('IGF2', 26, 9606.0), '1028': ('CDKN1C', 38, 9606.0), '8091': ('HMGA2', 7, 9606.0), '5324': ('PLAG1', 24, 9606.0), '7389': ('UROD', 21, 9606.0), '5325': ('PLAGL1', 4, 9606.0), '10984': ('KCNQ1OT1', 4, 9606.0), '55384': ('MEG3', 9, 9606.0), '8788': ('DLK1', 4, 9606.0), '8926': ('SNURF', 4, 9606.0), '2778': ('GNAS', 4, 9606.0), '3480': ('IGF1R', 11, 9606.0), '5295': ('PIK3R1', 7, 9606.0), '6925': ('TCF4', 7, 9606.0), '5781': ('PTPN11', 8, 9606.0), '10847': ('SRCAP', 7, 9606.0), '283120': ('H19', 6, 9606.0), '23089': ('PEG10', 1, 9606.0), '4232': ('MEST', 1, 9606.0), '146434': ('ZNF597', 1, 9606.0), '2688': ('GH1', 7, 9606.0), '5111': ('PCNA', 6, 9606.0), '8836': ('GGH', 1, 9606.0), '3479': ('IGF1', 3, 9606.0)}	26
32439336	PMC7385515	239	49	{'18708': ('Pik3r1', 63, 10090.0), '3630': ('INS', 65, 9606.0), '78757': ('Rictor', 9, 10090.0), '9370': ('ADIPOQ', 5, 9606.0), '18706': ('Pik3ca', 7, 10090.0), '3643': ('INSR', 3, 9606.0), '16367': ('Irs1', 1, 10090.0), '16337': ('Insr', 6, 10090.0), '3667': ('IRS1', 1, 9606.0), '384783': ('Irs2', 1, 10090.0), '22631': ('Ywhaz', 1, 10090.0), '268373': ('Ppia', 1, 10090.0), '12010': ('B2m', 1, 10090.0), '13627': ('Eef1a1', 1, 10090.0), '18709': ('Pik3r2', 2, 10090.0), '74769': ('Pik3cb', 1, 10090.0), '16846': ('Lep', 2, 10090.0), '12504': ('Cd4', 2, 10090.0), '11450': ('Adipoq', 3, 10090.0), '3952': ('LEP', 2, 9606.0), '11651': ('Akt1', 9, 10090.0), '20787': ('Srebf1', 3, 10090.0), '107476': ('Acaca', 2, 10090.0), '14104': ('Fasn', 2, 10090.0), '20249': ('Scd1', 2, 10090.0), '20788': ('Srebf2', 3, 10090.0), '17855': ('Mvk', 2, 10090.0), '18194': ('Nsdhl', 2, 10090.0), '105148': ('Iars', 1, 10090.0), '11652': ('Akt2', 2, 10090.0), '74343': ('Crtc2', 4, 10090.0), '58805': ('Mlxipl', 3, 10090.0), '22433': ('Xbp1', 3, 10090.0), '18770': ('Pklr', 1, 10090.0), '100705': ('Acacb', 1, 10090.0), '67800': ('Dgat2', 1, 10090.0), '14377': ('G6pc', 3, 10090.0), '103988': ('Gck', 4, 10090.0), '78943': ('Ern1', 1, 10090.0), '26918': ('Ern2', 1, 10090.0), '226641': ('Atf6', 1, 10090.0), '16193': ('Il6', 1, 10090.0), '60505': ('Il21', 1, 10090.0), '17869': ('Myc', 1, 10090.0), '18109': ('Mycn', 1, 10090.0), '19013': ('Ppara', 2, 10090.0), '7494': ('XBP1', 1, 9606.0), '19211': ('Pten', 2, 10090.0), '11998': ('Avp', 2, 10090.0)}	53
32602265	PMC7507522	72	11	{'5295': ('PIK3R1', 35, 9606.0), '207': ('AKT1', 2, 9606.0), '2475': ('MTOR', 2, 9606.0), '8836': ('GGH', 1, 9606.0), '3479': ('IGF1', 3, 9606.0), '3486': ('IGFBP3', 3, 9606.0), '2875': ('GPT', 1, 9606.0), '5443': ('POMC', 2, 9606.0), '3630': ('INS', 17, 9606.0), '2571': ('GAD1', 2, 9606.0), '2688': ('GH1', 4, 9606.0)}	7
33129256	PMC7603772	65	15	{'5295': ('PIK3R1', 36, 9606.0), '207': ('AKT1', 5, 9606.0), '2475': ('MTOR', 2, 9606.0), '335': ('APOA1', 1, 9606.0), '338': ('APOB', 1, 9606.0), '973': ('CD79A', 2, 9606.0), '3479': ('IGF1', 2, 9606.0), '5443': ('POMC', 1, 9606.0), '6714': ('SRC', 3, 9606.0), '1443': ('CSH2', 5, 9606.0), '5581': ('PRKCE', 2, 9606.0), '3480': ('IGF1R', 2, 9606.0), '920': ('CD4', 1, 9606.0), '925': ('CD8A', 1, 9606.0), '5293': ('PIK3CD', 1, 9606.0)}	32
34026551	PMC8122109	44	4	{'5295': ('PIK3R1', 36, 9606.0), '207': ('AKT1', 2, 9606.0), '2475': ('MTOR', 2, 9606.0), '3630': ('INS', 4, 9606.0)}	16
34249805	PMC8261148	72	23	{'3630': ('INS', 23, 9606.0), '5295': ('PIK3R1', 20, 9606.0), '207': ('AKT1', 3, 9606.0), '2475': ('MTOR', 2, 9606.0), '3480': ('IGF1R', 2, 9606.0), '3767': ('KCNJ11', 2, 9606.0), '6833': ('ABCC8', 2, 9606.0), '2627': ('GATA6', 1, 9606.0), '9451': ('EIF2AK3', 1, 9606.0), '50943': ('FOXP3', 1, 9606.0), '5428': ('POLG', 1, 9606.0), '11232': ('POLG2', 1, 9606.0), '4976': ('OPA1', 1, 9606.0), '50484': ('RRM2B', 1, 9606.0), '6927': ('HNF1A', 1, 9606.0), '2645': ('GCK', 1, 9606.0), '3172': ('HNF4A', 1, 9606.0), '640': ('BLK', 1, 9606.0), '6928': ('HNF1B', 1, 9606.0), '5078': ('PAX4', 1, 9606.0), '3651': ('PDX1', 1, 9606.0), '3667': ('IRS1', 1, 9606.0), '2688': ('GH1', 3, 9606.0)}	38
33742773	PMC8504897	43	8	{'5295': ('PIK3R1', 27, 9606.0), '5290': ('PIK3CA', 1, 9606.0), '2185': ('PTK2B', 2, 9606.0), '2475': ('MTOR', 1, 9606.0), '3630': ('INS', 9, 9606.0), '3643': ('INSR', 1, 9606.0), '56717': ('Mtor', 1, 10090.0), '18708': ('Pik3r1', 1, 10090.0)}	45
733983	None	0	0	{}	78
3090727	None	0	0	{}	80
4050863	None	0	0	{}	41
7949817	None	3	1	{'2688': ('GH1', 3, 9606.0)}	77
8279490	None	0	0	{}	20
8574420	None	0	0	{}	60
8669449	None	0	0	{}	58
8790109	None	0	0	{}	43
9571279	None	0	0	{}	67
10457859	None	0	0	{}	76
11135494	None	0	0	{}	63
11528934	None	0	0	{}	42
12514365	None	0	0	{}	4
13263908	None	0	0	{}	79
14844960	None	0	0	{}	81
15481036	None	2	1	{'5308': ('PITX2', 2, 9606.0)}	62
17447412	None	1	1	{'43': ('ACHE', 1, 9606.0)}	75
18384141	None	0	0	{}	50
19286192	None	0	0	{}	71
21816239	None	0	0	{}	52
23665600	None	2	1	{'5308': ('PITX2', 2, 9606.0)}	31
23980586	None	4	1	{'5295': ('PIK3R1', 4, 9606.0)}	17
24033310	None	4	1	{'5295': ('PIK3R1', 4, 9606.0)}	33
26252249	None	9	4	{'3480': ('IGF1R', 5, 9606.0), '3479': ('IGF1', 2, 9606.0), '207': ('AKT1', 1, 9606.0), '2475': ('MTOR', 1, 9606.0)}	56
26497935	None	4	1	{'5295': ('PIK3R1', 4, 9606.0)}	19
26776286	None	5	5	{'26580': ('BSCL2', 1, 9606.0), '285': ('ANGPT2', 1, 9606.0), '4000': ('LMNA', 1, 9606.0), '5468': ('PPARG', 1, 9606.0), '3952': ('LEP', 1, 9606.0)}	10
27544718	None	4	1	{'2245': ('FGD1', 4, 9606.0)}	66
28302518	None	4	1	{'5295': ('PIK3R1', 4, 9606.0)}	54
28934384	None	25	7	{'5581': ('PRKCE', 9, 9606.0), '207': ('AKT1', 5, 9606.0), '5295': ('PIK3R1', 5, 9606.0), '2475': ('MTOR', 2, 9606.0), '5163': ('PDK1', 1, 9606.0), '79109': ('MAPKAP1', 2, 9606.0), '338413': ('TAS2R63P', 1, 9606.0)}	61
29127766	None	0	0	{}	36
30020411	None	0	0	{}	55
30226966	None	0	0	{}	25
