PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
36901864	PMC10003036	349	72	{'4352': ('MPL', 2, 9606.0), '51206': ('GP6', 2, 9606.0), '2212': ('FCGR2A', 3, 9606.0), '2213': ('FCGR2B', 4, 9606.0), '8743': ('TNFSF10', 9, 9606.0), '7124': ('TNF', 6, 9606.0), '6387': ('CXCL12', 3, 9606.0), '7852': ('CXCR4', 10, 9606.0), '10563': ('CXCL13', 17, 9606.0), '920': ('CD4', 20, 9606.0), '1236': ('CCR7', 12, 9606.0), '925': ('CD8A', 15, 9606.0), '3559': ('IL2RA', 2, 9606.0), '10673': ('TNFSF13B', 24, 9606.0), '930': ('CD19', 5, 9606.0), '3552': ('IL1A', 16, 9606.0), '3553': ('IL1B', 1, 9606.0), '3557': ('IL1RN', 3, 9606.0), '3606': ('IL18', 12, 9606.0), '26525': ('IL36RN', 2, 9606.0), '27179': ('IL36A', 1, 9606.0), '27178': ('IL37', 5, 9606.0), '27177': ('IL36B', 1, 9606.0), '10068': ('IL18BP', 2, 9606.0), '90865': ('IL33', 3, 9606.0), '3565': ('IL4', 2, 9606.0), '7066': ('THPO', 7, 9606.0), '3589': ('IL11', 3, 9606.0), '7040': ('TGFB1', 2, 9606.0), '406919': ('MIR130A', 1, 9606.0), '100885789': ('IFNG-AS1', 3, 9606.0), '718': ('C3', 1, 9606.0), '350': ('APOH', 3, 9606.0), '5599': ('MAPK8', 2, 9606.0), '637': ('BID', 2, 9606.0), '712': ('C1QA', 4, 9606.0), '3075': ('CFH', 4, 9606.0), '59067': ('IL21', 1, 9606.0), '3558': ('IL2', 3, 9606.0), '3674': ('ITGA2B', 9, 9606.0), '3439': ('IFNA1', 2, 9606.0), '2811': ('GP1BA', 4, 9606.0), '56171': ('DNAH7', 1, 9606.0), '15': ('AANAT', 1, 9606.0), '55220': ('KLHDC8A', 1, 9606.0), '642797': ('DNAH10OS', 1, 9606.0), '647979': ('NORAD', 1, 9606.0), '4509': ('ATP8', 1, 9606.0), '221092': ('HNRNPUL2', 1, 9606.0), '4550': ('RNR2', 1, 9606.0), '4513': ('COX2', 1, 9606.0), '23495': ('TNFRSF13B', 2, 9606.0), '84433': ('CARD11', 2, 9606.0), '867': ('CBL', 2, 9606.0), '5897': ('RAG2', 2, 9606.0), '114548': ('DFNA34', 8, 9606.0), '6403': ('SELP', 1, 9606.0), '3586': ('IL10', 14, 9606.0), '3605': ('IL17A', 9, 9606.0), '3240': ('HP', 11, 9606.0), '7189': ('TRAF6', 13, 9606.0), '958': ('CD40', 1, 9606.0), '8600': ('TNFSF11', 1, 9606.0), '3569': ('IL6', 3, 9606.0), '847': ('CAT', 3, 9606.0), '6647': ('SOD1', 3, 9606.0), '50943': ('FOXP3', 6, 9606.0), '213': ('ALB', 1, 9606.0), '8876': ('VNN1', 3, 9606.0), '3146': ('HMGB1', 19, 9606.0), '3458': ('IFNG', 2, 9606.0), '6962': ('TRBV20OR9-2', 1, 9606.0)}	21
36967671	PMC10052494	0	0	{}	615
36198407	PMC10091692	15	5	{'6007': ('RHD', 6, 9606.0), '6955': ('TRA', 5, 9606.0), '4352': ('MPL', 2, 9606.0), '7294': ('TXK', 1, 9606.0), '6850': ('SYK', 1, 9606.0)}	122
37065402	PMC10101511	4	2	{'7173': ('TPO', 3, 9606.0), '695': ('BTK', 1, 9606.0)}	209
37171596	PMC10175903	22	4	{'4352': ('MPL', 2, 9606.0), '7173': ('TPO', 14, 9606.0), '796': ('CALCA', 4, 9606.0), '5741': ('PTH', 2, 9606.0)}	651
37193124	PMC10182312	20	3	{'4352': ('MPL', 5, 9606.0), '7173': ('TPO', 11, 9606.0), '5091': ('PC', 4, 9606.0)}	102
37256109	PMC10225573	8	5	{'2213': ('FCGR2B', 2, 9606.0), '3700': ('ITIH4', 1, 9606.0), '3589': ('IL11', 2, 9606.0), '28809': ('IGLV3-1', 2, 9606.0), '3586': ('IL10', 1, 9606.0)}	952
37405228	PMC10316730	32	3	{'4352': ('MPL', 7, 9606.0), '7173': ('TPO', 24, 9606.0), '26503': ('SLC17A5', 1, 9606.0)}	509
36617702	PMC10390280	12	5	{'6850': ('SYK', 1, 9606.0), '4352': ('MPL', 4, 9606.0), '7066': ('THPO', 2, 9606.0), '7173': ('TPO', 3, 9606.0), '54474': ('KRT20', 2, 9606.0)}	889
37575230	PMC10422042	158	36	{'2217': ('FCGRT', 11, 9606.0), '4352': ('MPL', 8, 9606.0), '712': ('C1QA', 3, 9606.0), '718': ('C3', 1, 9606.0), '1378': ('CR1', 3, 9606.0), '11318': ('GPR182', 5, 9606.0), '2811': ('GP1BA', 4, 9606.0), '920': ('CD4', 8, 9606.0), '3559': ('IL2RA', 2, 9606.0), '925': ('CD8A', 9, 9606.0), '54474': ('KRT20', 9, 9606.0), '930': ('CD19', 11, 9606.0), '3674': ('ITGA2B', 4, 9606.0), '10673': ('TNFSF13B', 14, 9606.0), '7124': ('TNF', 1, 9606.0), '24099': ('Tnfsf13b', 1, 10090.0), '3458': ('IFNG', 2, 9606.0), '3565': ('IL4', 1, 9606.0), '356': ('FASLG', 1, 9606.0), '12504': ('Cd4', 1, 10090.0), '5788': ('PTPRC', 1, 9606.0), '6850': ('SYK', 5, 9606.0), '695': ('BTK', 19, 9606.0), '7006': ('TEC', 3, 9606.0), '51206': ('GP6', 1, 9606.0), '213': ('ALB', 1, 9606.0), '2475': ('MTOR', 4, 9606.0), '952': ('CD38', 7, 9606.0), '115650': ('TNFRSF13C', 3, 9606.0), '6774': ('STAT3', 2, 9606.0), '5133': ('PDCD1', 4, 9606.0), '4758': ('NEU1', 1, 9606.0), '7066': ('THPO', 1, 9606.0), '3717': ('JAK2', 2, 9606.0), '6776': ('STAT5A', 1, 9606.0), '50908': ('C1s1', 4, 10090.0)}	821
