PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
37109715	PMC10141468	18	3	{'7173': ('TPO', 3, 9606.0), '7038': ('TG', 7, 9606.0), '7253': ('TSHR', 8, 9606.0)}	827
37029876	PMC10209273	1	1	{'3091': ('HIF1A', 1, 9606.0)}	426
37273324	PMC10238282	12	2	{'26503': ('SLC17A5', 5, 9606.0), '250': ('ALPP', 7, 9606.0)}	705
37521071	PMC10378529	8	3	{'7173': ('TPO', 4, 9606.0), '7038': ('TG', 2, 9606.0), '7253': ('TSHR', 2, 9606.0)}	106
36326320	PMC10390110	100	9	{'3240': ('HP', 45, 9606.0), '7173': ('TPO', 13, 9606.0), '26503': ('SLC17A5', 13, 9606.0), '7082': ('TJP1', 8, 9606.0), '2150': ('F2RL1', 3, 9606.0), '1956': ('EGFR', 4, 9606.0), '5578': ('PRKCA', 5, 9606.0), '2678': ('GGT1', 7, 9606.0), '2875': ('GPT', 2, 9606.0)}	71
37532758	PMC10397241	12	3	{'7038': ('TG', 6, 9606.0), '7173': ('TPO', 2, 9606.0), '253970': ('SFTA3', 4, 9606.0)}	58
37986391	PMC10659671	21	6	{'7068': ('THRB', 1, 9606.0), '1401': ('CRP', 1, 9606.0), '7124': ('TNF', 3, 9606.0), '3569': ('IL6', 12, 9606.0), '7173': ('TPO', 3, 9606.0), '3383': ('ICAM1', 1, 9606.0)}	16
38047109	PMC10691376	132	9	{'673': ('BRAF', 121, 9606.0), '7038': ('TG', 1, 9606.0), '7173': ('TPO', 3, 9606.0), '3553': ('IL1B', 2, 9606.0), '160728': ('SLC5A8', 1, 9606.0), '5915': ('RARB', 1, 9606.0), '4313': ('MMP2', 1, 9606.0), '4318': ('MMP9', 1, 9606.0), '7422': ('VEGFA', 1, 9606.0)}	45
38074036	PMC10702402	30	8	{'6499': ('SKIV2L', 1, 9606.0), '55343': ('SLC35C1', 1, 9606.0), '672': ('BRCA1', 1, 9606.0), '54888': ('NSUN2', 1, 9606.0), '3479': ('IGF1', 16, 9606.0), '2688': ('GH1', 6, 9606.0), '7038': ('TG', 2, 9606.0), '7173': ('TPO', 2, 9606.0)}	85
38974635	PMC11226262	4	2	{'7173': ('TPO', 3, 9606.0), '7038': ('TG', 1, 9606.0)}	224
19735541	PMC2745362	16	11	{'7038': ('TG', 1, 9606.0), '54474': ('KRT20', 4, 9606.0), '921': ('CD5', 1, 9606.0), '4311': ('MME', 1, 9606.0), '604': ('BCL6', 1, 9606.0), '2208': ('FCER2', 1, 9606.0), '6693': ('SPN', 1, 9606.0), '595': ('CCND1', 1, 9606.0), '596': ('BCL2', 1, 9606.0), '57534': ('MIB1', 1, 9606.0), '3492': ('IGH', 3, 9606.0)}	368
21623057	PMC3119968	0	0	{}	824
21910915	PMC3184264	2	1	{'102723407': ('LOC102723407', 2, 9606.0)}	545
21684830	PMC3205753	3	1	{'3569': ('IL6', 3, 9606.0)}	435
