PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
37736303	PMC10509762	65	7	{'79583': ('TMEM231', 50, 9606.0), '54903': ('MKS1', 2, 9606.0), '728378': ('POTEF', 3, 9606.0), '200894': ('ARL13B', 6, 9606.0), '234740': ('Tmem231', 1, 10090.0), '68146': ('Arl13b', 1, 10090.0), '9968': ('MED12', 2, 9606.0)}	645
38024053	PMC10680408	0	0	{}	410
38106942	PMC10721548	0	0	{}	120
37997784	PMC10762549	6	2	{'583': ('BBS2', 4, 9606.0), '2740': ('GLP1R', 2, 9606.0)}	653
38333249	PMC10849371	4	4	{'213': ('ALB', 1, 9606.0), '10950': ('BTG3', 1, 9606.0), '5657': ('PRTN3', 1, 9606.0), '359': ('AQP2', 1, 9606.0)}	532
38156946	PMC10958169	47	16	{'79770': ('TXNDC15', 26, 9606.0), '54903': ('MKS1', 4, 9606.0), '51259': ('TMEM216', 1, 9606.0), '91147': ('TMEM67', 1, 9606.0), '80184': ('CEP290', 1, 9606.0), '23322': ('RPGRIP1L', 3, 9606.0), '57545': ('CC2D2A', 2, 9606.0), '27031': ('NPHP3', 1, 9606.0), '79867': ('TCTN2', 1, 9606.0), '27077': ('B9D1', 1, 9606.0), '80776': ('B9D2', 1, 9606.0), '79583': ('TMEM231', 1, 9606.0), '84314': ('TMEM107', 1, 9606.0), '65250': ('CPLANE1', 1, 9606.0), '9928': ('KIF14', 1, 9606.0), '55165': ('CEP55', 1, 9606.0)}	283
18947413	PMC2584628	77	5	{'2121': ('EVC', 47, 9606.0), '132884': ('EVC2', 19, 9606.0), '289712': ('Evc', 3, 0.0), '10141': ('LINC01587', 4, 9606.0), '55351': ('STK32B', 4, 9606.0)}	525
20436731	PMC2859476	2	2	{'582': ('BBS1', 1, 9606.0), '166379': ('BBS12', 1, 9606.0)}	360
20606869	PMC2886224	6	3	{'2121': ('EVC', 2, 9606.0), '132884': ('EVC2', 2, 9606.0), '2688': ('GH1', 2, 9606.0)}	311
21089071	PMC3038325	141	15	{'161742': ('SPRED1', 39, 9606.0), '549881': ('mapk1', 5, 0.0), '4763': ('NF1', 63, 9606.0), '92170': ('MTG1', 2, 9606.0), '22882': ('ZHX2', 1, 9606.0), '519882': ('SPRED1', 7, 0.0), '3960': ('LGALS4', 2, 9606.0), '2002': ('ELK1', 9, 9606.0), '2720': ('GLB1', 1, 9606.0), '1950': ('EGF', 6, 9606.0), '493399': ('spred1', 1, 0.0), '100497609': ('elk1', 1, 0.0), '100127663': ('egf', 1, 0.0), '5594': ('MAPK1', 1, 9606.0), '2200': ('FBN1', 2, 9606.0)}	592
21340693	PMC3178759	151	18	{'652': ('BMP4', 100, 9606.0), '5015': ('OTX2', 13, 9606.0), '12159': ('Bmp4', 2, 10090.0), '5308': ('PITX2', 12, 9606.0), '54331': ('GNG2', 2, 9606.0), '22795': ('NID2', 2, 9606.0), '51637': ('RTRAF', 2, 9606.0), '5729': ('PTGDR', 2, 9606.0), '5732': ('PTGER2', 2, 9606.0), '57544': ('TXNDC16', 2, 9606.0), '283554': ('GPR137C', 2, 9606.0), '30001': ('ERO1A', 1, 9606.0), '5706': ('PSMC6', 1, 9606.0), '6815': ('STYX', 1, 9606.0), '10979': ('FERMT2', 1, 9606.0), '80821': ('DDHD1', 1, 9606.0), '2296': ('FOXC1', 2, 9606.0), '7040': ('TGFB1', 3, 9606.0)}	642
22002901	PMC3415794	48	7	{'80184': ('CEP290', 13, 9606.0), '91147': ('TMEM67', 8, 9606.0), '56623': ('INPP5E', 6, 9606.0), '4867': ('NPHP1', 3, 9606.0), '54806': ('AHI1', 10, 9606.0), '23322': ('RPGRIP1L', 6, 9606.0), '51259': ('TMEM216', 2, 9606.0)}	607
23066239	PMC3467917	2	2	{'2121': ('EVC', 1, 9606.0), '132884': ('EVC2', 1, 9606.0)}	11
22903559	PMC3477483	183	4	{'2737': ('GLI3', 171, 9606.0), '1387': ('CREBBP', 9, 9606.0), '8838': ('CCN6', 2, 9606.0), '134864': ('TAAR1', 1, 9606.0)}	667
25267529	PMC4256830	50	11	{'2737': ('GLI3', 38, 9606.0), '3239': ('HOXD13', 1, 9606.0), '7783': ('ZP2', 1, 9606.0), '2192': ('FBLN1', 1, 9606.0), '6469': ('SHH', 1, 9606.0), '3230': ('HOXD@', 3, 9606.0), '2253': ('FGF8', 1, 9606.0), '2249': ('FGF4', 1, 9606.0), '26585': ('GREM1', 1, 9606.0), '9464': ('HAND2', 1, 9606.0), '182': ('JAG1', 1, 9606.0)}	580
25717468	PMC4324078	156	37	{'6469': ('SHH', 42, 9606.0), '2737': ('GLI3', 20, 9606.0), '2735': ('GLI1', 3, 9606.0), '374654': ('KIF7', 4, 9606.0), '57560': ('IFT80', 2, 9606.0), '157657': ('C8orf37', 2, 9606.0), '219844': ('HYLS1', 1, 9606.0), '79583': ('TMEM231', 1, 9606.0), '65062': ('TMEM237', 2, 9606.0), '8195': ('MKKS', 5, 9606.0), '80776': ('B9D2', 1, 9606.0), '80184': ('CEP290', 2, 9606.0), '4750': ('NEK1', 2, 9606.0), '79659': ('DYNC2H1', 1, 9606.0), '237222': ('Ofd1', 3, 10090.0), '14183': ('Fgfr2', 6, 10090.0), '51715': ('RAB23', 2, 9606.0), '10682': ('EBP', 1, 9606.0), '14563': ('Gdf5', 5, 10090.0), '14634': ('Gli3', 7, 10090.0), '3209': ('HOXA13', 1, 9606.0), '56623': ('INPP5E', 1, 9606.0), '7046': ('TGFBR1', 1, 9606.0), '7048': ('TGFBR2', 1, 9606.0), '5296': ('PIK3R2', 2, 9606.0), '207': ('AKT1', 1, 9606.0), '3630': ('INS', 1, 9606.0), '7700': ('ZNF141', 2, 9606.0), '56873': ('Lmbr1', 4, 0.0), '2719': ('GPC3', 1, 9606.0), '26040': ('SETBP1', 1, 9606.0), '13360': ('Dhcr7', 4, 10090.0), '6926': ('TBX3', 4, 9606.0), '5727': ('PTCH1', 8, 9606.0), '6608': ('SMO', 6, 9606.0), '7040': ('TGFB1', 2, 9606.0), '33196': ('smo', 4, 7227.0)}	7
27795653	PMC5015569	0	0	{}	382
