PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
37480029	PMC10362747	84	4	{'114548': ('DFNA34', 51, 9606.0), '57379': ('AICDA', 31, 9606.0), '1401': ('CRP', 1, 9606.0), '6287': ('SAA@', 1, 0.0)}	140
37598239	PMC10439952	382	48	{'114548': ('DFNA34', 34, 9606.0), '216799': ('Nlrp3', 72, 10090.0), '12362': ('Casp1', 16, 10090.0), '16176': ('Il1b', 55, 10090.0), '16173': ('Il18', 6, 10090.0), '834': ('CASP1', 19, 9606.0), '3553': ('IL1B', 20, 9606.0), '3606': ('IL18', 7, 9606.0), '69146': ('Gsdmd', 5, 10090.0), '3552': ('IL1A', 4, 9606.0), '4790': ('NFKB1', 2, 9606.0), '21898': ('Tlr4', 3, 10090.0), '7099': ('TLR4', 3, 9606.0), '29108': ('PYCARD', 4, 9606.0), '66824': ('Pycard', 9, 10090.0), '195046': ('Nlrp1a', 2, 10090.0), '268973': ('Nlrc4', 2, 10090.0), '383619': ('Aim2', 2, 10090.0), '7124': ('TNF', 3, 9606.0), '16175': ('Il1a', 2, 10090.0), '21926': ('Tnf', 2, 10090.0), '111343': ('Il1', 2, 10090.0), '11461': ('Actb', 2, 10090.0), '6281': ('S100A10', 6, 9606.0), '4050': ('LTB', 1, 9606.0), '51673': ('TPPP3', 1, 9606.0), '76282': ('Gpt', 10, 10090.0), '11475': ('Acta2', 4, 10090.0), '14219': ('Ccn2', 3, 10090.0), '17523': ('Mpo', 5, 10090.0), '19713': ('Ret', 5, 10090.0), '16171': ('Il17a', 6, 10090.0), '282665': ('Serpinb1-ps1', 39, 10090.0), '12525': ('Cd8a', 4, 10090.0), '16193': ('Il6', 2, 10090.0), '16153': ('Il10', 2, 10090.0), '105243590': ('LOC105243590', 1, 10090.0), '16016': ('Ighg2b', 1, 10090.0), '16059': ('Igh-V7183', 2, 10090.0), '22861': ('NLRP1', 2, 9606.0), '58484': ('NLRC4', 3, 9606.0), '9447': ('AIM2', 3, 9606.0), '12504': ('Cd4', 1, 10090.0), '16184': ('Il2ra', 1, 10090.0), '16183': ('Il2', 1, 10090.0), '12501': ('Cd3e', 1, 10090.0), '12487': ('Cd28', 1, 10090.0), '21803': ('Tgfb1', 1, 10090.0)}	285
37622117	PMC10445124	298	47	{'216799': ('Nlrp3', 90, 10090.0), '14723': ('Gp1ba', 40, 10090.0), '12362': ('Casp1', 17, 10090.0), '21803': ('Tgfb1', 17, 10090.0), '16153': ('Il10', 3, 10090.0), '12985': ('Csf3', 6, 10090.0), '16176': ('Il1b', 25, 10090.0), '287362': ('Nlrp3', 5, 10116.0), '12501': ('Cd3e', 4, 10090.0), '365367': ('Cd19', 1, 10116.0), '16399': ('Itga2b', 4, 10090.0), '11789': ('Apc', 5, 10090.0), '243816': ('Gp6', 2, 10090.0), '20344': ('Selp', 2, 10090.0), '104168': ('Rmp1', 1, 10090.0), '22042': ('Tfrc', 2, 10090.0), '14460': ('Gata1', 4, 10090.0), '14084': ('Faf1', 1, 10090.0), '109615': ('Fcr', 1, 10090.0), '16411': ('Itgax', 4, 10090.0), '233186': ('Siglecf', 4, 10090.0), '17067': ('Ly6c1', 2, 10090.0), '546644': ('Ly6g', 5, 10090.0), '12478': ('Cd19', 3, 10090.0), '56760': ('Clec1b', 3, 10090.0), '19264': ('Ptprc', 3, 10090.0), '56744': ('Pf4', 1, 10090.0), '13857': ('Epor', 1, 10090.0), '13856': ('Epo', 6, 10090.0), '235505': ('Cd109', 2, 10090.0), '20202': ('S100a9', 1, 10090.0), '16416': ('Itgb3', 1, 10090.0), '12944': ('Crp', 2, 10090.0), '14061': ('F2', 2, 10090.0), '110453': ('Ly6b', 2, 10090.0), '20296': ('Ccl2', 3, 10090.0), '16193': ('Il6', 2, 10090.0), '16183': ('Il2', 2, 10090.0), '14825': ('Cxcl1', 1, 10090.0), '20302': ('Ccl3', 2, 10090.0), '20303': ('Ccl4', 2, 10090.0), '21926': ('Tnf', 2, 10090.0), '20310': ('Cxcl2', 2, 10090.0), '20304': ('Ccl5', 2, 10090.0), '18033': ('Nfkb1', 1, 10090.0), '195046': ('Nlrp1a', 1, 10090.0), '16173': ('Il18', 6, 10090.0)}	504
38034538	PMC10685903	202	41	{'57379': ('AICDA', 3, 9606.0), '3586': ('IL10', 5, 9606.0), '91662': ('NLRP12', 9, 9606.0), '6773': ('STAT2', 4, 9606.0), '732': ('C8B', 5, 9606.0), '9663': ('LPIN2', 9, 9606.0), '58484': ('NLRC4', 5, 9606.0), '5696': ('PSMB8', 7, 9606.0), '5551': ('PRF1', 4, 9606.0), '79092': ('CARD14', 5, 9606.0), '64135': ('IFIH1', 6, 9606.0), '1130': ('LYST', 7, 9606.0), '10725': ('NFAT5', 5, 9606.0), '5336': ('PLCG2', 6, 9606.0), '1314': ('COPA', 4, 9606.0), '149233': ('IL23R', 7, 9606.0), '6813': ('STXBP2', 4, 9606.0), '26525': ('IL36RN', 5, 9606.0), '3716': ('JAK1', 4, 9606.0), '23586': ('DDX58', 5, 9606.0), '144811': ('LACC1', 7, 9606.0), '987': ('LRBA', 4, 9606.0), '8792': ('TNFRSF11A', 4, 9606.0), '5745': ('PTH1R', 7, 9606.0), '6775': ('STAT4', 5, 9606.0), '7133': ('TNFRSF1B', 5, 9606.0), '7128': ('TNFAIP3', 4, 9606.0), '11277': ('TREX1', 7, 9606.0), '9056': ('SLC7A7', 4, 9606.0), '3553': ('IL1B', 20, 9606.0), '1401': ('CRP', 9, 9606.0), '114548': ('DFNA34', 2, 9606.0), '7132': ('TNFRSF1A', 1, 9606.0), '4598': ('MVK', 1, 9606.0), '4210': ('MEFV', 1, 9606.0), '3552': ('IL1A', 1, 9606.0), '3606': ('IL18', 1, 9606.0), '3569': ('IL6', 7, 9606.0), '7124': ('TNF', 1, 9606.0), '3439': ('IFNA1', 1, 9606.0), '1119': ('CHKA', 1, 9606.0)}	93
38137656	PMC10744315	23	1	{'3552': ('IL1A', 23, 9606.0)}	471
37747561	PMC10796580	146	7	{'3553': ('IL1B', 27, 9606.0), '4210': ('MEFV', 90, 9606.0), '114548': ('DFNA34', 15, 9606.0), '7132': ('TNFRSF1A', 8, 9606.0), '4598': ('MVK', 4, 9606.0), '1401': ('CRP', 1, 9606.0), '6287': ('SAA@', 1, 0.0)}	263
38343435	PMC10853347	351	24	{'114548': ('DFNA34', 121, 9606.0), '91662': ('NLRP12', 130, 9606.0), '57379': ('AICDA', 48, 9606.0), '4210': ('MEFV', 1, 9606.0), '7132': ('TNFRSF1A', 1, 9606.0), '4598': ('MVK', 1, 9606.0), '64127': ('NOD2', 8, 9606.0), '1401': ('CRP', 4, 9606.0), '3559': ('IL2RA', 1, 9606.0), '3593': ('IL12B', 1, 9606.0), '3439': ('IFNA1', 1, 9606.0), '3565': ('IL4', 1, 9606.0), '3567': ('IL5', 1, 9606.0), '3586': ('IL10', 5, 9606.0), '3596': ('IL13', 1, 9606.0), '3553': ('IL1B', 14, 9606.0), '3569': ('IL6', 1, 9606.0), '3576': ('CXCL8', 1, 9606.0), '7124': ('TNF', 1, 9606.0), '3558': ('IL2', 1, 9606.0), '3605': ('IL17A', 1, 9606.0), '834': ('CASP1', 3, 9606.0), '3606': ('IL18', 3, 9606.0), '29108': ('PYCARD', 1, 9606.0)}	268
19364881	PMC2715029	393	35	{'114548': ('DFNA34', 51, 9606.0), '3553': ('IL1B', 55, 9606.0), '16176': ('Il1b', 57, 10090.0), '216799': ('Nlrp3', 71, 10090.0), '834': ('CASP1', 12, 9606.0), '29108': ('PYCARD', 14, 9606.0), '653820': ('FAM72B', 3, 9606.0), '100503895': ('Tpsab1', 3, 10090.0), '5788': ('PTPRC', 2, 9606.0), '3815': ('KIT', 2, 9606.0), '12362': ('Casp1', 14, 10090.0), '66824': ('Pycard', 17, 10090.0), '18033': ('Nfkb1', 8, 10090.0), '21898': ('Tlr4', 3, 10090.0), '14433': ('Gapdh', 2, 10090.0), '21926': ('Tnf', 4, 10090.0), '16193': ('Il6', 4, 10090.0), '76055': ('Oga', 1, 10090.0), '30877': ('Gnl3', 4, 10090.0), '170743': ('Tlr7', 7, 10090.0), '7124': ('TNF', 3, 9606.0), '3569': ('IL6', 3, 9606.0), '10724': ('OGA', 2, 9606.0), '18439': ('P2rx7', 17, 10090.0), '268973': ('Nlrc4', 7, 10090.0), '13184': ('Dcpp1', 3, 10090.0), '4254': ('KITLG', 2, 9606.0), '4790': ('NFKB1', 2, 9606.0), '54483': ('Mefv', 7, 10090.0), '108900': ('Fam72a', 1, 10090.0), '546644': ('Ly6g', 3, 10090.0), '55991': ('Panx1', 4, 10090.0), '3562': ('IL3', 2, 9606.0), '8517': ('IKBKG', 2, 9606.0), '19264': ('Ptprc', 1, 10090.0)}	429
19707454	PMC2727888	167	18	{'114548': ('DFNA34', 55, 9606.0), '3553': ('IL1B', 26, 9606.0), '3552': ('IL1A', 40, 9606.0), '3557': ('IL1RN', 4, 9606.0), '1401': ('CRP', 8, 9606.0), '29108': ('PYCARD', 5, 9606.0), '834': ('CASP1', 5, 9606.0), '8767': ('RIPK2', 1, 9606.0), '4790': ('NFKB1', 3, 9606.0), '3606': ('IL18', 1, 9606.0), '22900': ('CARD8', 4, 9606.0), '7124': ('TNF', 2, 9606.0), '325': ('APCS', 1, 9606.0), '3556': ('IL1RAP', 1, 9606.0), '4706': ('NDUFAB1', 1, 9606.0), '6287': ('SAA@', 4, 0.0), '3569': ('IL6', 2, 9606.0), '4210': ('MEFV', 4, 9606.0)}	304
21539753	PMC3014922	4	2	{'7132': ('TNFRSF1A', 2, 9606.0), '4210': ('MEFV', 2, 9606.0)}	363
