PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
36892739	PMC10105681	94	7	{'3479': ('IGF1', 40, 9606.0), '3630': ('INS', 32, 9606.0), '2690': ('GHR', 2, 9606.0), '8836': ('GGH', 15, 9606.0), '4018': ('LPA', 1, 9606.0), '26503': ('SLC17A5', 2, 9606.0), '2740': ('GLP1R', 2, 9606.0)}	747
36882643	PMC10239382	505	46	{'2688': ('GH1', 47, 9606.0), '3630': ('INS', 155, 9606.0), '3479': ('IGF1', 62, 9606.0), '2690': ('GHR', 5, 9606.0), '6750': ('SST', 14, 9606.0), '5588': ('PRKCQ', 3, 9606.0), '3667': ('IRS1', 3, 9606.0), '5295': ('PIK3R1', 8, 9606.0), '2185': ('PTK2B', 1, 9606.0), '6517': ('SLC2A4', 3, 9606.0), '14599': ('Gh', 41, 10090.0), '16956': ('Lpl', 6, 10090.0), '14104': ('Fasn', 4, 10090.0), '16890': ('Lipe', 3, 10090.0), '18708': ('Pik3r1', 9, 10090.0), '16846': ('Lep', 4, 10090.0), '11450': ('Adipoq', 9, 10090.0), '59027': ('Nampt', 8, 10090.0), '20296': ('Ccl2', 5, 10090.0), '22339': ('Vegfa', 4, 10090.0), '16193': ('Il6', 3, 10090.0), '16367': ('Irs1', 8, 10090.0), '16337': ('Insr', 3, 10090.0), '2641': ('GCG', 6, 9606.0), '3480': ('IGF1R', 11, 9606.0), '3643': ('INSR', 3, 9606.0), '16000': ('Igf1', 10, 10090.0), '8660': ('IRS2', 2, 9606.0), '25040': ('Gip', 3, 10116.0), '6746': ('SSR2', 6, 9606.0), '361233': ('Ssr1', 5, 0.0), '24952': ('Gcg', 7, 10116.0), '54305': ('Sstr2', 1, 10116.0), '25354': ('Sstr5', 1, 10116.0), '171044': ('Sstr3', 1, 10116.0), '81784': ('Ssr3', 3, 0.0), '5617': ('PRL', 3, 9606.0), '5468': ('PPARG', 4, 9606.0), '1499': ('CTNNB1', 1, 9606.0), '20528': ('Slc2a4', 4, 10090.0), '18761': ('Prkcq', 7, 10090.0), '14526': ('Gcg', 9, 10090.0), '14600': ('Ghr', 2, 10090.0), '66256': ('Ssr2', 4, 10090.0), '14607': ('Gip', 3, 10090.0), '2740': ('GLP1R', 1, 9606.0)}	52
36762426	PMC10313765	214	20	{'14599': ('Gh', 60, 10090.0), '2690': ('GHR', 10, 9606.0), '525303': ('GGH', 2, 9913.0), '2688': ('GH1', 38, 9606.0), '14600': ('Ghr', 28, 10090.0), '3479': ('IGF1', 3, 9606.0), '3630': ('INS', 9, 9606.0), '16452': ('Jak2', 2, 10090.0), '20850': ('Stat5a', 14, 10090.0), '11595': ('Acan', 7, 10090.0), '12845': ('Comp', 6, 10090.0), '12824': ('Col2a1', 6, 10090.0), '12813': ('Col10a1', 6, 10090.0), '23794': ('Adamts5', 4, 10090.0), '17386': ('Mmp13', 4, 10090.0), '16000': ('Igf1', 9, 10090.0), '7124': ('TNF', 1, 9606.0), '16176': ('Il1b', 1, 10090.0), '19116': ('Prlr', 2, 10090.0), '11461': ('Actb', 2, 10090.0)}	35
37104943	PMC10505545	257	6	{'2688': ('GH1', 118, 9606.0), '3479': ('IGF1', 65, 9606.0), '3630': ('INS', 17, 9606.0), '7360': ('UGP2', 10, 9606.0), '1476': ('CSTB', 26, 9606.0), '501': ('ALDH7A1', 21, 9606.0)}	196
37319438	PMC10655542	23	1	{'3479': ('IGF1', 23, 9606.0)}	745
38465009	PMC10924612	73	7	{'2688': ('GH1', 37, 9606.0), '3479': ('IGF1', 25, 9606.0), '2691': ('GHRH', 3, 9606.0), '5617': ('PRL', 5, 9606.0), '22': ('ABCB7', 1, 9606.0), '3630': ('INS', 1, 9606.0), '2690': ('GHR', 1, 9606.0)}	912
18578866	PMC2459162	229	21	{'2688': ('GH1', 116, 9606.0), '2691': ('GHRH', 15, 9606.0), '3479': ('IGF1', 38, 9606.0), '5972': ('REN', 1, 9606.0), '3630': ('INS', 8, 9606.0), '1511': ('CTSG', 2, 9606.0), '5443': ('POMC', 5, 9606.0), '5617': ('PRL', 7, 9606.0), '2778': ('GNAS', 1, 9606.0), '107': ('ADCY1', 1, 9606.0), '9232': ('PTTG1', 3, 9606.0), '2247': ('FGF2', 2, 9606.0), '4221': ('MEN1', 1, 9606.0), '5573': ('PRKAR1A', 2, 9606.0), '9049': ('AIP', 6, 9606.0), '2690': ('GHR', 7, 9606.0), '3486': ('IGFBP3', 1, 9606.0), '2796': ('GNRH1', 4, 9606.0), '7200': ('TRH', 3, 9606.0), '1392': ('CRH', 4, 9606.0), '6750': ('SST', 2, 9606.0)}	538
17722273	PMC2676637	436	27	{'2688': ('GH1', 189, 9606.0), '3479': ('IGF1', 78, 9606.0), '6750': ('SST', 28, 9606.0), '3630': ('INS', 35, 9606.0), '2690': ('GHR', 33, 9606.0), '2691': ('GHRH', 6, 9606.0), '3486': ('IGFBP3', 2, 9606.0), '5617': ('PRL', 4, 9606.0), '14599': ('Gh', 5, 10090.0), '14600': ('Ghr', 7, 10090.0), '16000': ('Igf1', 5, 10090.0), '3717': ('JAK2', 5, 9606.0), '7294': ('TXK', 2, 9606.0), '6776': ('STAT5A', 1, 9606.0), '3376': ('IARS1', 1, 9606.0), '112476': ('PRRT2', 1, 9606.0), '5618': ('PRLR', 1, 9606.0), '25455': ('Ggh', 2, 10116.0), '2875': ('GPT', 1, 9606.0), '1401': ('CRP', 5, 9606.0), '3569': ('IL6', 4, 9606.0), '3952': ('LEP', 5, 9606.0), '5741': ('PTH', 5, 9606.0), '885': ('CCK', 4, 9606.0), '2520': ('GAST', 2, 9606.0), '5539': ('PPY', 2, 9606.0), '338': ('APOB', 3, 9606.0)}	171
21283519	PMC3023710	330	20	{'14599': ('Gh', 125, 10090.0), '15200': ('Hbegf', 37, 10090.0), '16000': ('Igf1', 29, 10090.0), '3630': ('INS', 92, 9606.0), '8836': ('GGH', 11, 9606.0), '14601': ('Ghrh', 4, 10090.0), '15452': ('Hprt', 1, 10090.0), '19109': ('Prl', 8, 10090.0), '18976': ('Pomc', 2, 10090.0), '5617': ('PRL', 1, 9606.0), '268373': ('Ppia', 2, 10090.0), '14433': ('Gapdh', 1, 10090.0), '16846': ('Lep', 3, 10090.0), '14308': ('Fshb', 1, 10090.0), '16334': ('Ins2', 4, 10090.0), '14602': ('Ghrhr', 1, 10090.0), '14600': ('Ghr', 4, 10090.0), '2690': ('GHR', 1, 9606.0), '20850': ('Stat5a', 2, 10090.0), '20851': ('Stat5b', 1, 10090.0)}	595
21493729	PMC3118490	86	5	{'8836': ('GGH', 39, 9606.0), '3479': ('IGF1', 35, 9606.0), '5617': ('PRL', 5, 9606.0), '5443': ('POMC', 6, 9606.0), '7252': ('TSHB', 1, 9606.0)}	796
