PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
38274866	PMC10809326	3	2	{'2260': ('FGFR1', 1, 9606.0), '2263': ('FGFR2', 2, 9606.0)}	531
19753208	PMC2739546	3	1	{'7291': ('TWIST1', 3, 9606.0)}	87
20585360	PMC2878673	34	6	{'2688': ('GH1', 10, 9606.0), '3630': ('INS', 4, 9606.0), '2263': ('FGFR2', 9, 9606.0), '3479': ('IGF1', 5, 9606.0), '3486': ('IGFBP3', 4, 9606.0), '8836': ('GGH', 2, 9606.0)}	579
19755431	PMC2991042	127	36	{'2263': ('FGFR2', 14, 9606.0), '2261': ('FGFR3', 7, 9606.0), '7291': ('TWIST1', 8, 9606.0), '5979': ('RET', 1, 9606.0), '4760': ('NEUROD1', 1, 9606.0), '2260': ('FGFR1', 3, 9606.0), '2597': ('GAPDH', 3, 9606.0), '3113': ('HLA-DPA1', 3, 9606.0), '4312': ('MMP1', 9, 9606.0), '7048': ('TGFBR2', 4, 9606.0), '9659': ('PDE4DIP', 1, 9606.0), '445': ('ASS1', 1, 9606.0), '3600': ('IL15', 3, 9606.0), '22801': ('ITGA11', 4, 9606.0), '9124': ('PDLIM1', 1, 9606.0), '57619': ('SHROOM3', 6, 9606.0), '11075': ('STMN2', 6, 9606.0), '7164': ('TPD52L1', 1, 9606.0), '771': ('CA12', 1, 9606.0), '131566': ('DCBLD2', 3, 9606.0), '10521': ('DDX17', 1, 9606.0), '1794': ('DOCK2', 1, 9606.0), '8091': ('HMGA2', 1, 9606.0), '3673': ('ITGA2', 4, 9606.0), '3655': ('ITGA6', 4, 9606.0), '4493': ('MT1E', 1, 9606.0), '4883': ('NPR3', 2, 9606.0), '22822': ('PHLDA1', 1, 9606.0), '5420': ('PODXL', 2, 9606.0), '9693': ('RAPGEF2', 3, 9606.0), '10253': ('SPRY2', 3, 9606.0), '7056': ('THBD', 2, 9606.0), '14183': ('Fgfr2', 8, 10090.0), '14184': ('Fgfr3', 4, 10090.0), '22160': ('Twist1', 8, 10090.0), '6696': ('SPP1', 2, 9606.0)}	265
21189955	PMC3004491	32	3	{'2263': ('FGFR2', 19, 9606.0), '2260': ('FGFR1', 6, 9606.0), '250': ('ALPP', 7, 9606.0)}	231
21253317	PMC3021728	20	1	{'6299': ('SALL1', 20, 9606.0)}	937
21655026	PMC3101763	0	0	{}	788
21897525	PMC3161479	0	0	{}	998
21911986	PMC3183683	0	0	{}	325
22114439	PMC3220155	3	2	{'2263': ('FGFR2', 2, 9606.0), '2261': ('FGFR3', 1, 9606.0)}	81
22011964	PMC3252498	1	1	{'7291': ('TWIST1', 1, 9606.0)}	149
21412941	PMC3429868	74	8	{'51715': ('RAB23', 51, 9606.0), '3267': ('AGFG1', 10, 9606.0), '6010': ('RHO', 1, 9606.0), '3043': ('HBB', 1, 9606.0), '6663': ('SOX10', 1, 9606.0), '2737': ('GLI3', 6, 9606.0), '5864': ('RAB3A', 2, 9606.0), '5878': ('RAB5C', 2, 9606.0)}	170
23509643	PMC3594931	42	2	{'1947': ('EFNB1', 41, 9606.0), '7294': ('TXK', 1, 9606.0)}	400
23593218	PMC3617104	212	44	{'2263': ('FGFR2', 34, 9606.0), '14183': ('Fgfr2', 39, 10090.0), '14173': ('Fgf2', 4, 10090.0), '2247': ('FGF2', 25, 9606.0), '161497': ('STRC', 19, 9606.0), '140476': ('Strc', 18, 0.0), '1431': ('CS', 1, 9606.0), '5293': ('PIK3CD', 2, 9606.0), '14433': ('Gapdh', 1, 10090.0), '15288': ('Hmbs', 1, 10090.0), '3251': ('HPRT1', 1, 9606.0), '66945': ('Sdha', 1, 10090.0), '22631': ('Ywhaz', 1, 10090.0), '6908': ('TBP', 1, 9606.0), '22154': ('Tubb5', 1, 10090.0), '6941': ('TCF19', 12, 9606.0), '106795': ('Tcf19', 2, 10090.0), '16059': ('Igh-V7183', 1, 10090.0), '1848': ('DUSP6', 2, 9606.0), '9448': ('MAP4K4', 2, 9606.0), '5922': ('RASA2', 1, 9606.0), '3673': ('ITGA2', 2, 9606.0), '207': ('AKT1', 1, 9606.0), '3598': ('IL13RA2', 1, 9606.0), '6670': ('SP3', 1, 9606.0), '6667': ('SP1', 1, 9606.0), '9575': ('CLOCK', 1, 9606.0), '6774': ('STAT3', 1, 9606.0), '7917': ('BAG6', 5, 9606.0), '50785': ('Hs6st1', 2, 0.0), '15061': ('Ifi44l', 2, 10090.0), '5983': ('RFC3', 5, 9606.0), '76846': ('Rps9', 2, 10090.0), '3665': ('IRF7', 1, 9606.0), '3659': ('IRF1', 1, 9606.0), '1029': ('CDKN2A', 1, 9606.0), '9081': ('PRY', 1, 9606.0), '1595': ('CYP51A1', 5, 9606.0), '58504': ('ARHGAP22', 1, 9606.0), '148206': ('ZNF714', 1, 9606.0), '55814': ('BDP1', 5, 9606.0), '6781': ('STC1', 1, 9606.0), '224727': ('Bag6', 1, 10090.0), '69263': ('Rfc3', 1, 10090.0)}	430
23986840	PMC3738349	14	2	{'2261': ('FGFR3', 10, 9606.0), '2263': ('FGFR2', 4, 9606.0)}	559
24027687	PMC3761981	5	2	{'2263': ('FGFR2', 4, 9606.0), '5447': ('POR', 1, 9606.0)}	33
24145799	PMC3828518	309	36	{'14179': ('Fgf8', 23, 10090.0), '14165': ('Fgf10', 32, 10090.0), '2263': ('FGFR2', 7, 9606.0), '12505': ('Cd44', 4, 10090.0), '17921': ('Myo7a', 1, 10090.0), '20674': ('Sox2', 1, 10090.0), '18053': ('Ngfr', 4, 10090.0), '14174': ('Fgf3', 9, 10090.0), '2253': ('FGF8', 20, 9606.0), '84489': ('Fgfr3', 3, 10116.0), '14184': ('Fgfr3', 21, 10090.0), '2261': ('FGFR3', 21, 9606.0), '24064': ('Spry2', 10, 10090.0), '960': ('CD44', 16, 9606.0), '266714': ('Myo7a', 3, 10116.0), '6657': ('SOX2', 9, 9606.0), '24596': ('Ngfr', 2, 10116.0), '20193': ('S100a1', 1, 10090.0), '15214': ('Hey2', 4, 10090.0), '18612': ('Etv4', 10, 10090.0), '104156': ('Etv5', 2, 10090.0), '24063': ('Spry1', 7, 10090.0), '14180': ('Fgf9', 10, 10090.0), '80857': ('Fgf20', 8, 10090.0), '2255': ('FGF10', 58, 9606.0), '2260': ('FGFR1', 3, 9606.0), '29349': ('Fgf8', 2, 10116.0), '25443': ('Fgf10', 2, 10116.0), '79114': ('Fgfr1', 1, 10116.0), '54250': ('Fgf2', 2, 10116.0), '15228': ('Foxg1', 1, 10090.0), '474': ('ATOH1', 2, 9606.0), '25406': ('Cd44', 4, 10116.0), '499593': ('Sox2', 3, 10116.0), '14182': ('Fgfr1', 1, 10090.0), '14183': ('Fgfr2', 2, 10090.0)}	610
24891917	PMC4040047	4	2	{'2260': ('FGFR1', 2, 9606.0), '2263': ('FGFR2', 2, 9606.0)}	941
25191197	PMC4141395	1	1	{'2247': ('FGF2', 1, 9606.0)}	881
25885736	PMC4173504	2	1	{'2263': ('FGFR2', 2, 9606.0)}	637
25565733	PMC4184321	10	1	{'7291': ('TWIST1', 10, 9606.0)}	101
25489515	PMC4238339	3	1	{'2263': ('FGFR2', 3, 9606.0)}	680
25606386	PMC4287793	59	3	{'1947': ('EFNB1', 53, 9606.0), '6124': ('RPL4', 3, 9606.0), '4946': ('OAZ1', 3, 9606.0)}	168
19089249	PMC4327301	2	1	{'2263': ('FGFR2', 2, 9606.0)}	875
27896051	PMC5121281	45	4	{'2260': ('FGFR1', 40, 9606.0), '7294': ('TXK', 2, 9606.0), '2539': ('G6PD', 1, 9606.0), '472': ('ATM', 2, 9606.0)}	309
28298794	PMC5341658	1	1	{'2263': ('FGFR2', 1, 9606.0)}	686
28288674	PMC5348910	109	15	{'5447': ('POR', 42, 9606.0), '1555': ('CYP2B6', 32, 9606.0), '2263': ('FGFR2', 1, 9606.0), '4051': ('CYP4F3', 1, 9606.0), '1589': ('CYP21A2', 5, 9606.0), '5443': ('POMC', 9, 9606.0), '6462': ('SHBG', 1, 9606.0), '1586': ('CYP17A1', 3, 9606.0), '1588': ('CYP19A1', 4, 9606.0), '1595': ('CYP51A1', 3, 9606.0), '1592': ('CYP26A1', 1, 9606.0), '1544': ('CYP1A2', 2, 9606.0), '1557': ('CYP2C19', 1, 9606.0), '1565': ('CYP2D6', 2, 9606.0), '1576': ('CYP3A4', 2, 9606.0)}	424
28811814	PMC5510146	2	1	{'2263': ('FGFR2', 2, 9606.0)}	880
24334858	PMC5586884	5	2	{'2263': ('FGFR2', 1, 9606.0), '5447': ('POR', 4, 9606.0)}	218
28841001	PMC5587836	45	6	{'5447': ('POR', 26, 9606.0), '2263': ('FGFR2', 13, 9606.0), '5979': ('RET', 1, 9606.0), '1586': ('CYP17A1', 1, 9606.0), '1588': ('CYP19A1', 1, 9606.0), '5443': ('POMC', 3, 9606.0)}	267
29085273	PMC5654191	3	1	{'2263': ('FGFR2', 3, 9606.0)}	718
29665811	PMC5905175	251	16	{'50706': ('Postn', 67, 10090.0), '22160': ('Twist1', 47, 10090.0), '7291': ('TWIST1', 21, 9606.0), '10631': ('POSTN', 37, 9606.0), '12097': ('Bglap2', 7, 10090.0), '22416': ('Wnt3a', 10, 10090.0), '22408': ('Wnt1', 9, 10090.0), '12387': ('Ctnnb1', 25, 10090.0), '12393': ('Runx2', 9, 10090.0), '22422': ('Wnt7b', 7, 10090.0), '11461': ('Actb', 3, 10090.0), '7045': ('TGFBI', 2, 9606.0), '10454': ('TAB1', 2, 9606.0), '56911': ('MAP3K7CL', 1, 9606.0), '6885': ('MAP3K7', 2, 9606.0), '74499': ('Sost', 2, 10090.0)}	734
29868125	PMC5966571	29	1	{'2263': ('FGFR2', 29, 9606.0)}	704
29848297	PMC5975660	63	4	{'2263': ('FGFR2', 44, 9606.0), '632': ('BGLAP', 9, 9606.0), '250': ('ALPP', 9, 9606.0), '2597': ('GAPDH', 1, 9606.0)}	765
30040876	PMC6175480	61	8	{'7291': ('TWIST1', 48, 9606.0), '2263': ('FGFR2', 2, 9606.0), '2261': ('FGFR3', 2, 9606.0), '4760': ('NEUROD1', 2, 9606.0), '6938': ('TCF12', 3, 9606.0), '10376': ('TUBA1B', 1, 9606.0), '1947': ('EFNB1', 2, 9606.0), '4091': ('SMAD6', 1, 9606.0)}	911
30719288	PMC6350211	81	9	{'2263': ('FGFR2', 72, 9606.0), '2260': ('FGFR1', 1, 9606.0), '2261': ('FGFR3', 1, 9606.0), '2264': ('FGFR4', 1, 9606.0), '53834': ('FGFRL1', 1, 9606.0), '7294': ('TXK', 1, 9606.0), '7441': ('VPREB1', 1, 9606.0), '632': ('BGLAP', 1, 9606.0), '846': ('CASR', 2, 9606.0)}	657
31871604	PMC6908957	4	1	{'2263': ('FGFR2', 4, 9606.0)}	993
31888681	PMC6937861	70	15	{'5443': ('POMC', 14, 9606.0), '5447': ('POR', 31, 9606.0), '2263': ('FGFR2', 2, 9606.0), '1586': ('CYP17A1', 3, 9606.0), '1588': ('CYP19A1', 6, 9606.0), '1595': ('CYP51A1', 1, 9606.0), '6713': ('SQLE', 1, 9606.0), '1544': ('CYP1A2', 1, 9606.0), '1559': ('CYP2C9', 1, 9606.0), '1557': ('CYP2C19', 1, 9606.0), '1565': ('CYP2D6', 1, 9606.0), '1576': ('CYP3A4', 1, 9606.0), '268': ('AMH', 5, 9606.0), '1589': ('CYP21A2', 1, 9606.0), '1511': ('CTSG', 1, 9606.0)}	79
32317492	PMC7350458	7	1	{'2263': ('FGFR2', 7, 9606.0)}	681
32848441	PMC7431167	19	2	{'2263': ('FGFR2', 15, 9606.0), '2260': ('FGFR1', 4, 9606.0)}	758
32983461	PMC7495869	6	2	{'2260': ('FGFR1', 4, 9606.0), '2263': ('FGFR2', 2, 9606.0)}	593
33194294	PMC7655990	1	1	{'2263': ('FGFR2', 1, 9606.0)}	802
34257781	PMC8260745	13	4	{'7291': ('TWIST1', 1, 9606.0), '2260': ('FGFR1', 2, 9606.0), '2263': ('FGFR2', 8, 9606.0), '2261': ('FGFR3', 2, 9606.0)}	371
34909104	PMC8641627	11	2	{'2263': ('FGFR2', 8, 9606.0), '2260': ('FGFR1', 3, 9606.0)}	562
34943318	PMC8700770	2	1	{'2263': ('FGFR2', 2, 9606.0)}	978
35070845	PMC8753478	90	8	{'5447': ('POR', 75, 9606.0), '2263': ('FGFR2', 6, 9606.0), '1586': ('CYP17A1', 2, 9606.0), '1589': ('CYP21A2', 2, 9606.0), '1595': ('CYP51A1', 1, 9606.0), '2597': ('GAPDH', 2, 9606.0), '4051': ('CYP4F3', 1, 9606.0), '286': ('ANK1', 1, 9606.0)}	658
35242254	PMC8857571	12	4	{'2263': ('FGFR2', 6, 9606.0), '7291': ('TWIST1', 1, 9606.0), '2200': ('FBN1', 1, 9606.0), '2261': ('FGFR3', 4, 9606.0)}	598
34904178	PMC8898243	79	4	{'6938': ('TCF12', 47, 9606.0), '5122': ('PCSK1', 18, 9606.0), '8535': ('CBX4', 8, 9606.0), '54760': ('PCSK4', 6, 9606.0)}	35
35235708	PMC9000941	28	4	{'2263': ('FGFR2', 24, 9606.0), '2261': ('FGFR3', 2, 9606.0), '7291': ('TWIST1', 1, 9606.0), '4488': ('MSX2', 1, 9606.0)}	375
