PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
30815509	PMC6383083	40	7	{'6536': ('SLC6A9', 11, 9606.0), '2731': ('GLDC', 1, 9606.0), '275': ('AMT', 1, 9606.0), '14664': ('Slc6a9', 22, 10090.0), '9152': ('SLC6A5', 3, 9606.0), '22882': ('ZHX2', 1, 9606.0), '4094': ('MAF', 1, 9606.0)}	1
972784	None	0	0	{}	9
6492293	None	0	0	{}	8
7409729	None	0	0	{}	15
7732609	None	0	0	{}	14
8312663	None	0	0	{}	13
8657542	None	0	0	{}	10
15246205	None	0	0	{}	12
22093602	None	0	0	{}	6
24880541	None	0	0	{}	2
36195292	None	5	2	{'6536': ('SLC6A9', 3, 9606.0), '2475': ('MTOR', 2, 9606.0)}	3
7876853	PMC1073319	0	0	{}	7
24334290	PMC3914472	15	6	{'11019': ('LIAS', 4, 9606.0), '388962': ('BOLA3', 4, 9606.0), '51218': ('GLRX5', 4, 9606.0), '275': ('AMT', 1, 9606.0), '2731': ('GLDC', 1, 9606.0), '2653': ('GCSH', 1, 9606.0)}	11
27773429	PMC5097939	8	2	{'14664': ('Slc6a9', 7, 10090.0), '9152': ('SLC6A5', 1, 9606.0)}	4
27797796	PMC5073615	0	0	{}	5
