PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
36923733	PMC10010685	39	5	{'5741': ('PTH', 23, 9606.0), '2778': ('GNAS', 12, 9606.0), '796': ('CALCA', 1, 9606.0), '107': ('ADCY1', 1, 9606.0), '7253': ('TSHR', 2, 9606.0)}	86
36669868	PMC10178786	104	9	{'2778': ('GNAS', 67, 9606.0), '5741': ('PTH', 13, 9606.0), '5744': ('PTHLH', 3, 9606.0), '2796': ('GNRH1', 1, 9606.0), '2691': ('GHRH', 1, 9606.0), '149775': ('GNAS-AS1', 10, 9606.0), '81027': ('TUBB1', 4, 9606.0), '1908': ('EDN3', 4, 9606.0), '442206': ('GPR166P', 1, 9606.0)}	565
38017366	PMC10686026	82	7	{'5741': ('PTH', 29, 9606.0), '2778': ('GNAS', 48, 9606.0), '149775': ('GNAS-AS1', 1, 9606.0), '2688': ('GH1', 1, 9606.0), '6549': ('SLC9A2', 1, 9606.0), '2272': ('FHIT', 1, 9606.0), '2691': ('GHRH', 1, 9606.0)}	956
15716624	PMC2808566	13	3	{'5741': ('PTH', 11, 9606.0), '2778': ('GNAS', 1, 9606.0), '5745': ('PTH1R', 1, 9606.0)}	832
21085533	PMC2981760	7	1	{'5741': ('PTH', 7, 9606.0)}	715
21060166	PMC2994178	1	1	{'5741': ('PTH', 1, 9606.0)}	158
22779017	PMC3388577	12	3	{'5741': ('PTH', 10, 9606.0), '213': ('ALB', 1, 9606.0), '5744': ('PTHLH', 1, 9606.0)}	705
23325976	PMC3543891	26	2	{'5741': ('PTH', 23, 9606.0), '2778': ('GNAS', 3, 9606.0)}	992
23754923	PMC3658254	55	4	{'5741': ('PTH', 32, 9606.0), '2691': ('GHRH', 3, 9606.0), '2778': ('GNAS', 19, 9606.0), '107': ('ADCY1', 1, 9606.0)}	575
24251164	PMC3830310	11	1	{'5741': ('PTH', 11, 9606.0)}	916
25802881	PMC4367083	137	18	{'2778': ('GNAS', 96, 9606.0), '5741': ('PTH', 6, 9606.0), '2691': ('GHRH', 2, 9606.0), '2796': ('GNRH1', 2, 9606.0), '441931': ('VN1R17P', 4, 9606.0), '820': ('CAMP', 4, 9606.0), '8802': ('SUCLG1', 5, 9606.0), '107146': ('Glyat', 1, 10090.0), '14673': ('Gna12', 1, 10090.0), '10672': ('GNA13', 2, 9606.0), '2776': ('GNAQ', 1, 9606.0), '2768': ('GNA12', 1, 9606.0), '10249': ('GLYAT', 1, 9606.0), '28907': ('IGKV5-2', 2, 9606.0), '28908': ('IGKV4-1', 2, 9606.0), '170589': ('GPHA2', 2, 9606.0), '930': ('CD19', 2, 9606.0), '14683': ('Gnas', 3, 10090.0)}	979
26401884	PMC4950054	17	2	{'2778': ('GNAS', 13, 9606.0), '5741': ('PTH', 4, 9606.0)}	760
27415614	PMC5026059	114	8	{'5745': ('PTH1R', 20, 9606.0), '5741': ('PTH', 81, 9606.0), '846': ('CASR', 2, 9606.0), '9247': ('GCM2', 2, 9606.0), '2767': ('GNA11', 1, 9606.0), '2778': ('GNAS', 6, 9606.0), '420401': ('PTH2R', 1, 0.0), '461008': ('PTH1R', 1, 0.0)}	749
28296742	PMC5369897	26	10	{'5741': ('PTH', 10, 9606.0), '2778': ('GNAS', 8, 9606.0), '6737': ('TRIM21', 1, 9606.0), '6741': ('SSB', 1, 9606.0), '55599': ('RNPC3', 1, 9606.0), '5657': ('PRTN3', 1, 9606.0), '174': ('AFP', 1, 9606.0), '94025': ('MUC16', 1, 9606.0), '2026': ('ENO2', 1, 9606.0), '796': ('CALCA', 1, 9606.0)}	206
29387507	PMC5786345	13	5	{'5741': ('PTH', 3, 9606.0), '2778': ('GNAS', 4, 9606.0), '10663': ('CXCR6', 1, 9606.0), '4879': ('NPPB', 3, 9606.0), '4160': ('MC4R', 2, 9606.0)}	33
29280743	PMC5790322	202	18	{'5741': ('PTH', 33, 9606.0), '5744': ('PTHLH', 14, 9606.0), '2778': ('GNAS', 102, 9606.0), '5573': ('PRKAR1A', 11, 9606.0), '5144': ('PDE4D', 11, 9606.0), '5139': ('PDE3A', 6, 9606.0), '2691': ('GHRH', 4, 9606.0), '5745': ('PTH1R', 6, 9606.0), '8675': ('STX16', 2, 9606.0), '8074': ('FGF23', 4, 9606.0), '2591': ('GALNT3', 1, 9606.0), '3239': ('HOXD13', 1, 9606.0), '7253': ('TSHR', 1, 9606.0), '796': ('CALCA', 2, 9606.0), '2641': ('GCG', 1, 9606.0), '2796': ('GNRH1', 1, 9606.0), '3952': ('LEP', 1, 9606.0), '112935892': ('LINC02605', 1, 9606.0)}	808
29033417	PMC5799077	2	1	{'5741': ('PTH', 2, 9606.0)}	545
31261478	PMC6603610	57	6	{'5741': ('PTH', 42, 9606.0), '5744': ('PTHLH', 2, 9606.0), '796': ('CALCA', 3, 9606.0), '2778': ('GNAS', 7, 9606.0), '2691': ('GHRH', 1, 9606.0), '5745': ('PTH1R', 2, 9606.0)}	134
31232956	PMC6636977	20	1	{'5741': ('PTH', 20, 9606.0)}	108
31145125	PMC6641088	148	14	{'5741': ('PTH', 35, 9606.0), '2778': ('GNAS', 40, 9606.0), '79447': ('PAGR1', 11, 9606.0), '2691': ('GHRH', 15, 9606.0), '4160': ('MC4R', 4, 9606.0), '17202': ('Mc4r', 1, 10090.0), '5744': ('PTHLH', 3, 9606.0), '8836': ('GGH', 21, 9606.0), '796': ('CALCA', 5, 9606.0), '2641': ('GCG', 2, 9606.0), '5443': ('POMC', 1, 9606.0), '8675': ('STX16', 4, 9606.0), '5573': ('PRKAR1A', 2, 9606.0), '5144': ('PDE4D', 4, 9606.0)}	857
31856822	PMC6923949	37	4	{'5741': ('PTH', 28, 9606.0), '2778': ('GNAS', 6, 9606.0), '250': ('ALPP', 1, 9606.0), '5286': ('PIK3C2A', 2, 9606.0)}	124
31892351	PMC6938634	22	6	{'2778': ('GNAS', 6, 9606.0), '5741': ('PTH', 10, 9606.0), '8675': ('STX16', 2, 9606.0), '149775': ('GNAS-AS1', 1, 9606.0), '14683': ('Gnas', 2, 10090.0), '228960': ('Stx16', 1, 10090.0)}	647
32715645	PMC7549567	16	4	{'5741': ('PTH', 7, 9606.0), '2778': ('GNAS', 6, 9606.0), '8675': ('STX16', 1, 9606.0), '281199': ('GLUL', 2, 9913.0)}	642
33224538	PMC7673925	26	6	{'5741': ('PTH', 7, 9606.0), '10663': ('CXCR6', 1, 9606.0), '2691': ('GHRH', 4, 9606.0), '2778': ('GNAS', 6, 9606.0), '2641': ('GCG', 1, 9606.0), '2688': ('GH1', 7, 9606.0)}	867
33422028	PMC7796383	51	8	{'2778': ('GNAS', 23, 9606.0), '5741': ('PTH', 11, 9606.0), '9890': ('PLPPR4', 4, 9606.0), '8836': ('GGH', 2, 9606.0), '5443': ('POMC', 4, 9606.0), '7173': ('TPO', 2, 9606.0), '7038': ('TG', 2, 9606.0), '2691': ('GHRH', 3, 9606.0)}	157
33663571	PMC7934261	84	11	{'2778': ('GNAS', 22, 9606.0), '5741': ('PTH', 23, 9606.0), '2691': ('GHRH', 10, 9606.0), '796': ('CALCA', 7, 9606.0), '2796': ('GNRH1', 7, 9606.0), '3630': ('INS', 4, 9606.0), '5144': ('PDE4D', 2, 9606.0), '5744': ('PTHLH', 3, 9606.0), '8836': ('GGH', 2, 9606.0), '3479': ('IGF1', 2, 9606.0), '250': ('ALPP', 2, 9606.0)}	748
33997150	PMC8100090	52	5	{'2778': ('GNAS', 38, 9606.0), '79447': ('PAGR1', 4, 9606.0), '5741': ('PTH', 6, 9606.0), '2597': ('GAPDH', 3, 9606.0), '2688': ('GH1', 1, 9606.0)}	985
33529330	PMC8118362	359	15	{'2778': ('GNAS', 188, 9606.0), '5741': ('PTH', 40, 9606.0), '8675': ('STX16', 15, 9606.0), '14683': ('Gnas', 93, 10090.0), '19227': ('Pthlh', 3, 10090.0), '19084': ('Prkar1a', 1, 10090.0), '238871': ('Pde4d', 3, 10090.0), '5139': ('PDE3A', 2, 9606.0), '9759': ('HDAC4', 2, 9606.0), '2641': ('GCG', 1, 9606.0), '796': ('CALCA', 1, 9606.0), '2691': ('GHRH', 3, 9606.0), '5744': ('PTHLH', 3, 9606.0), '228960': ('Stx16', 3, 10090.0), '7784': ('ZP3', 1, 9606.0)}	725
33179219	PMC8159830	130	10	{'2778': ('GNAS', 48, 9606.0), '5741': ('PTH', 28, 9606.0), '5744': ('PTHLH', 7, 9606.0), '5745': ('PTH1R', 5, 9606.0), '5573': ('PRKAR1A', 15, 9606.0), '5144': ('PDE4D', 17, 9606.0), '5139': ('PDE3A', 4, 9606.0), '796': ('CALCA', 2, 9606.0), '2691': ('GHRH', 1, 9606.0), '8675': ('STX16', 3, 9606.0)}	763
34373806	PMC8346226	38	11	{'5741': ('PTH', 18, 9606.0), '2778': ('GNAS', 7, 9606.0), '5573': ('PRKAR1A', 1, 9606.0), '5144': ('PDE4D', 1, 9606.0), '5139': ('PDE3A', 1, 9606.0), '151': ('ADRA2B', 1, 9606.0), '5443': ('POMC', 2, 9606.0), '2691': ('GHRH', 3, 9606.0), '551': ('AVP', 2, 9606.0), '79447': ('PAGR1', 1, 9606.0), '2688': ('GH1', 1, 9606.0)}	138
35145694	PMC8818286	20	7	{'2778': ('GNAS', 5, 9606.0), '5573': ('PRKAR1A', 1, 9606.0), '5144': ('PDE4D', 1, 9606.0), '5741': ('PTH', 10, 9606.0), '796': ('CALCA', 1, 9606.0), '6575': ('SLC20A2', 1, 9606.0), '5159': ('PDGFRB', 1, 9606.0)}	977
