PMID	PMCID	Num_Annotations	Num_Unique_Genes	Genes	ArticlePubmedRank
36902414	PMC10003148	230	26	{'23096': ('MRX78', 56, 9606.0), '685244': ('Iqsec2', 41, 0.0), '797187': ('iqsec2b', 10, 0.0), '245666': ('Iqsec2', 45, 10090.0), '382': ('ARF6', 22, 9606.0), '79121': ('Arf6', 1, 10116.0), '232227': ('Iqsec1', 2, 10090.0), '243621': ('Iqsec3', 5, 10090.0), '14459': ('Gast', 1, 10090.0), '13385': ('Dlg4', 4, 10090.0), '12314': ('Calm2', 2, 10090.0), '19353': ('Rac1', 2, 10090.0), '218397': ('Rasa1', 2, 10090.0), '26419': ('Mapk8', 2, 10090.0), '9267': ('CYTH1', 10, 9606.0), '108100': ('Baiap2', 3, 10090.0), '13664': ('Eif1a', 1, 10090.0), '11845': ('Arf6', 6, 10090.0), '64061': ('TSPYL2', 2, 9606.0), '20591': ('Kdm5c', 2, 10090.0), '268566': ('Gphn', 1, 10090.0), '23163': ('GGA3', 1, 9606.0), '14265': ('Fmr1', 4, 10090.0), '14450': ('Gart', 1, 10090.0), '336063': ('arf6a', 3, 7955.0), '3320': ('HSP90AA1', 1, 9606.0)}	845
36602746	PMC10415509	51	13	{'17345': ('Mki67', 19, 10090.0), '13193': ('Dcx', 10, 10090.0), '85358': ('SHANK3', 1, 9606.0), '83992': ('CTTNBP2', 2, 9606.0), '17257': ('Mecp2', 1, 10090.0), '71111': ('Gpr39', 1, 10090.0), '22782': ('Slc30a1', 1, 10090.0), '58234': ('Shank3', 5, 10090.0), '16846': ('Lep', 1, 10090.0), '192195': ('Ash1l', 2, 10090.0), '14265': ('Fmr1', 6, 10090.0), '22215': ('Ube3a', 1, 10090.0), '12064': ('Bdnf', 1, 10090.0)}	160
37340737	PMC10424664	85	26	{'5903': ('RANBP2', 6, 9606.0), '3552': ('IL1A', 3, 9606.0), '3569': ('IL6', 4, 9606.0), '2902': ('GRIN1', 2, 9606.0), '4340': ('MOG', 3, 9606.0), '6334': ('SCN8A', 4, 9606.0), '6925': ('TCF4', 3, 9606.0), '1161': ('ERCC8', 2, 9606.0), '2643': ('GCH1', 3, 9606.0), '1106': ('CHD2', 2, 9606.0), '2290': ('FOXG1', 4, 9606.0), '6323': ('SCN1A', 4, 9606.0), '6513': ('CSE', 2, 9606.0), '6812': ('STXBP1', 3, 9606.0), '5605': ('MAP2K2', 3, 9606.0), '1861': ('TOR1A', 2, 9606.0), '8831': ('SYNGAP1', 3, 9606.0), '2067': ('ERCC1', 1, 9606.0), '26503': ('SLC17A5', 13, 9606.0), '729838': ('GGTLC4P', 6, 9606.0), '2678': ('GGT1', 1, 9606.0), '3620': ('IDO1', 3, 9606.0), '4283': ('CXCL9', 2, 9606.0), '3627': ('CXCL10', 2, 9606.0), '1376': ('CPT2', 2, 9606.0), '135': ('ADORA2A', 2, 9606.0)}	719
38114951	PMC10729502	10	5	{'920': ('CD4', 3, 9606.0), '925': ('CD8A', 3, 9606.0), '673': ('BRAF', 1, 9606.0), '968': ('CD68', 2, 9606.0), '924': ('CD7', 1, 9606.0)}	772
19204795	PMC2635956	0	0	{}	322
20858261	PMC2946294	18	17	{'55871': ('CBWD1', 1, 9606.0), '349334': ('FOXD4L4', 1, 9606.0), '2298': ('FOXD4', 1, 9606.0), '200350': ('FOXD4L1', 1, 9606.0), '2306': ('FOXD2', 1, 9606.0), '7436': ('VLDLR', 1, 9606.0), '81704': ('DOCK8', 1, 9606.0), '1761': ('DMRT1', 1, 9606.0), '58524': ('DMRT3', 1, 9606.0), '10655': ('DMRT2', 2, 9606.0), '23189': ('KANK1', 1, 9606.0), '10209': ('EIF1', 1, 9606.0), '79365': ('BHLHE41', 1, 9606.0), '6595': ('SMARCA2', 1, 9606.0), '169522': ('KCNV2', 1, 9606.0), '2874': ('GPS2', 1, 9606.0), '10476': ('ATP5PD', 1, 9606.0)}	377
22129087	PMC3293070	29	11	{'16193': ('Il6', 8, 10090.0), '3569': ('IL6', 2, 9606.0), '12918': ('Crh', 7, 10090.0), '14129': ('Fcgr1', 1, 10090.0), '14127': ('Fcer1g', 1, 10090.0), '3146': ('HMGB1', 3, 9606.0), '21898': ('Tlr4', 1, 10090.0), '7124': ('TNF', 2, 9606.0), '7422': ('VEGFA', 1, 9606.0), '12064': ('Bdnf', 2, 10090.0), '2056': ('EPO', 1, 9606.0)}	43
22914087	PMC3448848	205	5	{'20265': ('Scn1a', 160, 10090.0), '20264': ('Scn10a', 1, 10090.0), '13390': ('Dlx1', 21, 0.0), '13392': ('Dlx1', 20, 0.0), '6323': ('SCN1A', 3, 9606.0)}	804
23755170	PMC3673987	0	0	{}	284
24622158	PMC3951190	1	1	{'2100': ('ESR2', 1, 9606.0)}	83
24794859	PMC4140467	180	20	{'3759': ('KCNJ2', 117, 9606.0), '858': ('CAV2', 15, 9606.0), '3766': ('KCNJ10', 12, 9606.0), '2597': ('GAPDH', 1, 9606.0), '13527': ('Dtna', 2, 10090.0), '19353': ('Rac1', 2, 10090.0), '11829': ('Aqp4', 2, 10090.0), '14609': ('Gja1', 3, 10090.0), '3773': ('KCNJ16', 5, 9606.0), '3805': ('KIR2DL4', 4, 9606.0), '10211': ('FLOT1', 2, 9606.0), '859': ('CAV3', 1, 9606.0), '16518': ('Kcnj2', 5, 10090.0), '16513': ('Kcnj10', 2, 10090.0), '16517': ('Kcnj16', 1, 10090.0), '6331': ('SCN5A', 2, 9606.0), '100049783': ('kcnj2.L', 1, 0.0), '3990': ('LIPC', 1, 9606.0), '12390': ('Cav2', 1, 10090.0), '3760': ('KCNJ3', 1, 9606.0)}	198
24207065	PMC4226210	0	0	{}	511
25551114	PMC4362096	0	0	{}	550
