gene_id	gene_symbol	count	tfidf	rank_tfidf
348	APOE	266	1.5449302623671908	1
338	APOB	119	0.7557530957728326	2
4023	LPL	101	0.7012038034078087	3
255738	PCSK9	64	0.49726791957151395	4
3949	LDLR	45	0.3152892262657945	5
116519	APOA5	31	0.30315959696095535	6
338328	GPIHBP1	26	0.2936129403561779	7
64788	LMF1	24	0.2816562088240355	8
344	APOC2	26	0.24423939490872235	9
4018	LPA	16	0.12363800854141478	10
