gene_id	gene_symbol	count	tfidf	rank_tfidf
3251	HPRT1	87	5.578660933985823	1
353	APRT	6	0.4774326948858969	2
2019	EN1	1	0.09163307211898142	3
54361	WNT4	1	0.08107517600418267	4
