gene_id	gene_symbol	count	tfidf	rank_tfidf
6331	SCN5A	35	2.8635256417612265	1
10021	HCN4	10	1.0020896350507515	2
9096	TBX18	7	0.7848947029007954	3
6474	SHOX2	4	0.4309491615078445	4
6926	TBX3	4	0.3883309830198314	5
3670	ISL1	3	0.2725387083540293	6
100302190	MIR1976	2	0.27098623998760707	7
23493	HEY2	2	0.20231213430434916	8
6336	SCN10A	2	0.19341189084733598	9
1482	NKX2-5	2	0.1760002993681784	10
