gene_id	gene_symbol	count	tfidf	rank_tfidf
368	ABCC6	604	3.7729910236686184	1
2006	ELN	104	0.4307162476575805	2
5167	ENPP1	35	0.20532972458083856	3
250	ALPP	51	0.2008354864392592	4
7422	VEGFA	73	0.19300563490194123	5
4001	LMNB1	35	0.18874117382064934	6
2677	GGCX	22	0.14988039872925024	7
1026	CDKN1A	24	0.09523775351263157	8
4256	MGP	16	0.09288156796138024	9
149466	C1ORF210	10	0.07892827464708926	10
